Movie,trunc,Release Date,Distributor,Genre
Dazed and Confused,Dazed and Confused,"Sep 24, 1993",Universal,Comedy
I Like Movies,I Like Movies,"Mar 10, 2023",Mongrel Media,Comedy
32 Sounds,32 Sounds,"Apr 28, 2023",,Documentary
The Woman King,The Woman King,"Sep 16, 2022",Sony Pictures,Action
Trolls,Trolls,"Nov 4, 2016",20th Century Fox,Adventure
The Last Rider,The Last Rider,"Jun 23, 2023",Roadside Attractions,Documentary
No Bears,No Bears,"Dec 23, 2022",Janus Films,Drama
Ransomed,Ransomed,"Aug 4, 2023",Well Go USA,Action
Path Of The Panther,Path Of The Panther,"Feb 24, 2023",,Documentary
The Magic Flute,The Magic Flute,"Mar 10, 2023",Shout! Factory,Adventure
iMordecai,iMordecai,"Feb 10, 2023",Greenwich,Drama
The Kill Room,The Kill Room,"Sep 29, 2023",Shout! Factory,Thriller/Suspense
Birth/Rebirth,Birth/Rebirth,"Aug 18, 2023",IFC Films,Horror
Unit 262,Unit 262,"Dec 8, 2023",Indican Pictures,Action
UFC 286,UFC 286,"Mar 18, 2023",Iconic Releasing,Concert/Perfor…
Little Richard: I Am Everyt…,Little Richard: I Am,"Apr 11, 2023",Magnolia Pictures,Documentary
Black Adam,Black Adam,"Oct 21, 2022",Warner Bros.,Action
The Mummy,The Mummy,"May 7, 1999",Universal,Adventure
Lonely Castle in the Mirror,Lonely Castle in the,"Jun 21, 2023",GKIDS,Drama
Decision to Leave,Decision to Leave,"Oct 14, 2022",MUBI,Drama
Despicable Me,Despicable Me,"Jul 9, 2010",Universal,Adventure
"The Tunnel to Summer, the E…",The Tunnel to Summer,"Nov 3, 2023",Sentai Filmworks,Drama
The Angry Black Girl and He…,The Angry Black Girl,"Jun 9, 2023",RLJ Entertainment,Horror
Kaguya-sama: Love Is War — …,Kaguya-sama: Love Is,"Feb 14, 2023",Crunchyroll,Drama
Dr. Seuss' The Lorax,Dr. Seuss' The Lorax,"Mar 2, 2012",Universal,Adventure
The Pot au Feu,The Pot au Feu,"Nov 10, 2023",IFC Films,Drama
Malibu Horror Story,Malibu Horror Story,"Sep 1, 2023",Iconic Releasing,Horror
Origin,Origin,"Dec 8, 2023",Neon,Drama
Peeping Tom,Peeping Tom,"Feb 5, 1999",Rialto Pictures,Thriller/Suspense
Day By Day,Day By Day,"Aug 11, 2023",Utopia,Documentary
Squaring the Circle,Squaring the Circle,"Jun 7, 2023",Utopia,Documentary
Casper,Casper,"May 26, 1995",Universal,Comedy
Blue Jean,Blue Jean,"Jun 9, 2023",Magnolia Pictures,Drama
Scott Pilgrim vs. The World,Scott Pilgrim vs. Th,"Aug 13, 2010",Universal,Comedy
Sick of Myself,Sick of Myself,"Apr 12, 2023",Utopia,Black Comedy
The Secret Life of Pets 2,The Secret Life of P,"Jun 7, 2019",Universal,Adventure
L'immensita,L'immensita,"May 12, 2023",Music Box Films,Drama
Carmen,Carmen,"Apr 21, 2023",Sony Pictures Cla…,Drama
Divinity,Divinity,"Oct 13, 2023",Utopia,Thriller/Suspense
The Lost Weekend: A Love Story,The Lost Weekend: A ,"Apr 13, 2023",Iconic Releasing,Documentary
The Childe,The Childe,"Jun 30, 2023",Well Go USA,Action
The Wicker Man,The Wicker Man,"Sep 1, 2006",Warner Bros.,Horror
Holy Spider (عنكبوت مقدس)…,Holy Spider (عنكبوت ,"Oct 28, 2022",Utopia,Drama
The Moon,The Moon,"Aug 18, 2023",Well Go USA,Drama
Invisible Beauty,Invisible Beauty,"Sep 15, 2023",Magnolia Pictures,Documentary
The Sweet East,The Sweet East,"Dec 1, 2023",Utopia,Drama
Lakota Nation vs. United St…,Lakota Nation vs. Un,"Jul 14, 2023",IFC Films,Documentary
"My Sailor, My Love","My Sailor, My Love","Sep 22, 2023",Music Box Films,Drama
Linoleum,Linoleum,"Feb 24, 2023",Shout! Factory,Comedy
The Origin of Evil,The Origin of Evil,"Sep 22, 2023",IFC Films,Thriller/Suspense
Dr. Cheon and the Lost Tali…,Dr. Cheon and the Lo,"Oct 6, 2023",Well Go USA,Drama
Other People’s Children,Other People’s Child,"Apr 21, 2023",Music Box Films,Drama
Menus-Plaisirs Les Troisgros,Menus-Plaisirs Les T,"Nov 22, 2023",Zipporah,Documentary
Juniper,Juniper,"Feb 24, 2023",Greenwich,Drama
Daliland,Daliland,"Jun 9, 2023",Magnolia Pictures,Drama
Noryang: Deadly Sea,Noryang: Deadly Sea,"Dec 22, 2023",Well Go USA,Action
I Heard the Bells,I Heard the Bells,"Dec 1, 2022",Fathom Events,Drama
Scarlet,Scarlet,"Jun 9, 2023",Kino Lorber,Drama
Memory,Memory,"Dec 22, 2023",Ketchup Entertain…,Drama
Winter Kills,Winter Kills,"May 18, 1979",Rialto Pictures,Drama
Kokomo City,Kokomo City,"Jul 28, 2023",Magnolia Pictures,Documentary
Bunker,Bunker,"Feb 24, 2023",Blue Fox Entertai…,Horror
Una vita difficile,Una vita difficile,"Feb 3, 2023",Rialto Pictures,Drama
Ticket to Paradise,Ticket to Paradise,"Oct 21, 2022",Universal,Romantic Comedy
The League,The League,"Jul 14, 2023",Magnolia Pictures,Documentary
Cinema Sabaya,Cinema Sabaya,"Feb 10, 2023",Kino Lorber,Drama
The Eternal Memory,The Eternal Memory,"Aug 11, 2023",MTV Documentary F…,Documentary
The Unknown Country,The Unknown Country,"Jul 28, 2023",Music Box Films,Drama
Freud’s Last Session,Freud’s Last Session,"Dec 22, 2023",Sony Pictures Cla…,Drama
Ride On,Ride On,"Apr 7, 2023",Well Go USA,Action
Smoking Causes Coughing,Smoking Causes Cough,"Mar 31, 2023",Magnet Releasing,Comedy
Godland,Godland,"Feb 3, 2023",Janus Films,Drama
The Forger,The Forger,"Mar 3, 2023",Kino Lorber,Drama
The Trial,The Trial,"Feb 20, 1963",Rialto Pictures,Thriller/Suspense
Lynch/Oz,Lynch/Oz,"Jun 2, 2023",Janus Films,Documentary
Story Ave,Story Ave,"Sep 29, 2023",Kino Lorber,Drama
Biosphere,Biosphere,"Jul 7, 2023",IFC Films,Thriller/Suspense
My Happy Ending,My Happy Ending,"Feb 24, 2023",Roadside Attractions,Comedy
Nam June Paik: Moon Is The …,Nam June Paik: Moon ,"Mar 24, 2023",Greenwich,Documentary
The Mission,The Mission,"Oct 13, 2023",Picturehouse,Documentary
Tori and Lokita,Tori and Lokita,"Mar 24, 2023",Janus Films,Thriller/Suspense
The Stones and Brian Jones,The Stones and Brian,"Nov 17, 2023",Magnolia Pictures,Documentary
Immediate Family,Immediate Family,"Dec 15, 2023",Magnolia Pictures,Documentary
Fire of Love,Fire of Love,"Jul 6, 2022",Neon,Documentary
Cat Person,Cat Person,"Oct 6, 2023",Rialto Pictures,Thriller/Suspense
"Desperate Souls, Dark City …","Desperate Souls, Dar","Jun 23, 2023",Zeitgeist,Documentary
The End of Sex,The End of Sex,"Apr 28, 2023",Blue Fox Entertai…,Romantic Comedy
Moon Garden,Moon Garden,"May 19, 2023",Oscilloscope Pict…,Horror
Simulant,Simulant,"Jun 2, 2023",Vertical Entertai…,Thriller/Suspense
Deep Sea 3-D,Deep Sea 3-D,"Mar 3, 2006",Warner Bros.,Documentary
All Dirt Roads Taste of Salt,All Dirt Roads Taste,"Nov 3, 2023",A24,Drama
Revoir Paris,Revoir Paris,"Jun 23, 2023",Music Box Films,Drama
"Blind Willow, Sleeping Woman","Blind Willow, Sleepi","Apr 14, 2023",Zeitgeist,Drama
Once Within a Time,Once Within a Time,"Oct 13, 2023",Oscilloscope Pict…,Comedy
Touch the Water,Touch the Water,"Nov 3, 2023",Holt Hamilton Dis…,Drama
Cat Daddies,Cat Daddies,"Oct 14, 2022",Gray Hat Productions,Documentary
Black Ice,Black Ice,"Jul 14, 2023",Roadside Attractions,Documentary
The Five Devils,The Five Devils,"Mar 24, 2023",MUBI,Drama
The Disappearance of Shere …,The Disappearance of,"Nov 17, 2023",IFC Films,Documentary
R.M.N.,R.M.N.,"Apr 28, 2023",IFC Films,Drama
The Beasts,The Beasts,"Jul 28, 2023",Greenwich,Thriller/Suspense
Shiva Baby,Shiva Baby,"Apr 2, 2021",Utopia,Comedy
Werckmeister Harmonies,Werckmeister Harmoni,"May 26, 2023",Janus Films,Drama
Four Daughters,Four Daughters,"Oct 27, 2023",Kino Lorber,Documentary
Full Time,Full Time,"Feb 3, 2023",Music Box Films,Drama
The Delinquents,The Delinquents,"Oct 18, 2023",MUBI,Drama
Alcarràs,Alcarràs,"Jan 6, 2023",MUBI,Drama
La maman et la putain,La maman et la putai,"Jun 23, 2023",Janus Films,Drama
Radical Wolfe,Radical Wolfe,"Sep 15, 2023",Kino Lorber,Documentary
Teddy’s Christmas,Teddy’s Christmas,"Dec 1, 2023",Blue Fox Entertai…,Adventure
Tokyo Pop,Tokyo Pop,"Apr 15, 1988",Kino Lorber,Comedy
"Orlando, My Political Biogr…","Orlando, My Politica","Nov 10, 2023",Janus Films,Drama
Make Me Famous,Make Me Famous,"Jun 22, 2023",Red Splat Product…,Documentary
Mister Organ,Mister Organ,"Oct 6, 2023",Drafthouse Films,Documentary
Canary,Canary,"Sep 15, 2023",Oscilloscope Pict…,Documentary
The Innocent,The Innocent,"Mar 17, 2023",Janus Films,Comedy
A Compassionate Spy,A Compassionate Spy,"Aug 4, 2023",Magnolia Pictures,Documentary
Island of Lemurs: Madagascar,Island of Lemurs: Ma,"Apr 4, 2014",Warner Bros.,Documentary
Pandas,Pandas,"Apr 6, 2018",IMAX Films,Documentary
The Civil Dead,The Civil Dead,"Feb 10, 2023",Utopia,Comedy
The Cow Who Sang a Song Int…,The Cow Who Sang a S,"May 19, 2023",Kino Lorber,Drama
The Pod Generation,The Pod Generation,"Aug 11, 2023",Vertical Entertai…,Black Comedy
The Teacher’s Lounge,The Teacher’s Lounge,"Dec 25, 2023",Sony Pictures Cla…,Drama
The Headmistress,The Headmistress,"Apr 7, 2023",Indican Pictures,Horror
Bobi Wine: The People's Pre…,Bobi Wine: The Peopl,"Jul 28, 2023",National Geograph…,Documentary
The Innocent (1979) (Re-Rel…,The Innocent (1979) ,"Feb 14, 2020",Analysis,Drama
The Melt Goes on Forever: T…,The Melt Goes on For,"May 5, 2023",Greenwich,Documentary
Amanda,Amanda,"Jul 7, 2023",Oscilloscope Pict…,Comedy
To the Arctic 3D,To the Arctic 3D,"Apr 20, 2012",Warner Bros.,Documentary
The Sparring Partner,The Sparring Partner,"Dec 9, 2022",Well Go USA,Drama
The Mean One,The Mean One,"Dec 8, 2022",Atlas Distribution,Horror
La Syndicaliste,La Syndicaliste,"Dec 1, 2023",Kino Lorber,Thriller/Suspense
The Night of the 12th,The Night of the 12t,"May 19, 2023",Film Movement,Thriller/Suspense
Cadejo Blanco,Cadejo Blanco,"Apr 21, 2023",Film Movement,Drama
Before the Sunset,Before the Sunset,"Sep 29, 2023",Freestyle Releasing,Drama
In Viaggio,In Viaggio,"Mar 31, 2023",Magnolia Pictures,Documentary
River,River,"Apr 21, 2023",Greenwich,Documentary
The Road Dance,The Road Dance,"Oct 13, 2023",Music Box Films,Drama
Piaffe,Piaffe,"Aug 25, 2023",Oscilloscope Pict…,Drama
Aporia,Aporia,"Aug 11, 2023",Well Go USA,Drama
Unwelcome,Unwelcome,"Mar 10, 2023",Well Go USA,Horror
Trinket Box,Trinket Box,"Mar 31, 2023",Self Distributed,Horror
La Civil,La Civil,"Mar 3, 2023",Zeitgeist,Thriller/Suspense
The Worst Ones,The Worst Ones,"Mar 24, 2023",Kino Lorber,Drama
Only in Theaters,Only in Theaters,"Nov 18, 2022",The Film Collabor…,Documentary
The Crime is Mine,The Crime is Mine,"Dec 25, 2023",Music Box Films,Drama
Filmmakers for the Prosecution,Filmmakers for the P,"Jan 24, 2023",Kino Lorber,Documentary
Godard Cinema,Godard Cinema,"Dec 15, 2023",Kino Lorber,Documentary
What the Hell Happened to B…,What the Hell Happen,"Mar 24, 2023",Abramorama Films,Documentary
Two Tickets to Greece,Two Tickets to Greec,"Jul 14, 2023",Greenwich,Comedy
Suitable Flesh,Suitable Flesh,"Oct 27, 2023",IFC Films,Horror
Your Lucky Day,Your Lucky Day,"Nov 10, 2023",Well Go USA,Thriller/Suspense
Rodeo,Rodeo,"Mar 17, 2023",Music Box Films,Drama
What Doesn’t Float,What Doesn’t Float,"Sep 22, 2023",Circle Collective,Comedy
Fast Dreams,Fast Dreams,"Nov 3, 2023",99 Ways Entertain…,Documentary
Ernest & Celestine: A Trip …,Ernest & Celestine: ,"Sep 1, 2023",GKIDS,Comedy
Baby Ruby,Baby Ruby,"Feb 3, 2023",Magnet Releasing,Thriller/Suspense
Drylongso,Drylongso,"Mar 29, 1999",Janus Films,Drama
Once Upon a Time in Uganda,Once Upon a Time in ,"Jul 7, 2023",Yellow Veil Pictures,Documentary
You Can Live Forever,You Can Live Forever,"Mar 31, 2023",Good Deed Enterta…,Drama
Final Cut,Final Cut,"Jul 14, 2023",Kino Lorber,Comedy
Subject,Subject,"Nov 3, 2023",Greenwich,Documentary
Smoke Sauna Sisterhood,Smoke Sauna Sisterho,"Nov 24, 2023",Greenwich,Documentary
Another Body,Another Body,"Oct 20, 2023",Utopia,Documentary
Dancing the Twist in Bamako,Dancing the Twist in,"Feb 24, 2023",ArtMattan Films,Drama
Break the Mold: The Zach Ba…,Break the Mold: The ,"Jun 23, 2023",Holt Hamilton Dis…,Documentary
The Elephant 6 Recording Co.,The Elephant 6 Recor,"Aug 25, 2023",Greenwich,Documentary
TS Eliot’s Four Quartets,TS Eliot’s Four Quar,"Apr 28, 2023",Kino Lorber,Concert/Perfor…
The Sorrow and the Pity,The Sorrow and the P,"Mar 25, 1972",Kino Lorber,Documentary
Falcon Lake,Falcon Lake,"Jun 2, 2023",Yellow Veil Pictures,Drama
Armageddon Time,Armageddon Time,"Oct 28, 2022",Focus Features,Drama
Sympathy for the Devil,Sympathy for the Dev,"Jul 28, 2023",RLJ Entertainment,Thriller/Suspense
Passion,Passion,"Apr 14, 2023",Film Movement,Drama
Beyond Utopia,Beyond Utopia,"Oct 23, 2023",Fathom Events,Documentary
The Runner,The Runner,"Dec 31, 1991",Rialto Pictures,Drama
Loren and Rose,Loren and Rose,"Jun 23, 2023",,Drama
Rebel,Rebel,"Sep 15, 2023",Yellow Veil Pictures,Thriller/Suspense
Rare Objects,Rare Objects,"Apr 14, 2023",IFC Films,Drama
God’s Time,God’s Time,"Feb 24, 2023",IFC Films,Thriller/Suspense
The Super 8 Years,The Super 8 Years,"Dec 16, 2022",Kino Lorber,Documentary
"Film, the Living Record of …","Film, the Living Rec","Feb 27, 2023",Kino Lorber,Documentary
Framing Agnes,Framing Agnes,"Dec 2, 2022",Kino Lorber,Drama
Give Me Pity!,Give Me Pity!,"Mar 3, 2023",Utopia,Comedy
At the Gates,At the Gates,"Nov 3, 2023",Picturehouse,Drama
The Kennedy Incident,The Kennedy Incident,"Dec 15, 2023",Indican Pictures,Thriller/Suspense
Lucy and Whitney,Lucy and Whitney,"Nov 3, 2023",Indican Pictures,Comedy
I Got a Monster,I Got a Monster,"Mar 10, 2023",Greenwich,Documentary
Utama,Utama,"Nov 4, 2022",Kino Lorber,Drama
CHAAW: Chapter 1,CHAAW: Chapter 1,"Aug 11, 2023",,Comedy
"Black God, White Devil","Black God, White Dev","Sep 25, 1971",Janus Films,Adventure
Muzzle,Muzzle,"Sep 29, 2023",RLJ Entertainment,Thriller/Suspense
Coup de Torchon (Clean Slate),Coup de Torchon (Cle,"Dec 20, 1982",Rialto Pictures,Drama
Gods of Mexico,Gods of Mexico,"Mar 3, 2023",Oscilloscope Pict…,Documentary
So Much Tenderness,So Much Tenderness,"Jun 30, 2023",Mongrel Media,Drama
Love Life,Love Life,"Aug 11, 2023",Oscilloscope Pict…,Drama
Between Two Worlds,Between Two Worlds,"Aug 11, 2023",Cohen Media Group,Drama
The Man in the Basement,The Man in the Basem,"Jan 27, 2023",Greenwich,Drama
Have You Got It Yet? The St…,Have You Got It Yet?,"Jul 14, 2023",Abramorama Films,Documentary
Let it be Morning,Let it be Morning,"Feb 3, 2023",Cohen Media Group,Drama
What Comes Around,What Comes Around,"Aug 4, 2023",IFC Films,Thriller/Suspense
The Dive,The Dive,"Aug 25, 2023",IFC Films,Thriller/Suspense
The Crusades,The Crusades,"Jul 7, 2023",VMI Worldwide,Comedy
Kings of L.A.,Kings of L.A.,"Jun 23, 2023",Indican Pictures,Action
Leonor Will Never Die,Leonor Will Never Di,"Nov 25, 2022",Music Box Films,Comedy
Hands That Bind,Hands That Bind,"Nov 3, 2023",Dark Sky Films,Drama
The Monsters Without,The Monsters Without,"Apr 27, 2023",Indican Pictures,Horror
Pianoforte,Pianoforte,"Dec 1, 2023",Greenwich,Documentary
Senior Year: Love Never Fails,Senior Year: Love Ne,"Sep 29, 2023",Atlas Distribution,Drama
Therapy Dogs,Therapy Dogs,"Mar 10, 2023",Utopia,Reality
Rimini,Rimini,"Mar 17, 2023",Big World Pictures,Comedy
How I Learned to Fly,How I Learned to Fly,"Dec 1, 2023",Film Movement,Drama
Tommy Guns,Tommy Guns,"Apr 12, 2023",Kino Lorber,Horror
Heretic,Heretic,"Mar 3, 2023",Indican Pictures,Horror
Deliver Us,Deliver Us,"Sep 29, 2023",Magnet Releasing,Horror
Life Upside Down,Life Upside Down,"Jan 27, 2023",IFC Films,Comedy
Last Night of Amore,Last Night of Amore,"Jul 15, 2023",Focus World,Thriller/Suspense
Eight Deadly Shots,Eight Deadly Shots,"Mar 31, 2023",Janus Films,Drama
The Discreet Charm of the B…,The Discreet Charm o,"May 12, 2000",Rialto Pictures,Comedy
Lord of Misrule,Lord of Misrule,"Dec 8, 2023",Magnet Releasing,Horror
Jethica,Jethica,"Jan 13, 2023",Cinedigm,Comedy
You’re All Gonna Die,You’re All Gonna Die,"Nov 17, 2023",Indican Pictures,Horror
Bonded,Bonded,"Oct 27, 2023",Breaking Glass Pi…,Horror
Please Baby Please,Please Baby Please,"Oct 28, 2022",Music Box Films,Musical
Landfill,Landfill,"Nov 3, 2023",Indican Pictures,Adventure
Hockeyland,Hockeyland,"Sep 9, 2022",Greenwich,Documentary
Bones and All,Bones and All,"Nov 23, 2022",United Artists,Thriller/Suspense
Bobby’s Intermission,Bobby’s Intermission,"Sep 12, 2023",,Comedy
This Much We Know,This Much We Know,"Nov 10, 2023",Oscilloscope Pict…,Documentary
Brainwashed: Sex-Camera-Power,Brainwashed: Sex-Cam,"Oct 21, 2022",Kino Lorber,Documentary
Loudmouth,Loudmouth,"Dec 9, 2022",Greenwich,Documentary
Operation Napoleon,Operation Napoleon,"Aug 11, 2023",Magnet Releasing,Thriller/Suspense
Imagining the Indian: The F…,Imagining the Indian,"Mar 31, 2023",The Ciesla Founda…,Documentary
Venus,Venus,"Mar 31, 2023",Sony Pictures,Horror
Christmas Bloody Christmas,Christmas Bloody Chr,"Dec 9, 2022",RLJ Entertainment,Horror
Asedio,Asedio,"Sep 29, 2023",Sony Pictures,Thriller/Suspense
Carnal Knowledge,Carnal Knowledge,"Jan 1, 1971",Avco Embassy,Drama
La marginale,La marginale,"Sep 22, 2023",Sony Pictures,Drama
Lowndes County and the Road…,Lowndes County and t,"Dec 2, 2022",Greenwich,Documentary
When Men Were Men,When Men Were Men,"Nov 4, 2022",Indican Pictures,Drama
