Movie,trunc,Release Date,Distributor,Genre
Behind the White Glasses: P…,Behind the White Gla,"Mar 4, 2016",Parade Deck Films,Documentary
Dream Boat,Dream Boat,"Nov 3, 2017",Strand Releasing,Documentary
Dayveon,Dayveon,"Sep 13, 2017",FilmRise,Drama
The Ghoul,The Ghoul,"Aug 4, 2017",Cartilage Films,Thriller/Suspense
Accidental Courtesy: Daryl …,Accidental Courtesy:,"Jan 6, 2017",First Run Features,Documentary
Detour,Detour,"Jan 20, 2017",Magnolia Pictures,Thriller/Suspense
The Romans,The Romans,"May 27, 2016",Indican Pictures,Drama
The Greasy Strangler,The Greasy Strangler,"Oct 7, 2016",FilmRise,Thriller/Suspense
Never,Never,"Aug 19, 2016",Indican Pictures,Drama
Do Not Resist,Do Not Resist,"Sep 30, 2016",Vanish Films,Documentary
The Forest for the Trees,The Forest for the T,"Jan 27, 2017",Film Movement,Drama
The Battle of Algiers,The Battle of Algier,"Jan 9, 2004",Rialto Pictures,Drama
The Ghosts of Johnson Woods,The Ghosts of Johnso,"Dec 2, 2016",Driving With Our …,Horror
It’s Not Yet Dark,It’s Not Yet Dark,"Aug 4, 2017",FilmRise,Documentary
A Different American Dream,A Different American,"Jan 6, 2017",First Run Features,Documentary
Joy of Learning,Joy of Learning,"Jul 28, 2017",Kino Lorber,Drama
The Lion in Winter,The Lion in Winter,"Oct 30, 1968",Rialto Pictures,Drama
Christine,Christine,"Oct 14, 2016",The Orchard,Drama
The Penguin Counters,The Penguin Counters,"Apr 21, 2017",First Run Features,Documentary
Believe,Believe,"Dec 2, 2016",Smith Global Media,Drama
The Black Dove,The Black Dove,"Aug 12, 2016",Indican Pictures,Comedy
Extraordinary Ordinary People,Extraordinary Ordina,"Sep 15, 2017",First Run Features,Documentary
I Am not Madame Bovary,I Am not Madame Bova,"Nov 18, 2016",Well Go USA,Drama
The Witness,The Witness,"Jun 3, 2016",FilmRise,Documentary
Amityville: The Awakening,Amityville: The Awak,"Oct 28, 2017",Weinstein Co.,Horror
This Last Lonely Place,This Last Lonely Pla,"Aug 12, 2016",Indican Pictures,Thriller/Suspense
"Love, Sweat & Tears","Love, Sweat & Tears","Mar 8, 2017",Kino Lorber,Documentary
The Helsings,The Helsings,"May 26, 2017",Self Distributed,Drama
Seed: The Untold Story,Seed: The Untold Sto,"Aug 22, 2016",Collective Eye,Documentary
2:22,2:22,"Jun 30, 2017",Magnolia Pictures,Thriller/Suspense
Mifune,Mifune,"Feb 25, 2000",Sony Pictures Cla…,Drama
Gridiron Heroes,Gridiron Heroes,"Apr 15, 2016",Indican Pictures,Documentary
National Bird,National Bird,"Nov 11, 2016",FilmRise,Documentary
Nightlights,Nightlights,"Aug 15, 2014",Indican Pictures,Drama
The Student,The Student,"Apr 14, 2017",Under the Milky Way,Drama
