Movie,trunc,Release Date,Distributor,Genre
One of Them Days,One of Them Days,"Jan 17, 2025",Sony Pictures,Comedy
Nosferatu,Nosferatu,"Dec 25, 2024",Focus Features,Horror
A Complete Unknown,A Complete Unknown,"Dec 25, 2024",Searchlight Pictures,Drama
Mickey 17,Mickey 17,"Mar 7, 2025",Warner Bros.,Black Comedy
Paddington in Peru,Paddington in Peru,"Feb 14, 2025",Sony Pictures,Adventure
Downton Abbey: The Grand Fi…,Downton Abbey: The G,"Sep 12, 2025",Focus Features,Drama
Tron: Ares,Tron: Ares,"Oct 10, 2025",Walt Disney,Action
The Amateur,The Amateur,"Apr 11, 2025",20th Century Studios,Thriller/Suspense
Wicked,Wicked,"Nov 22, 2024",Universal,Musical
The Monkey,The Monkey,"Feb 21, 2025",Neon,Black Comedy
A Working Man,A Working Man,"Mar 28, 2025",Amazon MGM Studios,Action
Materialists,Materialists,"Jun 13, 2025",A24,Romantic Comedy
Den of Thieves 2: Pantera,Den of Thieves 2: Pa,"Jan 10, 2025",Lionsgate,Action
The Long Walk,The Long Walk,"Sep 12, 2025",Lionsgate,Thriller/Suspense
Star Wars Ep. III: Revenge …,Star Wars Ep. III: R,"May 19, 2005",20th Century Studios,Adventure
Taylor Swift | The Official…,Taylor Swift | The O,"Oct 3, 2025",AMC Theatres Dist…,Documentary
I Know What You Did Last Su…,I Know What You Did ,"Jul 18, 2025",Sony Pictures,Horror
Smurfs,Smurfs,"Jul 18, 2025",Paramount Pictures,Adventure
Heart Eyes,Heart Eyes,"Feb 7, 2025",Sony Pictures,Horror
Flight Risk,Flight Risk,"Jan 24, 2025",Lionsgate,Thriller/Suspense
Gabby’s Dollhouse: The Movie,Gabby’s Dollhouse: T,"Sep 26, 2025",Universal,Musical
Warfare,Warfare,"Apr 11, 2025",A24,Drama
Him,Him,"Sep 19, 2025",Universal,Horror
M3GAN 2.0,M3GAN 2.0,"Jun 27, 2025",Universal,Horror
Ne Zha 2,Ne Zha 2,"Feb 14, 2025",,Action
The Woman in the Yard,The Woman in the Yar,"Mar 28, 2025",Universal,Horror
Nobody 2,Nobody 2,"Aug 15, 2025",Universal,Thriller/Suspense
Black Bag,Black Bag,"Mar 14, 2025",Focus Features,Thriller/Suspense
Together,Together,"Jul 30, 2025",Neon,Horror
Last Breath,Last Breath,"Feb 28, 2025",Focus Features,Thriller/Suspense
Companion,Companion,"Jan 31, 2025",Warner Bros.,Black Comedy
Wolf Man,Wolf Man,"Jan 17, 2025",Universal,Horror
The Chosen: Last Supper — P…,The Chosen: Last Sup,"Mar 27, 2025",Fathom Events,Drama
Until Dawn,Until Dawn,"Apr 25, 2025",Sony Pictures,Horror
Novocaine,Novocaine,"Mar 14, 2025",Paramount Pictures,Action
The Phoenician Scheme,The Phoenician Schem,"May 30, 2025",Focus Features,Black Comedy
Bring Her Back,Bring Her Back,"May 30, 2025",A24,Horror
KPop Demon Hunters Sing-Alo…,KPop Demon Hunters S,"Aug 23, 2025",Netflix,Musical
Caught Stealing,Caught Stealing,"Aug 29, 2025",Sony Pictures,Thriller/Suspense
Babygirl,Babygirl,"Dec 25, 2024",A24,Thriller/Suspense
Hamilton,Hamilton,"Oct 15, 2021",Walt Disney,Musical
Drop,Drop,"Apr 11, 2025",Universal,Thriller/Suspense
Friendship,Friendship,"May 9, 2025",A24,Black Comedy
Love Hurts,Love Hurts,"Feb 7, 2025",Universal,Action
The Brutalist,The Brutalist,"Dec 20, 2024",A24,Drama
The Roses,The Roses,"Aug 29, 2025",Searchlight Pictures,Black Comedy
The Last Rodeo,The Last Rodeo,"May 23, 2025",Angel Studios,Drama
The Strangers: Chapter 2,The Strangers: Chapt,"Sep 26, 2025",Lionsgate,Horror
Jaws,Jaws,"Jun 20, 1975",Universal,Thriller/Suspense
Death of a Unicorn,Death of a Unicorn,"Mar 28, 2025",A24,Black Comedy
The Chosen: Last Supper — P…,The Chosen: Last Sup,"Apr 4, 2025",Fathom Events,Drama
The Chosen: Last Supper — P…,The Chosen: Last Sup,"Apr 11, 2025",Fathom Events,Drama
Roofman,Roofman,"Oct 10, 2025",Paramount Pictures,Black Comedy
Becoming Led Zeppelin,Becoming Led Zeppeli,"Feb 7, 2025",Sony Pictures Cla…,Documentary
Eddington,Eddington,"Jul 18, 2025",A24,Black Comedy
The Smashing Machine,The Smashing Machine,"Oct 3, 2025",A24,Drama
The Day the Earth Blew Up: …,The Day the Earth Bl,"Mar 14, 2025",Ketchup Entertain…,Comedy
Sketch,Sketch,"Aug 6, 2025",Angel Studios,Comedy
Gladiator II,Gladiator II,"Nov 22, 2024",Paramount Pictures,Action
Clown in a Cornfield,Clown in a Cornfield,"May 9, 2025",RLJ Entertainment,Horror
Presence,Presence,"Jan 24, 2025",Neon,Horror
Princess Mononoke,Princess Mononoke,"Oct 29, 1999",GKIDS,Action
Homestead,Homestead,"Dec 20, 2024",Angel Studios,Drama
Toy Story,Toy Story,"Nov 22, 1995",Walt Disney,Adventure
The Life of Chuck,The Life of Chuck,"Jun 6, 2025",Neon,Drama
A Big Bold Beautiful Journey,A Big Bold Beautiful,"Sep 19, 2025",Sony Pictures,Drama
The Last Supper,The Last Supper,"Mar 14, 2025",Pinnacle Peak,Drama
The Unbreakable Boy,The Unbreakable Boy,"Feb 21, 2025",Lionsgate,Drama
Anora,Anora,"Oct 18, 2024",Neon,Comedy
I’m Still Here,I’m Still Here,"Jan 17, 2025",Sony Pictures Cla…,Drama
Pride and Prejudice,Pride and Prejudice,"Nov 11, 2005",Focus Features,Drama
The Alto Knights,The Alto Knights,"Mar 21, 2025",Warner Bros.,Drama
Honey Don’t,Honey Don’t,"Aug 22, 2025",Focus Features,Black Comedy
Dan Da Dan: Evil Eye,Dan Da Dan: Evil Eye,"Jun 6, 2025",GKIDS,Action
Good Boy,Good Boy,"Oct 3, 2025",IFC Entertainment…,Horror
The Senior,The Senior,"Sep 19, 2025",Angel Studios,Drama
Hurry Up Tomorrow,Hurry Up Tomorrow,"May 16, 2025",Lionsgate,Thriller/Suspense
They Call Him OG,They Call Him OG,"Sep 25, 2025",Prathyangira Cine…,Action
Light of the World,Light of the World,"Sep 5, 2025",Salvation Poem Pr…,Drama
Chhaava,Chhaava,"Feb 14, 2025",Yash Raj Films,Action
The Last Showgirl,The Last Showgirl,"Dec 13, 2024",Roadside Attractions,Drama
Avatar: The Way of Water,Avatar: The Way of W,"Dec 16, 2022",20th Century Studios,Action
Brave the Dark,Brave the Dark,"Jan 24, 2025",Angel Studios,Drama
Soul on Fire,Soul on Fire,"Oct 10, 2025",Sony Pictures,Drama
Shin Godzilla,Shin Godzilla,"Oct 11, 2016",GKIDS,Action
The Friend,The Friend,"Mar 28, 2025",Bleecker Street,Drama
Shadow Force,Shadow Force,"May 9, 2025",Lionsgate,Action
War 2,War 2,"Aug 14, 2025",Yash Raj Films,Action
COLORFUL STAGE! The Movie: …,COLORFUL STAGE! The ,"Apr 18, 2025",GKIDS,Musical
Fight or Flight,Fight or Flight,"May 9, 2025",Vertical Entertai…,Action
Saiyaara,Saiyaara,"Jul 18, 2025",Yash Raj Films,Drama
The Penguin Lessons,The Penguin Lessons,"Mar 28, 2025",Sony Pictures Cla…,Drama
2025 Oscar Shorts,2025 Oscar Shorts,"Feb 14, 2025",ShortsHD,Multiple Genres
Jujutsu Kaisen: Hidden Inve…,Jujutsu Kaisen: Hidd,"Jul 16, 2025",GKIDS,Action
Hell of a Summer,Hell of a Summer,"Apr 4, 2025",Neon,Horror
Relay,Relay,"Aug 22, 2025",Bleecker Street,Thriller/Suspense
Kraven the Hunter,Kraven the Hunter,"Dec 13, 2024",Sony Pictures,Action
The Fire Inside,The Fire Inside,"Dec 25, 2024",Amazon MGM Studios,Drama
Rule Breakers,Rule Breakers,"Mar 7, 2025",Angel Studios,Drama
Attack on Titan the Movie: …,Attack on Titan the ,"Feb 10, 2025",Sony Pictures,Action
The Toxic Avenger Unrated,The Toxic Avenger Un,"Aug 29, 2025",Iconic/Cineverse,Horror
Sardaar Ji 3,Sardaar Ji 3,"Jun 27, 2025",White Hill Studios,Adventure
Dangerous Animals,Dangerous Animals,"Jun 6, 2025",IFC Entertainment…,Horror
Flow,Flow,"Nov 22, 2024",Janus Films,Adventure
Nickel Boys,Nickel Boys,"Dec 13, 2024",Amazon MGM Studios,Drama
Pink Floyd: Live at Pompeii,Pink Floyd: Live at ,"Apr 24, 2025",Trafalgar Releasing,Concert/Perfor…
Black Phone 2,Black Phone 2,"Oct 17, 2025",Universal,Horror
No Other Land,No Other Land,"Jan 31, 2025",Cinetic Media,Documentary
Spinal Tap II: The End Cont…,Spinal Tap II: The E,"Sep 12, 2025",Bleecker Street,Comedy
The Legend of Ochi,The Legend of Ochi,"Apr 18, 2025",A24,Adventure
"Sorry, Baby","Sorry, Baby","Jun 27, 2025",A24,Drama
Eleanor the Great,Eleanor the Great,"Sep 26, 2025",Sony Pictures Cla…,Drama
September 5,September 5,"Dec 13, 2024",Paramount Pictures,Drama
The Room Next Door,The Room Next Door,"Dec 20, 2024",Sony Pictures Cla…,Drama
L2: Empuraan,L2: Empuraan,"Mar 27, 2025",,Action
Night of the Zoopocalypse,Night of the Zoopoca,"Mar 7, 2025",Viva Pictures,Comedy
The Wedding Banquet,The Wedding Banquet,"Apr 18, 2025",Bleecker Street,Romantic Comedy
"Oh, Hi!","Oh, Hi!","Jul 25, 2025",Sony Pictures Cla…,Romantic Comedy
Game Changer,Game Changer,"Jan 10, 2025",Shloka Entertainm…,Action
Sight & Sound Presents: NOA…,Sight & Sound Presen,"Sep 18, 2025",Fathom Events,Concert/Perfor…
Better Man,Better Man,"Dec 25, 2024",Paramount Pictures,Musical
Jane Austen Wrecked My Life,Jane Austen Wrecked ,"May 23, 2025",Sony Pictures Cla…,Romantic Comedy
Splitsville,Splitsville,"Aug 22, 2025",Neon,Comedy
In the Lost Lands,In the Lost Lands,"Mar 7, 2025",Vertical Entertai…,Adventure
Riff Raff,Riff Raff,"Feb 28, 2025",Roadside Attractions,Comedy
Creation of the Gods II: De…,Creation of the Gods,"Jan 31, 2025",Well Go USA,Action
Opus,Opus,"Mar 14, 2025",A24,Thriller/Suspense
Kuberaa,Kuberaa,"Jun 20, 2025",Prathyangira Cine…,Thriller/Suspense
Green and Gold,Green and Gold,"Jan 31, 2025",Fathom Events,Drama
Mirai,Mirai,"Sep 11, 2025",Dharma Productions,Action
Dead of Winter,Dead of Winter,"Sep 26, 2025",Vertical Entertai…,Thriller/Suspense
Locked,Locked,"Mar 21, 2025",The Avenue Entert…,Horror
The Ballad of Wallis Island,The Ballad of Wallis,"Mar 28, 2025",Focus Features,Comedy
The Sound of Music,The Sound of Music,"Mar 2, 1965",20th Century Studios,Musical
The Home,The Home,"Jul 25, 2025",Roadside Attractions,Horror
Eden,Eden,"Aug 22, 2025",Vertical Entertai…,Thriller/Suspense
Withnail & I,Withnail & I,"Jun 19, 1987",Cineplex/Odeon,Comedy
Casper,Casper,"May 26, 1995",Universal,Comedy
Highest 2 Lowest,Highest 2 Lowest,"Aug 15, 2025",A24,Thriller/Suspense
Bad Shabbos,Bad Shabbos,"Nov 29, 2024",Menemsha Entertai…,Comedy
"It’s Never Over, Jeff Buckl…","It’s Never Over, Jef","Aug 8, 2025",Magnolia Pictures,Documentary
October 8,October 8,"Mar 14, 2025",Briarcliff Entert…,Documentary
Bone Lake,Bone Lake,"Oct 3, 2025",Bleecker Street,Horror
The Damned,The Damned,"Jan 3, 2025",Vertical Entertai…,Horror
The Surfer,The Surfer,"May 2, 2025",Roadside Attractions,Thriller/Suspense
Conclave,Conclave,"Oct 25, 2024",Focus Features,Thriller/Suspense
Spider-Man,Spider-Man,"May 3, 2002",Fathom Events,Adventure
Twinless,Twinless,"Sep 5, 2025",Roadside Attractions,Black Comedy
My Dead Friend Zoe,My Dead Friend Zoe,"Feb 28, 2025",Briarcliff Entert…,Black Comedy
Valiant One,Valiant One,"Jan 31, 2025",Briarcliff Entert…,Thriller/Suspense
Mobile Suit Gundam GQuuuuuu…,Mobile Suit Gundam G,"Feb 28, 2025",GKIDS,Action
Magazine Dreams,Magazine Dreams,"Mar 21, 2025",Briarcliff Entert…,Drama
Anemone,Anemone,"Oct 3, 2025",Focus Features,Drama
The Substance,The Substance,"Sep 20, 2024",MUBI,Horror
Spider-Man 2,Spider-Man 2,"Jun 30, 2004",Fathom Events,Adventure
Dogma,Dogma,"Nov 12, 1999",Iconic Releasing,Comedy
Ash,Ash,"Mar 21, 2025",RLJ Entertainment,Horror
This is Spinal Tap,This is Spinal Tap,"Mar 2, 1984",Bleecker Street,Comedy
Brokeback Mountain,Brokeback Mountain,"Dec 9, 2005",Focus Features,Drama
On Swift Horses,On Swift Horses,"Apr 25, 2025",Sony Pictures Cla…,Drama
CatVideoFest 2025,CatVideoFest 2025,"Aug 1, 2025",Oscilloscope Pict…,Documentary
In Whose Name?,In Whose Name?,"Sep 19, 2025",AMSI Entertainment,Documentary
Primitive War,Primitive War,"Aug 21, 2025",Fathom Events,Action
The Unholy Trinity,The Unholy Trinity,"Jun 13, 2025",Roadside Attractions,Western
J-hope Tour ‘Hope on the St…,J-hope Tour ‘Hope on,"May 31, 2025",Trafalgar Releasing,Concert/Perfor…
Met Opera: Le Nozze Di Figaro,Met Opera: Le Nozze ,"Apr 26, 2025",Fathom Events,Concert/Perfor…
Sneaks,Sneaks,"Apr 18, 2025",Briarcliff Entert…,Comedy
My Mother’s Wedding,My Mother’s Wedding,"Aug 8, 2025",Vertical Entertai…,Comedy
A Nice Indian Boy,A Nice Indian Boy,"Apr 4, 2025",Blue Harbor,Romantic Comedy
Kiss of the Spider Woman,Kiss of the Spider W,"Oct 10, 2025",Roadside Attractions,Musical
Harbin,Harbin,"Dec 25, 2024",Well Go USA,Action
Rosario,Rosario,"May 2, 2025",Mucho Mas Media,Horror
Apollo 13,Apollo 13,"Jun 30, 1995",Universal,Drama
Secret Mall Apartment,Secret Mall Apartmen,"Mar 21, 2025",Wheelhouse Creative,Documentary
Kantara A Legend: Chapter 1,Kantara A Legend: Ch,"Oct 2, 2025",Prathyangira Cine…,Action
In the Mood for Love,In the Mood for Love,"Feb 2, 2001",Janus Films,Drama
The History of Sound,The History of Sound,"Sep 12, 2025",MUBI,Drama
Black Swan,Black Swan,"Dec 3, 2010",IMAX Films,Thriller/Suspense
Good Bad Ugly,Good Bad Ugly,"Apr 10, 2025",Prathyangira Cine…,Action
Hard Truths,Hard Truths,"Dec 6, 2024",Bleecker Street,Drama
Cleaner,Cleaner,"Feb 21, 2025",Quiver,Thriller/Suspense
Se7en,Se7en,"Sep 15, 1995",Warner Bros.,Thriller/Suspense
Perfect Blue,Perfect Blue,"Aug 20, 1999",GKIDS,Drama
40 Acres,40 Acres,"Jul 2, 2025",Magnolia Pictures,Thriller/Suspense
Demon Slayer The Movie: Mug…,Demon Slayer The Mov,"Apr 23, 2021",FUNimation,Adventure
The Shrouds,The Shrouds,"Apr 18, 2025",Janus Films,Horror
Cheech and Chong’s Last Mov…,Cheech and Chong’s L,"Apr 25, 2025",Keep Smokin’,Documentary
The Baltimorons,The Baltimorons,"Sep 5, 2025",IFC Entertainment…,Comedy
The American Miracle: Our N…,The American Miracle,"Jun 9, 2025",Fathom Events,Educational
Good Fortune,Good Fortune,"Oct 17, 2025",Lionsgate,Comedy
The Wild Robot,The Wild Robot,"Sep 27, 2024",Universal,Adventure
Sacramento,Sacramento,"Apr 11, 2025",Vertical Entertai…,Comedy
The Threesome,The Threesome,"Sep 5, 2025",Vertical Entertai…,Romantic Comedy
Peppa Meets the Baby Cinema…,Peppa Meets the Baby,"May 30, 2025",Trafalgar Releasing,Adventure
Legends of the Condor Heroe…,Legends of the Condo,"Feb 21, 2025",Sony Pictures,Action
A Real Pain,A Real Pain,"Nov 1, 2024",Searchlight Pictures,Comedy
East of Wall,East of Wall,"Aug 15, 2025",Sony Pictures Cla…,Western
Don’t Let’s Go to the Dogs …,Don’t Let’s Go to th,"Jul 11, 2025",Sony Pictures Cla…,Drama
Lurker,Lurker,"Aug 22, 2025",MUBI,Drama
Jacob’s Ladder,Jacob’s Ladder,"Nov 2, 1990",Rialto Pictures,Thriller/Suspense
The Seed of the Sacred Fig,The Seed of the Sacr,"Nov 27, 2024",Neon,Drama
The Breakfast Club,The Breakfast Club,"Feb 15, 1985",Universal,Comedy
The Colors Within,The Colors Within,"Jan 24, 2025",GKIDS,Drama
Queen of the Ring,Queen of the Ring,"Mar 7, 2025",Sumerian,Drama
Bob Trevino Likes It,Bob Trevino Likes It,"Mar 21, 2025",Roadside Attractions,Comedy
The Ritual,The Ritual,"Jun 6, 2025",XYZ Films,Horror
Eephus,Eephus,"Mar 7, 2025",Music Box Films,Comedy
The Encampments,The Encampments,"Mar 28, 2025",Watermelon Pictures,Documentary
Kaiju No.8: Mission Recon,Kaiju No.8: Mission ,"Apr 13, 2025",Sony Pictures,Action
Parasite,Parasite,"Oct 11, 2019",Neon,Black Comedy
UFC 319: du Plessis vs. Chi…,UFC 319: du Plessis ,"Aug 16, 2025",Iconic Releasing,Concert/Perfor…
The Count of Monte Cristo,The Count of Monte C,"Dec 20, 2024",Samuel Goldwyn Films,Drama
"Raising the Bar, the Alma R…","Raising the Bar, the","Apr 25, 2025",Susan Tuckett Media,Drama
All We Imagine as Light,All We Imagine as Li,"Nov 15, 2024",Janus Films,Drama
Happy Gilmore,Happy Gilmore,"Feb 16, 1996",Universal,Comedy
Juliet & Romeo,Juliet & Romeo,"May 9, 2025",Briarcliff Entert…,Musical
House on Eden,House on Eden,"Jul 25, 2025",IFC Entertainment…,Horror
The Rule of Jenny Pen,The Rule of Jenny Pe,"Mar 7, 2025",IFC Films,Horror
The Luckiest Man in America,The Luckiest Man in ,"Apr 4, 2025",IFC Films,Drama
731,731,"Sep 19, 2025",Well Go USA,Drama
The Prosecutor,The Prosecutor,"Jan 10, 2025",Well Go USA,Action
The Lord of the Rings: The …,The Lord of the Ring,"Dec 13, 2024",Warner Bros.,Adventure
Spider-Man 3,Spider-Man 3,"May 4, 2007",Fathom Events,Adventure
One to One: John & Yoko,One to One: John & Y,"Apr 11, 2025",Magnolia Pictures,Documentary
Strange Harvest,Strange Harvest,"Aug 8, 2025",Roadside Attractions,Horror
Trust,Trust,"Aug 22, 2025",Republic Pictures,Thriller/Suspense
The Legend of Hei 2,The Legend of Hei 2,"Sep 5, 2025",GKIDS,Adventure
Cloud,Cloud,"Jul 18, 2025",Janus Films,Thriller/Suspense
Pavements,Pavements,"May 2, 2025",Utopia,Documentary
Love Me,Love Me,"Jan 31, 2025",Bleecker Street,Drama
Ran,Ran,"Dec 20, 1985",Rialto Pictures,Drama
Nothing But a Winner,Nothing But a Winner,"Jul 31, 2025",Fathom Events,Documentary
Bring Them Down,Bring Them Down,"Feb 7, 2025",MUBI,Thriller/Suspense
UFC 311: Makhachev vs. Tsar…,UFC 311: Makhachev v,"Jan 18, 2025",Iconic Releasing,Concert/Perfor…
Turnstile: Never Enough,Turnstile: Never Eno,"Jun 5, 2025",Sumerian,Documentary
From Ground Zero,From Ground Zero,"Jan 3, 2025",Watermelon Pictures,Documentary
A Sloth Story,A Sloth Story,"Feb 28, 2025",Blue Fox Entertai…,Adventure
Hell House LLC: Lineage,Hell House LLC: Line,"Aug 20, 2025",Iconic Releasing,Horror
The Ugly Stepsister,The Ugly Stepsister,"Apr 18, 2025",Shudder,Horror
Parthenope,Parthenope,"Feb 7, 2025",A24,Drama
Caught by the Tides,Caught by the Tides,"May 9, 2025",Janus Films,Drama
Yi Yi,Yi Yi,"Oct 6, 2000",Janus Films,Drama
The Assessment,The Assessment,"Mar 21, 2025",Magnolia Pictures,Thriller/Suspense
Shall We Dance?,Shall We Dance?,"Jul 11, 1997",Miramax,Romantic Comedy
UFC 316: Dvalishvili vs. O’…,UFC 316: Dvalishvili,"Jun 7, 2025",Iconic Releasing,Concert/Perfor…
I Don’t Understand You,I Don’t Understand Y,"Jun 6, 2025",Vertical Entertai…,Comedy
Wolf Children 4K,Wolf Children 4K,"May 11, 2025",GKIDS,Adventure
"Love, Brooklyn","Love, Brooklyn","Aug 29, 2025",Greenwich,Drama
Bonjour Tristesse,Bonjour Tristesse,"May 2, 2025",Greenwich,Drama
The Best Christmas Pageant …,The Best Christmas P,"Nov 8, 2024",Lionsgate,Comedy
Summer Wars,Summer Wars,"Dec 24, 2010",GKIDS,Adventure
Sing Sing,Sing Sing,"Jul 12, 2024",A24,Drama
Peter Pan’s Neverland Night…,Peter Pan’s Neverlan,"Jan 13, 2025",Iconic Releasing,Horror
A Little Prayer,A Little Prayer,"Aug 29, 2025",Music Box Films,Drama
Liza: A Truly Terrific Abso…,Liza: A Truly Terrif,"Jan 24, 2025",Kino Lorber,Documentary
Soundtrack to a Coup d’Etat,Soundtrack to a Coup,"Nov 1, 2024",Kino Lorber,Documentary
Oppenheimer,Oppenheimer,"Jul 21, 2023",Universal,Drama
Universal Language,Universal Language,"Sep 20, 2024",Oscilloscope Pict…,Drama
Tornado,Tornado,"May 30, 2025",IFC Films,Thriller/Suspense
Abraham’s Boys: A Dracula S…,Abraham’s Boys: A Dr,"Jul 11, 2025",IFC Entertainment…,Horror
Orwell: 2+2 = 5,Orwell: 2+2 = 5,"Oct 3, 2025",Neon,Documentary
Vermiglio,Vermiglio,"Dec 25, 2024",Janus Films,Drama
After the Hunt,After the Hunt,"Oct 10, 2025",Amazon MGM Studios,Thriller/Suspense
Pariah,Pariah,"Feb 19, 1999",Indican Pictures,Action
Every Little Thing,Every Little Thing,"Jan 10, 2025",Kino Lorber,Documentary
Boys Go to Jupiter,Boys Go to Jupiter,"Aug 8, 2025",Cartuna,Comedy
Witchboard,Witchboard,"Aug 15, 2025",Atlas Distribution,Horror
Red One,Red One,"Nov 15, 2024",Amazon MGM Studios,Action
Inheritance,Inheritance,"Jan 24, 2025",IFC Films,Thriller/Suspense
The Girl Who Leapt Through …,The Girl Who Leapt T,"Sep 27, 2025",GKIDS,Adventure
Ex-Husbands,Ex-Husbands,"Feb 21, 2025",Greenwich,Drama
Misericordia,Misericordia,"Mar 21, 2025",Janus Films,Drama
There’s Still Tomorrow,There’s Still Tomorr,"Feb 28, 2025",Greenwich,Comedy
Brothers After War,Brothers After War,"Feb 28, 2025",SDG Releasing,Documentary
Autumn and the Black Jaguar,Autumn and the Black,"Jan 17, 2025",Blue Fox Entertai…,Adventure
Bambi: The Reckoning,Bambi: The Reckoning,"Jul 25, 2025",Seismic Releasing,Horror
Lilly,Lilly,"May 9, 2025",Blue Harbor,Drama
Drop Dead City,Drop Dead City,"Apr 25, 2025",Fear City LLC,Documentary
Familiar Touch,Familiar Touch,"Jun 20, 2025",Music Box Films,Drama
Yadang: The Snitch,Yadang: The Snitch,"Apr 25, 2025",Well Go USA,Action
Dongji Rescue,Dongji Rescue,"Aug 22, 2025",Well Go USA,Drama
8 1/2,8 1/2,"Apr 9, 1999",Kino Lorber,Drama
Superboys of Malegaon,Superboys of Malegao,"Feb 28, 2025",Amazon MGM Studios,Comedy
When Fall is Coming,When Fall is Coming,"Apr 4, 2025",Music Box Films,Drama
Grand Theft Hamlet,Grand Theft Hamlet,"Jan 17, 2025",MUBI,Documentary
Sink Your Teeth: A Tokyo Gh…,Sink Your Teeth: A T,"Jul 18, 2025",,Action
Shoshana,Shoshana,"Jul 25, 2025",Greenwich,Thriller/Suspense
The Rocky Horror Picture Show,The Rocky Horror Pic,"Sep 26, 1975",20th Century Studios,Musical
On Becoming a Guinea Fowl,On Becoming a Guinea,"Mar 7, 2025",A24,Drama
Hundreds of Beavers,Hundreds of Beavers,"Jan 26, 2024",SRH,Comedy
Folktales,Folktales,"Jul 25, 2025",Magnolia Pictures,Documentary
Kingdom of Heaven,Kingdom of Heaven,"May 6, 2005",20th Century Studios,Action
Clemente,Clemente,"Sep 12, 2025",,Documentary
The American Southwest,The American Southwe,"Sep 5, 2025",Fin and Fur Films,Documentary
Plainclothes,Plainclothes,"Sep 19, 2025",Magnolia Pictures,Drama
Sister Midnight,Sister Midnight,"May 16, 2025",Magnet Releasing,Comedy
Riefenstahl,Riefenstahl,"Sep 5, 2025",Kino Lorber,Documentary
Hi-Five,Hi-Five,"Jun 20, 2025",Well Go USA,Action
Seven Veils,Seven Veils,"Mar 7, 2025",XYZ Films,Drama
Eli Roth Presents: Jimmy an…,Eli Roth Presents: J,"Aug 15, 2025",Iconic Releasing,Horror
Holy Cow,Holy Cow,"Mar 28, 2025",Zeitgeist,Comedy
A Woman is a Woman,A Woman is a Woman,"May 16, 2003",Rialto Pictures,Musical
Armand,Armand,"Feb 7, 2025",IFC Films,Drama
Hung Up on a Dream: The Zom…,Hung Up on a Dream: ,"May 13, 2025",Utopia,Documentary
Xeno,Xeno,"Sep 19, 2025",Blue Fox Entertai…,Thriller/Suspense
Dark Nuns,Dark Nuns,"Feb 7, 2025",Well Go USA,Horror
A Man and a Woman,A Man and a Woman,"Dec 31, 1966",Rialto Pictures,Drama
Architecton,Architecton,"Aug 1, 2025",A24,Documentary
What If...,What If...,"Aug 20, 2010",Fathom Events,Drama
Marlee Matlin: Not Alone An…,Marlee Matlin: Not A,"Jun 20, 2025",Kino Lorber,Documentary
Dogtooth,Dogtooth,"Jun 25, 2010",Kino Lorber,Drama
