Movie,trunc,Release Date,Distributor,Genre
To Die Like A Man,To Die Like A Man,"Apr 8, 2011",Strand Releasing,Musical
Building Hope,Building Hope,"Jun 3, 2011",The Nobility Project,Documentary
Ranchero,Ranchero,"Jul 15, 2011",Indican Pictures,Drama
Zenith,Zenith,"Oct 1, 2010",Cinema Purgatorio,Thriller/Suspense
The Harvest/La Cosecha,The Harvest/La Cosec,"Jul 29, 2011",Cinema Libre,Documentary
Passion Play,Passion Play,"May 6, 2011",Image Entertainment,Drama
Raymond Did It,Raymond Did It,"Feb 11, 2011",Plastic Age Produ…,Horror
Mississippi Mermaid,Mississippi Mermaid,"Jan 15, 1999",MGM,Drama
The Sons of Tenessee Williams,The Sons of Tenessee,"Oct 7, 2011",First Run Features,Documentary
Plastic Planet,Plastic Planet,"Jan 14, 2011",First Run Features,Documentary
Balls to the Wall,Balls to the Wall,"Oct 21, 2011",Midwest Movies,Comedy
The Weird World of Blowfly,The Weird World of B,"Sep 16, 2011",Variance Films,Documentary
Corman's World: Exploits of…,Corman's World: Expl,"Dec 16, 2011",Anchor Bay Entert…,Documentary
Protektor,Protektor,"Aug 5, 2011",Film Movement,Documentary
Prince of the Himalayas,Prince of the Himala,"Dec 23, 2011",Kino Lorber,Drama
Red Hill,Red Hill,"Nov 5, 2010",Sony Pictures,Thriller/Suspense
Zokkomon,Zokkomon,"Apr 22, 2011",Walt Disney,Adventure
Blood Ties,Blood Ties,"Feb 11, 2011",Afterlight Pictures,Action
Raw Faith,Raw Faith,"May 28, 2010",Alive Mind,Documentary
Restitution,Restitution,"Oct 28, 2011",Monterey Media,Thriller/Suspense
United Red Army,United Red Army,"May 27, 2011",Lorber Films,Drama
The Red Chapel,The Red Chapel,"Dec 29, 2010",Lorber Films,Documentary
Knuckle,Knuckle,"Dec 9, 2011",ARC Entertainment,Documentary
Brutal Beauty: Tales of the…,Brutal Beauty: Tales,"Jan 8, 2010",Cinema Purgatorio,Documentary
Main Street,Main Street,"Sep 9, 2011",Magnolia Pictures,Drama
Flickan som lekte med elden,Flickan som lekte me,"Dec 25, 2009",Music Box Films,Thriller/Suspense
About Fifty,About Fifty,"Nov 11, 2011",Screen Media Films,Comedy
Sidewalls,Sidewalls,"Oct 26, 2011",IFC Films,Drama
Fading of the Cries,Fading of the Cries,"Jul 8, 2011",Eammon Films,Multiple Genres
The Taqwacores,The Taqwacores,"Oct 22, 2010",Strand Releasing,Drama
Millénium - Le Film,Millénium - Le Film,"May 29, 2009",Music Box Films,Thriller/Suspense
To Die is Hard,To Die is Hard,"Dec 17, 2010",Driving With Our …,Comedy
American Grindhouse,American Grindhouse,"Jun 18, 2010",Lorber Films,Documentary
"Love, Wedding, Marriage","Love, Wedding, Marri","Jun 3, 2011",IFC Films,Comedy
Around a Small Mountain,Around a Small Mount,"Jul 9, 2010",Cinema Guild,Comedy
Now & Later,Now & Later,"Feb 18, 2011",Cinema Libre,Drama
Chalet Girl,Chalet Girl,"Oct 14, 2011",IFC Films,Romantic Comedy
They’re Out of Business,They’re Out of Busin,"Apr 11, 2011",,Comedy
Small Change,Small Change,"Nov 24, 2009",New World,Comedy
Violet Tendencies,Violet Tendencies,"Nov 5, 2010",Embrem Entertainment,Comedy
Little Girl,Little Girl,"Sep 1, 2011",First Run Features,Drama
The Tunnel,The Tunnel,"Aug 5, 2011",House Lights Media,Horror
An Invisible Sign,An Invisible Sign,"May 6, 2011",,Drama
Henri-Georges Clouzot's Inf…,Henri-Georges Clouzo,"Jul 16, 2010",,Documentary
Angels Crest,Angels Crest,"Dec 30, 2011",Magnolia Pictures,Drama
Illegal,Illegal,"Mar 25, 2011",Film Movement,Drama
Rosencrantz and Guildenstei…,Rosencrantz and Guil,"Jun 4, 2010",Indican Pictures,Comedy
Promised Lands,Promised Lands,"Dec 31, 1974",The Film Desk,
