Movie,trunc,Release Date,Distributor,Genre
The November Man,The November Man,"Aug 27, 2014",Relativity,Thriller/Suspense
The Theory of Everything,The Theory of Everyt,"Nov 7, 2014",Focus Features,Drama
Saving Mr. Banks,Saving Mr. Banks,"Dec 20, 2013",Walt Disney,Drama
Boyhood,Boyhood,"Jul 11, 2014",IFC Films,Drama
Birdman or (The Unexpected …,Birdman or (The Unex,"Oct 17, 2014",Fox Searchlight,Black Comedy
Top Five,Top Five,"Dec 12, 2014",Paramount Pictures,Comedy
Endless Love,Endless Love,"Feb 14, 2014",Universal,Drama
Pompeii,Pompeii,"Feb 21, 2014",Sony Pictures,Action
Transcendence,Transcendence,"Apr 18, 2014",Warner Bros.,Thriller/Suspense
"As Above, So Below","As Above, So Below","Aug 29, 2014",Universal,Horror
Brick Mansions,Brick Mansions,"Apr 25, 2014",Relativity,Action
Ghostbusters,Ghostbusters,"Jun 8, 1984",Sony Pictures,Comedy
Wild,Wild,"Dec 3, 2014",Fox Searchlight,Drama
"I, Frankenstein","I, Frankenstein","Jan 24, 2014",Lionsgate,Action
The Legend of Hercules,The Legend of Hercul,"Jan 10, 2014",Lionsgate,Adventure
Anchorman 2: The Legend Con…,Anchorman 2: The Leg,"Dec 18, 2013",Paramount Pictures,Comedy
Gravity,Gravity,"Oct 4, 2013",Warner Bros.,Thriller/Suspense
12 Years a Slave,12 Years a Slave,"Oct 18, 2013",Fox Searchlight,Drama
Philomena,Philomena,"Nov 22, 2013",Weinstein Co.,Drama
Bears,Bears,"Apr 18, 2014",Walt Disney,Documentary
The Hunger Games: Catching …,The Hunger Games: Ca,"Nov 22, 2013",Lionsgate,Adventure
Addicted,Addicted,"Oct 10, 2014",Lionsgate,Drama
A Haunted House 2,A Haunted House 2,"Apr 18, 2014",Open Road,Comedy
A Most Wanted Man,A Most Wanted Man,"Jul 25, 2014",Roadside Attractions,Thriller/Suspense
Begin Again,Begin Again,"Jun 27, 2014",Weinstein Co.,Drama
Tyler Perry's The Single Mo…,Tyler Perry's The Si,"Mar 14, 2014",Lionsgate,Comedy
Devil's Due,Devil's Due,"Jan 17, 2014",20th Century Fox,Horror
And So It Goes,And So It Goes,"Jul 25, 2014",Clarius Entertain…,Comedy
The Woman in Black 2: Angel…,The Woman in Black 2,,,Horror
Step Up All In,Step Up All In,"Aug 8, 2014",Lionsgate,Drama
Beyond the Lights,Beyond the Lights,"Nov 14, 2014",Relativity,Drama
America: Imagine a World Wi…,America: Imagine a W,"Jun 27, 2014",Lionsgate,Documentary
Paranormal Activity: The Ma…,Paranormal Activity:,"Jan 3, 2014",Paramount Pictures,Horror
Left Behind,Left Behind,"Oct 3, 2014",Freestyle Releasing,Thriller/Suspense
Sin City: A Dame to Kill For,Sin City: A Dame to ,"Aug 22, 2014",Weinstein Co.,Action
Labor Day,Labor Day,"Jan 31, 2014",Paramount Pictures,Drama
The Secret Life of Walter M…,The Secret Life of W,"Dec 25, 2013",20th Century Fox,Adventure
Winter’s Tale,Winter’s Tale,"Feb 14, 2014",Warner Bros.,Drama
Dallas Buyers Club,Dallas Buyers Club,"Nov 1, 2013",Focus Features,Drama
Belle,Belle,"May 2, 2014",Fox Searchlight,Drama
The Drop,The Drop,"Sep 12, 2014",Fox Searchlight,Drama
Nebraska,Nebraska,"Nov 15, 2013",Paramount Pictures,Drama
Magic in the Moonlight,Magic in the Moonlig,"Jul 25, 2014",Sony Pictures Cla…,Romantic Comedy
Sabotage,Sabotage,"Mar 28, 2014",Open Road,Action
Moms’ Night Out,Moms’ Night Out,"May 9, 2014",Sony Pictures,Comedy
Big Eyes,Big Eyes,"Dec 25, 2014",Weinstein Co.,Drama
P.K.,P.K.,"Dec 19, 2014",UTV Communications,Comedy
Island of Lemurs: Madagascar,Island of Lemurs: Ma,"Apr 4, 2014",Warner Bros.,Documentary
The Quiet Ones,The Quiet Ones,"Apr 25, 2014",Lionsgate,Horror
Legends of Oz: Dorothy’s Re…,Legends of Oz: Dorot,"May 9, 2014",Clarius Entertain…,Adventure
Foxcatcher,Foxcatcher,"Nov 14, 2014",Sony Pictures Cla…,Drama
Vampire Academy,Vampire Academy,"Feb 7, 2014",Weinstein Co.,Comedy
Bad Words,Bad Words,"Mar 14, 2014",Focus Features,Black Comedy
Cantinflas,Cantinflas,"Aug 29, 2014",Lionsgate,Drama
Jerusalem,Jerusalem,"Sep 13, 2013",National Geograph…,Documentary
Meet the Mormons,Meet the Mormons,"Oct 10, 2014",Purdie Distribution,Documentary
Whiplash,Whiplash,"Oct 10, 2014",Sony Pictures Cla…,Drama
Hubble 3D,Hubble 3D,"Mar 19, 2010",Warner Bros.,Documentary
47 Ronin,47 Ronin,"Dec 25, 2013",Universal,Action
Cesar Chavez,Cesar Chavez,"Mar 28, 2014",Lionsgate,Drama
Inside Llewyn Davis,Inside Llewyn Davis,"Dec 6, 2013",CBS Films,Drama
The Skeleton Twins,The Skeleton Twins,"Sep 12, 2014",Lionsgate/Roadsid…,Drama
Journey to the South Pacific,Journey to the South,"Nov 27, 2013",MacGillivray Free…,Documentary
The Wind Rises,The Wind Rises,"Nov 8, 2013",Walt Disney,Drama
Grudge Match,Grudge Match,"Dec 25, 2013",Warner Bros.,Comedy
Walking with Dinosaurs,Walking with Dinosau,"Dec 20, 2013",20th Century Fox,Adventure
Snowpiercer,Snowpiercer,"Jun 27, 2014",RADiUS-TWC,Thriller/Suspense
The Railway Man,The Railway Man,"Apr 11, 2014",Weinstein Co.,Drama
Dear White People,Dear White People,"Oct 17, 2014",Lionsgate/Roadsid…,Comedy
The Lunchbox,The Lunchbox,"Feb 28, 2014",Sony Pictures Cla…,Drama
My Old Lady,My Old Lady,"Sep 10, 2014",Cohen Media Group,Comedy
Fading Gigolo,Fading Gigolo,"Apr 18, 2014",Alchemy,Comedy
Ida,Ida,"May 2, 2014",Music Box Films,Drama
Calvary,Calvary,"Aug 1, 2014",Fox Searchlight,Black Comedy
Wish I Was Here,Wish I Was Here,"Jul 18, 2014",Focus Features,Comedy
The Interview,The Interview,"Dec 25, 2014",Sony Pictures,Comedy
What If,What If,"Aug 8, 2014",CBS Films,Romantic Comedy
The Grand Seduction,The Grand Seduction,"May 30, 2014",Entertainment One,Comedy
Veronica Mars,Veronica Mars,"Mar 14, 2014",Warner Bros.,Drama
Before I Go to Sleep,Before I Go to Sleep,"Oct 31, 2014",Clarius Entertain…,Thriller/Suspense
Rosewater,Rosewater,"Nov 14, 2014",Open Road,Drama
Obvious Child,Obvious Child,"Jun 6, 2014",A24,Romantic Comedy
Thor: The Dark World,Thor: The Dark World,"Nov 8, 2013",Walt Disney,Action
The Trip to Italy,The Trip to Italy,"Aug 15, 2014",IFC Films,Comedy
The Admiral: Roaring Currents,The Admiral: Roaring,"Aug 8, 2014",CJ Entertainment,Drama
The Identical,The Identical,"Sep 5, 2014",Freestyle Releasing,Drama
The Fluffy Movie,The Fluffy Movie,"Jul 25, 2014",Open Road,Concert/Perfor…
Kirk Cameron's Saving Chris…,Kirk Cameron's Savin,"Nov 14, 2014",Samuel Goldwyn Films,Multiple Genres
The Good Lie,The Good Lie,"Oct 3, 2014",Warner Bros.,Drama
The Pyramid,The Pyramid,"Dec 5, 2014",20th Century Fox,Horror
The Raid 2,The Raid 2,"Mar 28, 2014",Sony Pictures Cla…,Action
Under the Skin,Under the Skin,"Apr 4, 2014",A24,Thriller/Suspense
Bang Bang,Bang Bang,"Oct 2, 2014",FIP,Action
Kick,Kick,"Jul 25, 2014",UTV Communications,Action
Kill the Messenger,Kill the Messenger,"Oct 10, 2014",Focus Features,Thriller/Suspense
The Book Thief,The Book Thief,"Nov 8, 2013",20th Century Fox,Drama
2014 Oscar Shorts,2014 Oscar Shorts,"Jan 31, 2014",ShortsHD,Multiple Genres
Tyler Perry’s A Madea Chris…,Tyler Perry’s A Made,"Dec 13, 2013",Lionsgate,Comedy
Captain Phillips,Captain Phillips,"Oct 11, 2013",Sony Pictures,Drama
The Homesman,The Homesman,"Nov 14, 2014",Roadside Attractions,Western
CitizenFour,CitizenFour,"Oct 24, 2014",RADiUS-TWC,Documentary
Love is Strange,Love is Strange,"Aug 22, 2014",Sony Pictures Cla…,Drama
2 States,2 States,"Apr 18, 2014",UTV Communications,Drama
American Sniper,American Sniper,"Dec 25, 2014",Warner Bros.,Drama
Le Week-End,Le Week-End,"Mar 14, 2014",Music Box Films,Drama
Cloudy with a Chance of Mea…,Cloudy with a Chance,"Sep 27, 2013",Sony Pictures,Adventure
Words and Pictures,Words and Pictures,"May 23, 2014",Roadside Attractions,Romantic Comedy
Gloria,Gloria,"Jan 24, 2014",Roadside Attractions,Drama
Trailer Park Boys 3: Don’t …,Trailer Park Boys 3:,"Apr 18, 2014",Screen Media Films,Comedy
The Immigrant,The Immigrant,"May 16, 2014",RADiUS-TWC,Drama
Dr. Cabbie,Dr. Cabbie,"Nov 26, 2014",Eros Entertainment,Comedy
The Great Beauty,The Great Beauty,"Nov 15, 2013",Janus Films,Drama
Only Lovers Left Alive,Only Lovers Left Ali,"Apr 11, 2014",Sony Pictures Cla…,Drama
Tusk,Tusk,"Sep 19, 2014",A24,Horror
Tim's Vermeer,Tim's Vermeer,"Jan 31, 2014",Sony Pictures Cla…,Documentary
Persecuted,Persecuted,"Jul 18, 2014","One Media, LLC",Drama
Fed Up,Fed Up,"May 9, 2014",RADiUS-TWC,Documentary
Finding Vivian Maier,Finding Vivian Maier,"Mar 28, 2014",IFC Films,Documentary
The Tale of the Princess Ka…,The Tale of the Prin,"Oct 17, 2014",GKIDS,Drama
Inherent Vice,Inherent Vice,"Dec 12, 2014",Warner Bros.,Comedy
Pride,Pride,"Sep 26, 2014",CBS Films,Drama
Locke,Locke,"Apr 25, 2014",A24,Thriller/Suspense
Gimme Shelter,Gimme Shelter,"Jan 24, 2014",Roadside Attractions,Drama
Mandela: Long Walk to Freedom,Mandela: Long Walk t,"Nov 29, 2013",Weinstein Co.,Drama
Singham Returns,Singham Returns,"Aug 15, 2014",Eros Entertainment,Action
Repentance,Repentance,"Feb 28, 2014",Codeblack Enterta…,Thriller/Suspense
Jai Ho,Jai Ho,"Jan 24, 2014",Eros Entertainment,Action
The Past,The Past,"Dec 20, 2013",Sony Pictures Cla…,Drama
The Remaining,The Remaining,"Sep 5, 2014",Sony Pictures,Horror
Force Majeure,Force Majeure,"Oct 24, 2014",Magnolia Pictures,Drama
Hector and the Search for H…,Hector and the Searc,"Sep 19, 2014",Relativity,Romantic Comedy
The Invisible Woman,The Invisible Woman,"Dec 25, 2013",Sony Pictures Cla…,Drama
The Rover,The Rover,"Jun 13, 2014",A24,Drama
50 to 1,50 to 1,"Mar 21, 2014",Ten Furlongs,Drama
Khoobsurat,Khoobsurat,"Sep 19, 2014",UTV Communications,Romantic Comedy
Haider,Haider,"Oct 2, 2014",UTV Communications,Drama
Third Person,Third Person,"Jun 20, 2014",Sony Pictures Cla…,Drama
Stalingrad,Stalingrad,"Feb 28, 2014",Sony Pictures Cla…,Drama
Enemy,Enemy,"Mar 14, 2014",A24,Thriller/Suspense
The Song,The Song,"Sep 26, 2014",Samuel Goldwyn Films,Drama
Awake: The Life of Yogananda,Awake: The Life of Y,"Oct 10, 2014",Counterpoint Film…,Documentary
Mr. Turner,Mr. Turner,"Dec 19, 2014",Sony Pictures Cla…,Drama
Más negro que la noche,Más negro que la noc,"Sep 26, 2014",Lionsgate,Thriller/Suspense
Particle Fever,Particle Fever,"Mar 5, 2014",Abramorama Films,Documentary
Free Birds,Free Birds,"Nov 1, 2013",Relativity,Adventure
Atlas Shrugged: Who Is John…,Atlas Shrugged: Who ,"Sep 12, 2014",Atlas Distribution,Drama
Born to be Wild 3D,Born to be Wild 3D,"Apr 8, 2011",Warner Bros.,Documentary
Saw,Saw,"Oct 29, 2004",Lionsgate,Horror
Life Itself,Life Itself,"Jul 4, 2014",Magnolia Pictures,Documentary
Last Vegas,Last Vegas,"Nov 1, 2013",CBS Films,Comedy
Alone Yet Not Alone,Alone Yet Not Alone,"Jun 13, 2014",Hammond Entertain…,Drama
Delivery Man,Delivery Man,"Nov 22, 2013",Walt Disney,Comedy
Nymphomaniac: Volume I,Nymphomaniac: Volume,"Mar 21, 2014",Magnolia Pictures,Drama
Breakup Buddies,Breakup Buddies,"Oct 3, 2014",China Lion Film D…,Comedy
Palo Alto,Palo Alto,"May 9, 2014",TriBeca Films,Drama
Under the Sea 3D,Under the Sea 3D,"Feb 13, 2009",Warner Bros.,Documentary
The Babadook,The Babadook,"Nov 28, 2014",IFC Midnight,Horror
Space Station,Space Station,"Apr 19, 2002",IMAX Films,Documentary
Land Ho!,Land Ho!,"Jul 11, 2014",Sony Pictures Cla…,Comedy
Yves Saint Laurent,Yves Saint Laurent,"Jun 25, 2014",Weinstein Co.,Drama
Holiday,Holiday,"Jun 6, 2014",Reliance Entertai…,Thriller/Suspense
Frankie and Alice,Frankie and Alice,"Dec 10, 2010",CODEBLACK Films/L…,Drama
"Men, Women and Children","Men, Women and Child","Oct 1, 2014",Paramount Pictures,Comedy
To the Arctic 3D,To the Arctic 3D,"Apr 20, 2012",Warner Bros.,Documentary
Blue Jasmine,Blue Jasmine,"Jul 26, 2013",Sony Pictures Cla…,Comedy
Jodorowsky's Dune,Jodorowsky's Dune,"Mar 21, 2014",Sony Pictures Cla…,Documentary
Frank,Frank,"Aug 15, 2014",Magnolia Pictures,Comedy
Finding Fanny,Finding Fanny,"Sep 12, 2014",FIP,Romantic Comedy
Walking the Camino: Six Way…,Walking the Camino: ,"Sep 6, 2013",Future Educationa…,Documentary
The Signal,The Signal,"Jun 13, 2014",Focus Features,Thriller/Suspense
The Disappearance of Eleano…,The Disappearance of,"Sep 12, 2014",,Drama
Kochadaiiyaan,Kochadaiiyaan,"Apr 11, 2014",Eros Entertainment,Action
Omar,Omar,"Feb 21, 2014",Adopt Films,Thriller/Suspense
The Saratov Approach,The Saratov Approach,"Oct 9, 2013",Purdie Distribution,Thriller/Suspense
Back in Time,Back in Time,"Dec 12, 2014",China Lion Film D…,Drama
23 Blast,23 Blast,"Oct 24, 2014",Abramorama Films,Drama
Forrest Gump,Forrest Gump,"Jul 6, 1994",Paramount Pictures,Drama
Highway,Highway,"Feb 21, 2014",UTV Communications,Drama
Dom Hemingway,Dom Hemingway,"Apr 2, 2014",Fox Searchlight,Comedy
Les vacances du petit Nicolas,Les vacances du peti,"Jul 11, 2014",Mongrel Media,Comedy
The One I Love,The One I Love,"Aug 22, 2014",RADiUS-TWC,Romantic Comedy
On Any Sunday: The Next Cha…,On Any Sunday: The N,"Nov 7, 2014",Hannover House,Documentary
Tracks,Tracks,"Sep 19, 2014",Weinstein Co.,Drama
The Two Faces of January,The Two Faces of Jan,"Sep 26, 2014",Magnolia Pictures,Thriller/Suspense
A Hard Day's Night,A Hard Day's Night,"Aug 11, 1964",Janus Films,Comedy
The Captive,The Captive,"Dec 12, 2014",A24,Thriller/Suspense
In Secret,In Secret,"Feb 21, 2014",Roadside Attractions,Thriller/Suspense
Laggies,Laggies,"Oct 24, 2014",A24,Romantic Comedy
Last Days in Vietnam,Last Days in Vietnam,"Sep 5, 2014",American Experien…,Documentary
La petite reine,La petite reine,"Jun 13, 2014",Entertainment One,Drama
Beijing Love Story,Beijing Love Story,"Feb 14, 2014",China Lion Film D…,Drama
Cold in July,Cold in July,"May 23, 2014",IFC Films,Thriller/Suspense
But Always,But Always,"Sep 5, 2014",China Lion Film D…,Drama
The German Doctor,The German Doctor,"Apr 25, 2014",Samuel Goldwyn Films,Drama
Ek Villain,Ek Villain,"Jun 27, 2014",Eros Entertainment,Action
The Face of Love,The Face of Love,"Mar 7, 2014",IFC Films,Drama
Humpty Sharma Ki Dulhania,Humpty Sharma Ki Dul,"Jul 11, 2014",Reliance Big Pict…,Drama
Jackass Presents: Bad Grandpa,Jackass Presents: Ba,"Oct 25, 2013",Paramount Pictures,Comedy
Joe,Joe,"Apr 11, 2014",Roadside Attractions,Drama
Women Who Flirt,Women Who Flirt,"Nov 26, 2014",China Lion Film D…,Romantic Comedy
The Guest,The Guest,"Sep 17, 2014",Picturehouse,Thriller/Suspense
When Comedy Went to School,When Comedy Went to ,"Aug 2, 2013",International Fil…,Documentary
Glen Campbell: I'll Be Me,Glen Campbell: I'll ,"Oct 24, 2014",Area 23a,Documentary
Le Chef,Le Chef,"Jun 20, 2014",Cohen Media Group,Comedy
Venus in Fur,Venus in Fur,"Jun 20, 2014",IFC Films,Drama
Jimi: All is By My Side,Jimi: All is By My S,"Sep 26, 2014",XLrator Media,Drama
Lee Daniels' The Butler,Lee Daniels' The But,"Aug 16, 2013",Weinstein Co.,Drama
Hasee Toh Phasee,Hasee Toh Phasee,"Feb 7, 2014",Reliance Entertai…,Romantic Comedy
Chinese Puzzle,Chinese Puzzle,"May 16, 2014",Cohen Media Group,Romantic Comedy
I Origins,I Origins,"Jul 18, 2014",Fox Searchlight,Drama
"Like Father, Like Son","Like Father, Like So","Jan 17, 2014",IFC Films,Drama
Elaine Stritch: Shoot Me,Elaine Stritch: Shoo,"Feb 21, 2014",IFC Films,Documentary
Nymphomaniac: Volume II,Nymphomaniac: Volume,"Apr 4, 2014",Magnolia Pictures,Drama
Stranger by the Lake,Stranger by the Lake,"Jan 24, 2014",Strand Releasing,Drama
Björk: Biophilia Live,Björk: Biophilia Liv,"Sep 26, 2014",Cinema Purgatorio,Concert/Perfor…
The Hornet’s Nest,The Hornet’s Nest,"May 9, 2014",Freestyle Releasing,Documentary
A Five Star Life,A Five Star Life,"Jul 18, 2014",Music Box Films,Drama
Mood Indigo,Mood Indigo,"Jul 18, 2014",Drafthouse Films,Drama
Happy Ending,Happy Ending,"Nov 21, 2014",Eros Entertainment,Romantic Comedy
The Dance of Reality,The Dance of Reality,"May 23, 2014",ABCKO Films,Drama
Innocence,Innocence,"Sep 5, 2014",JSC Entertainment,Action
A Most Violent Year,A Most Violent Year,"Dec 31, 2014",A24,Drama
"20,000 Days on Earth","20,000 Days on Earth","Sep 17, 2014",Drafthouse Films,Documentary
The Unknown Known,The Unknown Known,"Apr 2, 2014",RADiUS-TWC,Documentary
Main Tera Hero,Main Tera Hero,"Apr 4, 2014",Eros Entertainment,Comedy
Night Moves,Night Moves,"May 30, 2014",Cinedigm,Thriller/Suspense
Kill Your Darlings,Kill Your Darlings,"Oct 18, 2013",Sony Pictures Cla…,Drama
Life of Crime,Life of Crime,"Aug 29, 2014",Lionsgate/Roadsid…,Comedy
Punjab 1984,Punjab 1984,"Jun 27, 2014",White Hill Produc…,Drama
Blue Ruin,Blue Ruin,"Apr 25, 2014",RADiUS-TWC,Thriller/Suspense
The Green Prince,The Green Prince,"Sep 12, 2014",Music Box Films,Documentary
The Blue Room,The Blue Room,"Oct 3, 2014",IFC Films,Thriller/Suspense
The Zero Theorem,The Zero Theorem,"Sep 19, 2014",Amplify,Drama
Alive Inside,Alive Inside,"Jul 18, 2014",Bond/360,Documentary
Entertainment,Entertainment,"Aug 8, 2014",B4U Movies,Comedy
Elle s'en va,Elle s'en va,"Nov 22, 2013",Cohen Media Group,Drama
The Galapagos Affair: Satan…,The Galapagos Affair,"Apr 4, 2014",Zeitgeist,Documentary
A Matter of Faith,A Matter of Faith,"Oct 17, 2014",Five & Two Pictures,Drama
Deep Sea 3-D,Deep Sea 3-D,"Mar 3, 2006",Warner Bros.,Documentary
Justin Bieber’s Believe,Justin Bieber’s Beli,"Dec 25, 2013",Open Road,Documentary
Love on the Cloud,Love on the Cloud,"Dec 24, 2014",China Lion Film D…,Romantic Comedy
The 100-Year-Old Man Who Cl…,The 100-Year-Old Man,"Oct 3, 2014",,Comedy
Art and Craft,Art and Craft,"Sep 19, 2014",Oscilloscope Pict…,Documentary
Antarctica: A Year on Ice,Antarctica: A Year o,"Nov 28, 2014",Music Box Films,Documentary
