Movie,trunc,Release Date,Distributor,Genre
Break the Silence The Movie,Break the Silence Th,"Sep 24, 2020",Trafalgar Releasing,Documentary
Elf,Elf,"Nov 7, 2003",New Line,Comedy
All My Life,All My Life,"Dec 4, 2020",Universal,Drama
The Song of Names,The Song of Names,"Dec 25, 2019",Sony Pictures Cla…,Drama
Toy Story,Toy Story,"Nov 22, 1995",Walt Disney,Adventure
Met Opera: Wozzeck,Met Opera: Wozzeck,"Jan 11, 2020",Fathom Events,Concert/Perfor…
Cut Throat City,Cut Throat City,"Jul 31, 2020",Well Go USA,Drama
Sarileru Neekevvaru,Sarileru Neekevvaru,"Jan 10, 2020",Great India Films,Action
Vanguard,Vanguard,"Nov 20, 2020",Gravitas Ventures,Action
Pinocchio,Pinocchio,"Dec 25, 2020",Roadside Attractions,Adventure
Color Out of Space,Color Out of Space,"Jan 24, 2020",RLJ Entertainment,Horror
Shortcut,Shortcut,"Sep 25, 2020",Gravitas Ventures,Horror
Possessor,Possessor,"Oct 2, 2020",Neon,Thriller/Suspense
Coco,Coco,"Nov 22, 2017",Walt Disney,Musical
"Monsters, Inc.","Monsters, Inc.","Nov 2, 2001",Walt Disney,Adventure
Baaghi 3,Baaghi 3,"Mar 6, 2020",FIP,Action
The Santa Clause,The Santa Clause,"Nov 11, 1994",Walt Disney,Adventure
The Last Vermeer,The Last Vermeer,"Nov 20, 2020",Sony Pictures Cla…,Drama
The Addams Family,The Addams Family,"Oct 11, 2019",United Artists,Adventure
The Last Shift,The Last Shift,"Sep 25, 2020",Sony Pictures,Comedy
Synchronic,Synchronic,"Oct 23, 2020",Well Go USA,Thriller/Suspense
Maleficent: Mistress of Evil,Maleficent: Mistress,"Oct 18, 2019",Walt Disney,Adventure
Chhapaak,Chhapaak,"Jan 10, 2020",FIP,Drama
Pain & Glory,Pain & Glory,"Oct 4, 2019",Sony Pictures Cla…,Drama
Panga,Panga,"Jan 24, 2020",FIP,Drama
Black Christmas,Black Christmas,"Dec 13, 2019",Universal,Horror
Guardians of the Galaxy,Guardians of the Gal,"Aug 1, 2014",Walt Disney,Action
Alone,Alone,"Sep 18, 2020",Magnolia Pictures,Thriller/Suspense
Followed,Followed,"Jun 19, 2020",Global View Enter…,Horror
The Polar Express,The Polar Express,"Nov 10, 2004",,Adventure
Harriet,Harriet,"Nov 1, 2019",Focus Features,Drama
Kajillionaire,Kajillionaire,"Sep 25, 2020",Focus Features,Drama
The Call,The Call,"Oct 2, 2020",Atlas Distribution,Horror
The Big Ugly,The Big Ugly,"Jul 24, 2020",Vertical Entertai…,Action
Dark Waters,Dark Waters,"Nov 22, 2019",Focus Features,Drama
The Forgotten Carols,The Forgotten Carols,"Nov 20, 2020",Purdie Distribution,Musical
Spell,Spell,"Oct 30, 2020",Paramount Pictures,Horror
Ava,Ava,"Sep 25, 2020",Vertical Entertai…,Action
CatVideoFest,CatVideoFest,"Feb 21, 2020",Oscilloscope Pict…,Documentary
A Hidden Life,A Hidden Life,"Dec 13, 2019",Fox Searchlight,Drama
Once Were Brothers: Robbie …,Once Were Brothers: ,"Feb 21, 2020",Magnolia Pictures,Documentary
Seberg,Seberg,"Dec 13, 2019",Amazon Studios,Thriller/Suspense
Infamous,Infamous,"Jun 12, 2020",Vertical Entertai…,Action
Tulsa,Tulsa,"Aug 21, 2020",Self Distributed,Drama
Buddy Games,Buddy Games,"Nov 20, 2020",Paramount Pictures,Comedy
Yellow Rose,Yellow Rose,"Oct 8, 2020",Sony Pictures,Drama
The Kid Detective,The Kid Detective,"Oct 16, 2020",Sony Pictures,Black Comedy
Greed,Greed,"Feb 28, 2020",Sony Pictures Cla…,Comedy
Thank You For Everything,Thank You For Everyt,"Dec 25, 2019",Entertainment One,Comedy
Ride Your Wave,Ride Your Wave,"Feb 19, 2020",GKIDS,Comedy
Les Misérables,Les Misérables,"Jan 10, 2020",Amazon Studios,Drama
Ordinary Love,Ordinary Love,"Feb 14, 2020",Bleecker Street,Drama
How the Grinch Stole Christmas,How the Grinch Stole,"Nov 17, 2000",Universal,Adventure
Save Yourselves!,Save Yourselves!,"Oct 2, 2020",Bleecker Street,Comedy
The Informer,The Informer,"Nov 6, 2020",Aviron Pictures,Thriller/Suspense
Midway,Midway,"Nov 8, 2019",Lionsgate,Action
The Traitor,The Traitor,"Jan 31, 2020",Sony Pictures Cla…,Drama
Judy,Judy,"Sep 27, 2019",Roadside Attractions,Drama
Clemency,Clemency,"Dec 27, 2019",Neon,Drama
Created Equal: Clarence Tho…,Created Equal: Clare,"Jan 31, 2020",Manifold Productions,Documentary
Missão: Vingança,Missão: Vingança,"Nov 13, 2020",Saban Films,Black Comedy
21 Bridges,21 Bridges,"Nov 22, 2019",STX Entertainment,Thriller/Suspense
Halloween,Halloween,"Oct 17, 1978",Compass Internati…,Horror
"Mafia, Inc.","Mafia, Inc.","Feb 14, 2020",Films Seville,Drama
Tokyo Godfathers,Tokyo Godfathers,"Jan 16, 2004",Fathom Events,Adventure
The Climb,The Climb,"Nov 13, 2020",Sony Pictures Cla…,Drama
The Secrets We Keep,The Secrets We Keep,"Sep 16, 2020",Bleecker Street,Thriller/Suspense
Frozen,Frozen,"Nov 27, 2013",Walt Disney,Musical
Legend of Deification,Legend of Deificatio,"Oct 1, 2020",Well Go USA,Adventure
Dr. Seuss’ The Grinch,Dr. Seuss’ The Grinc,"Nov 9, 2018",Universal,Adventure
Wild Mountain Thyme,Wild Mountain Thyme,"Dec 11, 2020",Bleecker Street,Drama
Beanpole,Beanpole,"Jan 29, 2020",Kino Lorber,Drama
The Doors: Break on Thru — …,The Doors: Break on ,"Feb 12, 2020",Trafalgar Releasing,Documentary
The Outpost,The Outpost,"Jul 3, 2020",,Action
The Wolf of Snow Hollow,The Wolf of Snow Hol,"Oct 9, 2020",Orion Classics,Horror
Come Away,Come Away,"Nov 13, 2020",Relativity,Drama
63 Up,63 Up,"Nov 27, 2019",BritBox,Documentary
The Good Liar,The Good Liar,"Nov 15, 2019",Warner Bros.,Thriller/Suspense
And Then We Danced,And Then We Danced,"Feb 7, 2020",Music Box Films,Drama
No Escape,No Escape,"Sep 18, 2020",Vertical Entertai…,Horror
Extra Ordinary,Extra Ordinary,"Mar 6, 2020",Cranked Up Films,Horror
Cunningham,Cunningham,"Dec 13, 2019",Magnolia Pictures,Documentary
Ammonite,Ammonite,"Nov 13, 2020",Neon,Drama
A Call to Spy,A Call to Spy,"Oct 2, 2020",IFC Films,Drama
The Dark and The Wicked,The Dark and The Wic,"Nov 6, 2020",RLJ Entertainment,Horror
The Burnt Orange Heresy,The Burnt Orange Her,"Mar 6, 2020",Sony Pictures Cla…,Thriller/Suspense
Always & Forever,Always & Forever,"Nov 20, 2020",RLJ Entertainment,Thriller/Suspense
Wendy,Wendy,"Feb 28, 2020",Searchlight Pictures,Drama
Incitement,Incitement,"Jan 31, 2020",Greenwich,Thriller/Suspense
Archive,Archive,"Jul 10, 2020",Vertical Entertai…,
Burden,Burden,"Feb 28, 2020",101 Studios,Drama
Lupin III: The First,Lupin III: The First,"Oct 18, 2020",GKIDS,Adventure
The Nest,The Nest,"Sep 18, 2020",IFC Films,Drama
Beneath Us,Beneath Us,"Mar 6, 2020",NME,Horror
Ashfall,Ashfall,"Dec 20, 2019",CJ Entertainment,Action
The Times of Bill Cunningham,The Times of Bill Cu,"Feb 14, 2020",Greenwich,Documentary
Fantastic Fungi,Fantastic Fungi,"Sep 20, 2019",Area 23a,Documentary
Alita: Battle Angel,Alita: Battle Angel,"Feb 14, 2019",20th Century Studios,Action
Saint Frances,Saint Frances,"Feb 28, 2020",Oscilloscope Pict…,Multiple Genres
Corpus Christi,Corpus Christi,"Feb 14, 2020",Film Movement,Drama
The Man Standing Next,The Man Standing Nex,"Jan 24, 2020",Capelight Pictures,Thriller/Suspense
Murder in the Woods,Murder in the Woods,"Aug 14, 2020",Rezinate Entertai…,Horror
The Muppet Christmas Carol,The Muppet Christmas,"Dec 11, 1992",Walt Disney,Comedy
Hope Gap,Hope Gap,"Mar 6, 2020",Roadside Attractions,Drama
Honeyland,Honeyland,"Jul 26, 2019",Neon,Documentary
Citizen K,Citizen K,"Nov 22, 2019",Greenwich,Documentary
Archenemy,Archenemy,"Dec 11, 2020",RLJ Entertainment,Action
Made in Italy,Made in Italy,"Aug 7, 2020",IFC Films,Drama
First Cow,First Cow,"Mar 6, 2020",A24,Drama
The Silencing,The Silencing,"Aug 14, 2020",Saban Films,Thriller/Suspense
The Woman Who Loves Giraffes,The Woman Who Loves ,"Oct 4, 2019",Zeitgeist,Documentary
Come to Daddy,Come to Daddy,"Feb 7, 2020",Saban Films,Black Comedy
Tesla,Tesla,"Aug 21, 2020",IFC Films,Drama
Invisible Life,Invisible Life,"Dec 20, 2019",Amazon Studios,Drama
Zombieland: Double Tap,Zombieland: Double T,"Oct 18, 2019",Sony Pictures,Comedy
First Lady,First Lady,"Feb 14, 2020",ArtAffects,Romantic Comedy
On the Basis of Sex,On the Basis of Sex,"Dec 25, 2018",Focus Features,Drama
StarDog and TurboCat,StarDog and TurboCat,"Jun 19, 2020",Viva Pictures,Adventure
Percy,Percy,"Oct 9, 2020",,Drama
Alien,Alien,"May 25, 1979",20th Century Fox,Horror
Pray: The Story of Patrick …,Pray: The Story of P,"Oct 9, 2020",ArtAffects,Documentary
How to Build a Girl,How to Build a Girl,"May 8, 2020",IFC Films,Comedy
Come and See,Come and See,"Feb 2, 2001",Self Distributed,Drama
We Summon the Darkness,We Summon the Darkne,"May 22, 2020",Saban Films,Horror
My Brothers’ Crossing,My Brothers’ Crossin,"Sep 3, 2020",Atlas Distribution,Drama
Summerland,Summerland,"Jul 31, 2020",IFC Films,Drama
Bacurau,Bacurau,"Mar 6, 2020",Kino Lorber,Action
The Godfather: Part III,The Godfather: Part ,"Dec 25, 1990",,Drama
The Lighthouse,The Lighthouse,"Oct 18, 2019",A24,Horror
The Dissident,The Dissident,"Dec 25, 2020",Briarcliff Entert…,Documentary
The Whistlers,The Whistlers,"Feb 28, 2020",Magnolia Pictures,Comedy
A Simple Wedding,A Simple Wedding,"Feb 14, 2020",Blue Fox Entertai…,Romantic Comedy
Varda by Agnes,Varda by Agnes,"Nov 22, 2019",Janus Films,Documentary
No Safe Spaces,No Safe Spaces,"Dec 6, 2019",Atlas Distribution,Documentary
Miss Fisher & The Crypt Of …,Miss Fisher & The Cr,"Mar 13, 2020",Acorn TV,Adventure
Henchmen,Henchmen,"Oct 2, 2020",Entertainment One,Adventure
The Way I See it,The Way I See it,"Sep 18, 2020",Focus Features,Documentary
VHYes,VHYes,"Jan 12, 2020",Oscilloscope Pict…,Comedy
Enter the Fat Dragon,Enter the Fat Dragon,"Feb 14, 2020",Well Go USA,Action
Play the Flute,Play the Flute,"Jan 28, 2019",Five & Two Pictures,Drama
Playing with Fire,Playing with Fire,"Nov 8, 2019",Paramount Pictures,Comedy
Shadow in the Cloud,Shadow in the Cloud,,,Action
Doctor Sleep,Doctor Sleep,"Nov 8, 2019",Warner Bros.,Horror
Three Christs,Three Christs,"Jan 10, 2020",IFC Films,Drama
Other Music,Other Music,"Apr 17, 2020",Oscilloscope Pict…,Documentary
Solo Brathuke So Better,Solo Brathuke So Bet,"Dec 25, 2020",Zee Studios,Drama
Juvenile Delinquents,Juvenile Delinquents,"Aug 7, 2020",Atlas Distribution,Drama
Best of CatVideoFest,Best of CatVideoFest,"Apr 3, 2020",Oscilloscope Pict…,Documentary
RBG,RBG,"May 4, 2018",Magnolia Pictures,Documentary
True History Of The Kelly Gang,True History Of The ,"Apr 24, 2020",IFC Films,Drama
Swallow,Swallow,"Mar 6, 2020",IFC Films,Thriller/Suspense
Waves,Waves,"Nov 15, 2019",A24,Drama
Honey Boy,Honey Boy,"Nov 8, 2019",Amazon Studios,Drama
Embattled,Embattled,"Nov 20, 2020",IFC Films,Drama
Nick Mason’s Saucerful of S…,Nick Mason’s Saucerf,"Mar 10, 2020",Trafalgar Releasing,Concert/Perfor…
Max Winslow and the House o…,Max Winslow and the ,"May 29, 2020",3DLive,Thriller/Suspense
After Parkland,After Parkland,"Feb 12, 2020",Kino Lorber,Documentary
Rent-A-Pal,Rent-A-Pal,"Sep 11, 2020",IFC Midnight,Horror
Olympic Dreams,Olympic Dreams,"Feb 14, 2020",IFC Films,Romantic Comedy
Tread,Tread,"Feb 21, 2020",Gravitas Ventures,Documentary
Buffaloed,Buffaloed,"Feb 14, 2020",Magnolia Pictures,Comedy
The White Sheik,The White Sheik,"Apr 25, 1956",Janus Films,Comedy
Spree,Spree,"Aug 14, 2020",RLJ Entertainment,Black Comedy
Sorry We Missed You,Sorry We Missed You,"Mar 6, 2020",Zeitgeist,Drama
Cane River,Cane River,"Feb 7, 2020",Oscilloscope Pict…,Drama
José,José,"Jan 31, 2020",Outsider,Drama
Zombi Child,Zombi Child,"Jan 24, 2020",Film Movement,Adventure
The Booksellers,The Booksellers,"Mar 6, 2020",Greenwich,Documentary
Unsubscribe,Unsubscribe,"Jun 10, 2020",Self Distributed,
Disappearance at Clifton Hill,Disappearance at Cli,"Feb 28, 2020",IFC Midnight,Thriller/Suspense
Heart of Africa,Heart of Africa,"Mar 13, 2020",Purdie Distribution,Drama
Premature,Premature,"Feb 21, 2020",IFC Films,Drama
Promare,Promare,"Sep 17, 2019",GKIDS,Adventure
"Phoenix, Oregon","Phoenix, Oregon","Apr 26, 2019",Aspiration Media,Comedy
The Innocent (1979) (Re-Rel…,The Innocent (1979) ,"Feb 14, 2020",Film Movement,Drama
Midnight Family,Midnight Family,"Dec 6, 2019",1091 Media,Documentary
Tar,Tar,"Oct 2, 2020",Howling Wolf Prod…,Horror
I Propose We Never See Each…,I Propose We Never S,"Aug 28, 2020",,Romantic Comedy
Pandora and the Flying Dutc…,Pandora and the Flyi,"Feb 7, 2020",Cohen Media Group,Drama
Hunter Hunter,Hunter Hunter,"Dec 18, 2020",IFC Films,Horror
Young Ahmed,Young Ahmed,"Feb 21, 2020",Kino Lorber,Drama
The Cordillera of Dreams,The Cordillera of Dr,"Feb 12, 2020",Icarus Films,Documentary
Lore,Lore,"Jan 17, 2020",Indican Pictures,Thriller/Suspense
Quarantine Cat Film Fest,Quarantine Cat Film ,"Jun 19, 2020",Row House Cinema,Documentary
Synonyms,Synonyms,"Oct 25, 2019",Kino Lorber,Drama
Mandy,Mandy,"Sep 14, 2018",Variance Films,Thriller/Suspense
Recorder: The Marion Stokes…,Recorder: The Marion,"Nov 15, 2019",Zeitgeist,Documentary
Foster Boy,Foster Boy,"Sep 18, 2020",Gravitas Ventures,Drama
Sputnik,Sputnik,"Aug 14, 2020",IFC Midnight,Horror
The Jesus Rolls,The Jesus Rolls,"Feb 28, 2020",Screen Media Films,Comedy
Sh*thouse,Sh*thouse,"Oct 16, 2020",IFC Films,Comedy
Downtown 81,Downtown 81,"Jul 13, 2001",Metrograph Pictures,Drama
The Cave,The Cave,"Oct 18, 2019",National Geograph…,Documentary
Balloon,Balloon,"Sep 6, 2019",Distrib Films,Thriller/Suspense
"Never, Rarely, Sometimes, A…","Never, Rarely, Somet","Mar 13, 2020",Focus Features,Drama
Centigrade,Centigrade,"Aug 28, 2020",IFC Films,Thriller/Suspense
Made in Hong Kong,Made in Hong Kong,"Mar 6, 2020",Metrograph Pictures,Comedy
Branagh Theatre Live: The W…,Branagh Theatre Live,"Dec 4, 2019",Trafalgar Releasing,Drama
Strike,Strike,"Mar 27, 2020",Indican Pictures,Adventure
Counter Column,Counter Column,"Oct 16, 2020",Not That Kind of …,Drama
Zappa,Zappa,"Nov 27, 2020",Magnolia Pictures,Documentary
Vitalina Varela,Vitalina Varela,"Feb 21, 2020",Grasshopper Film,Drama
"I Was at Home, But…","I Was at Home, But…","Feb 14, 2020",Cinema Guild,Drama
Pahokee,Pahokee,"Apr 24, 2020",Monument Releasing,Documentary
The Wild Goose Lake,The Wild Goose Lake,"Mar 6, 2020",Film Movement,Thriller/Suspense
Killer Raccoons 2: Dark Chr…,Killer Raccoons 2: D,"Jul 31, 2020",Indican Pictures,Comedy
Those Who Remained,Those Who Remained,"Feb 14, 2020",Menemsha Entertai…,Drama
Redoubt,Redoubt,"Oct 30, 2019",Grasshopper Film,Thriller/Suspense
Twiceborn,Twiceborn,"Oct 16, 2020",Freestyle Releasing,Drama
Les Misérables - The Staged…,Les Misérables - The,"Dec 6, 2019",Trafalgar Releasing,Concert/Perfor…
Powerbomb,Powerbomb,"Mar 6, 2020",Indican Pictures,Thriller/Suspense
Lost in America,Lost in America,"Feb 28, 2020",Indican Pictures,Documentary
Charlie’s Angels,Charlie’s Angels,"Nov 15, 2019",Sony Pictures,Action
You go to my Head,You go to my Head,"Feb 14, 2020",First Run Features,Drama
Circles: The Restorative Ju…,Circles: The Restora,"May 15, 2020",Indican Pictures,Documentary
Coded Bias,Coded Bias,"Nov 11, 2020",7th Empire Media,Documentary
The Last Tree,The Last Tree,"Jun 26, 2020",ArtMattan Films,Drama
Guest Artist,Guest Artist,"Jul 10, 2020",Indican Pictures,Drama
Foosballers,Foosballers,"Feb 11, 2020",Kicking and Scree…,Documentary
The Truth,The Truth,"Jul 3, 2020",IFC Films,Drama
Just One More Kiss,Just One More Kiss,"Feb 21, 2020",Indican Pictures,Drama
Stardust,Stardust,"Nov 25, 2020",IFC Films,Drama
Kindred,Kindred,"Nov 6, 2020",IFC Midnight,Thriller/Suspense
The Trip to Greece,The Trip to Greece,"May 22, 2020",IFC Films,Comedy
Inside the Rain,Inside the Rain,"Mar 13, 2020",Sky Island,Romantic Comedy
The Wave,The Wave,"Jan 17, 2020",Epic Pictures Group,Thriller/Suspense
Kind Hearts and Coronets,Kind Hearts and Coro,"Nov 22, 2019",Rialto Pictures,Black Comedy
The Artist’s Wife,The Artist’s Wife,"Sep 25, 2020",Strand Releasing,Drama
Advocate,Advocate,"Jan 3, 2020",Film Movement,Documentary
Linda Ronstadt: The Sound o…,Linda Ronstadt: The ,"Sep 6, 2019",Greenwich,Documentary
The Bra,The Bra,"Oct 16, 2020",Indican Pictures,Comedy
I Am Greta,I Am Greta,"Oct 16, 2020",,Documentary
Lie Exposed,Lie Exposed,"Mar 6, 2020",Indican Pictures,Drama
Resistance,Resistance,"Apr 17, 2020",IFC Films,Drama
The Kingmaker,The Kingmaker,"Nov 8, 2019",Greenwich,Documentary
What We Found,What We Found,"Jul 31, 2020",Freestyle Releasing,Thriller/Suspense
I Am Lisa,I Am Lisa,"Oct 9, 2020",Mutiny Pictures,Horror
12 Hour Shift,12 Hour Shift,"Oct 2, 2020",Magnolia Pictures,Thriller/Suspense
Human Capital,Human Capital,"Jul 17, 2020",Vertical Entertai…,Drama
Afterward,Afterward,"Jan 10, 2020",Abramorama Films,Documentary
In the Life of Music,In the Life of Music,"Aug 14, 2020",Indican Pictures,Drama
Blood Widow,Blood Widow,"Jan 17, 2020",Indican Pictures,Thriller/Suspense
The Other Lamb,The Other Lamb,"Apr 3, 2020",IFC Films,Drama
Find Your Voice,Find Your Voice,"Sep 11, 2020",Indican Pictures,Comedy
Herself,Herself,,,Drama
By the Grace of God,By the Grace of God,"Oct 18, 2019",Music Box Films,Drama
Sex and the Future,Sex and the Future,"Jun 5, 2020",Indican Pictures,Comedy
Human Nature,Human Nature,"Mar 13, 2020",Greenwich,Documentary
Made in Bangladesh,Made in Bangladesh,"Aug 28, 2020",ArtMattan Films,Drama
Bang Bang,Bang Bang,"Oct 23, 2020",Indican Pictures,Drama
Alice,Alice,"May 15, 2020",Monument Releasing,Comedy
Ottolenghi and the Cakes of…,Ottolenghi and the C,"Sep 25, 2020",IFC Films,Documentary
Last Call,Last Call,"Sep 18, 2020",K Street Pictures,Drama
Farewell Amor,Farewell Amor,"Dec 11, 2020",IFC Films,Drama
The Disappearance of my Mother,The Disappearance of,"Dec 6, 2019",Kino Lorber,Documentary
No Ordinary Love,No Ordinary Love,"Oct 24, 2020",Self Distributed,Thriller/Suspense
Babyteeth,Babyteeth,"Jun 19, 2020",IFC Films,Drama
Monero Means Money: Cryptoc…,Monero Means Money: ,"Apr 10, 2020","rCryptoCurrency, LLC",Documentary
Tremors,Tremors,"Nov 29, 2019",Film Movement,Drama
Give Me Liberty,Give Me Liberty,"Aug 23, 2019",Music Box Films,Comedy
Dear Santa,Dear Santa,"Dec 4, 2020",IFC Films,Documentary
