Movie,trunc,Release Date,Distributor,Genre
Yosemite,Yosemite,"Jan 1, 2016",Monterey Media,Drama
An Eye for Beauty,An Eye for Beauty,"Apr 15, 2016",Monument Releasing,Drama
What Happened Last Night,What Happened Last N,"Nov 4, 2016",Gemelli Productions,Comedy
Frank & Lola,Frank & Lola,"Dec 9, 2016",Paladin,Drama
Made in France,Made in France,"Sep 23, 2016",Under the Milky Way,Thriller/Suspense
Ocean Waves,Ocean Waves,"Dec 28, 2016",GKIDS,Drama
Chronic,Chronic,"Sep 23, 2016",Monument Releasing,Drama
The Last King,The Last King,"Jun 17, 2016",Magnet Pictures,Action
Reparation,Reparation,"Sep 4, 2016",Red Dirt Pictures,Drama
Providence,Providence,"Feb 12, 2016",Main Street,Drama
Butterfly Girl,Butterfly Girl,"Feb 27, 2015",Indican Pictures,Documentary
We Are Twisted F***ing Sister!,We Are Twisted F***i,"Feb 15, 2016",Music Box Films,Documentary
The Olivia Experiment,The Olivia Experimen,"Aug 22, 2014",Indican Pictures,Comedy
Mojave,Mojave,"Jan 22, 2016",A24,Thriller/Suspense
Silicon Cowboys,Silicon Cowboys,"Sep 16, 2016",FilmRise,Documentary
Nightlights,Nightlights,"Aug 15, 2014",Indican Pictures,Drama
Golden Kingdom,Golden Kingdom,"Jun 17, 2016",Kino Lorber,Drama
The Other Side (2015),The Other Side (2015,"May 20, 2016",Film Movement,Documentary
Talent Has Hunger,Talent Has Hunger,"Mar 11, 2016",First Run Features,Documentary
Portrait of a Garden,Portrait of a Garden,"Oct 26, 2016",Grasshopper Film,Documentary
Coming Up Roses,Coming Up Roses,"Nov 9, 2012",Dada Films,Drama
The Lost Arcade,The Lost Arcade,"Aug 12, 2016",26 Aries,Documentary
Tab Hunter Confidential,Tab Hunter Confident,"Oct 15, 2015",,Documentary
Old Stone,Old Stone,"Nov 30, 2016",Zeitgeist,Thriller/Suspense
Indian Point,Indian Point,"Jul 8, 2016",First Run Features,Documentary
The Pearl Button,The Pearl Button,"Oct 23, 2015",Kino Lorber,Documentary
The Preppie Connection,The Preppie Connecti,"Mar 18, 2016",IFC Films,Drama
Rosenwald,Rosenwald,"Aug 14, 2015",The Ciesla Founda…,Documentary
The Brainwashing of My Dad,The Brainwashing of ,"Mar 18, 2016",JSenko Productions,Documentary
Magnus,Magnus,"Nov 18, 2016",FilmRise,Documentary
Boom Bust Boom,Boom Bust Boom,"Mar 11, 2016",Brainstorm Media,Documentary
Behind the White Glasses: P…,Behind the White Gla,"Mar 4, 2016",Parade Deck Films,Documentary
Mad Tiger,Mad Tiger,"Mar 18, 2016",Film Movement,Documentary
The Dying of the Light,The Dying of the Lig,"Apr 7, 2016",First Run Features,Documentary
Spices of Liberty,Spices of Liberty,"Oct 24, 2016",Hannover House,Drama
Gone Doggy Gone,Gone Doggy Gone,"Jun 26, 2015",Indican Pictures,Comedy
"Ugly, Dirty and Bad","Ugly, Dirty and Bad","Oct 21, 2016",Film Movement,Drama
The Charnel House,The Charnel House,"Nov 4, 2016",Freestyle Releasing,Thriller/Suspense
Ghost Team,Ghost Team,"Aug 12, 2016",The Orchard,Comedy
Slash,Slash,"Dec 9, 2016",Gravitas Ventures,Comedy
Undrafted,Undrafted,"Jul 15, 2016",Vertical Entertai…,Comedy
Tanna,Tanna,"Sep 16, 2016",Lightyear Enterta…,Drama
Klown Forever,Klown Forever,"Sep 2, 2016",Drafthouse Films,Comedy
It Had to be You,It Had to be You,"Oct 21, 2016",Samuel Goldwyn Films,Romantic Comedy
The Carer,The Carer,"Sep 9, 2016",Corinth Films,Drama
A Perfect Day,A Perfect Day,"Jan 15, 2016",IFC Films,Drama
Call Her Applebroog,Call Her Applebroog,"Jun 10, 2016",Zeitgeist,Documentary
Roseanne for President!,Roseanne for Preside,"Jul 1, 2016",IFC Films,Documentary
Marinoni: The Fire in the F…,Marinoni: The Fire i,"Apr 1, 2016",First Run Features,Documentary
Blood on the Mountain,Blood on the Mountai,"Nov 18, 2016",Abramorama Films,Documentary
Sworn Virgin,Sworn Virgin,"Apr 22, 2016",Strand Releasing,Drama
Miss Stevens,Miss Stevens,"Sep 16, 2016",The Orchard,Comedy
The Automatic Hate,The Automatic Hate,"Mar 11, 2016",Film Movement,Drama
Search Party,Search Party,"May 13, 2016",Focus World,Comedy
Synchronicity,Synchronicity,"Jan 22, 2016",Magnolia Pictures,Thriller/Suspense
"Arabian Nights: Volume 3, T…",Arabian Nights: Volu,"Dec 18, 2015",Kino Lorber,Documentary
Noma: My Perfect Storm,Noma: My Perfect Sto,"Dec 18, 2015",Magnolia Pictures,Documentary
On Meditation,On Meditation,"Jul 27, 2016",Kino Lorber,Documentary
Auto Shop of Horrors,Auto Shop of Horrors,"Sep 23, 2016",Driving With Our …,Comedy
Breaking a Monster,Breaking a Monster,"Jun 24, 2016",Abramorama Films,Documentary
Among the Believers,Among the Believers,"Sep 30, 2016",First Run Features,Documentary
I Don’t Belong Anywhere: Th…,I Don’t Belong Anywh,"Mar 30, 2016",Icarus Films,Documentary
Coming Through the Rye,Coming Through the R,"Oct 14, 2016",Eammon Films,Drama
The Hollow,The Hollow,"Oct 7, 2016",Uncork'd Entertai…,Thriller/Suspense
Arabian Nights,Arabian Nights,"Dec 25, 1942",Universal,Adventure
The Last Film Festival,The Last Film Festiv,"Sep 16, 2016",Monterey Media,Comedy
Amy,Amy,"Jul 3, 2015",A24,Documentary
Mi America,Mi America,"Oct 16, 2016",,Drama
Burning Bodhi,Burning Bodhi,"Mar 18, 2016",Monterey Media,Drama
"Arabian Nights: Vol. 1, The…",Arabian Nights: Vol.,"Dec 4, 2015",Kino Lorber,Drama
In Harmony,In Harmony,"Apr 15, 2016",Distrib Films,Drama
Chosen,Chosen,"Dec 16, 2016",Hannover House,Drama
Best and Most Beautiful Things,Best and Most Beauti,"Dec 2, 2016",First Run Features,Documentary
Hooligan Sparrow,Hooligan Sparrow,"Jul 22, 2016",The Film Collabor…,Documentary
Moana,Moana,"Jan 7, 1926",Paramount Pictures,Documentary
The Bad Kids,The Bad Kids,"Dec 16, 2016",FilmRise,Documentary
A Kind of Murder,A Kind of Murder,"Dec 16, 2016",Magnolia Pictures,Thriller/Suspense
The Professor: Tai Chi's Jo…,The Professor: Tai C,"May 6, 2016",First Run Features,Documentary
The Summer of Sangaile,The Summer of Sangai,"Nov 20, 2015",Strand Releasing,Drama
White Lies,White Lies,"Mar 4, 2016",ArtMattan Films,Drama
The Forbidden Room,The Forbidden Room,"Oct 7, 2015",Kino Lorber,Comedy
Mekong Hotel,Mekong Hotel,"Mar 4, 2016",Strand Releasing,Multiple Genres
The World of Kanako,The World of Kanako,"Dec 4, 2015",Drafthouse Films,Drama
Homeland: Iraq Year Zero,Homeland: Iraq Year ,"Oct 6, 2016",Kino Lorber,Documentary
On War,On War,"Nov 20, 2015",Indican Pictures,Comedy
"1,000 Rupee Note","1,000 Rupee Note","Sep 23, 2016",Kino Lorber,Drama
Memoria,Memoria,"Apr 8, 2016",Monterey Media,Drama
Vigilante Diaries,Vigilante Diaries,"Jun 24, 2016",Anchor Bay Entert…,Action
The Watermelon Woman,The Watermelon Woman,"Nov 10, 2016",First Run Features,Drama
Skiptrace,Skiptrace,"Sep 2, 2016",Saban Films,Action
A Beautiful Now,A Beautiful Now,"Sep 2, 2016",Monterey Media,Drama
In Her Name,In Her Name,"Dec 2, 2016",Distrib Films,Drama
"Arabian Nights: Volume 2, T…",Arabian Nights: Volu,"Dec 11, 2015",Kino Lorber,Drama
Hyena Road,Hyena Road,"Mar 11, 2016",Samuel Goldwyn Films,Drama
A Small Good Thing,A Small Good Thing,"Aug 19, 2016",Kino Lorber,Documentary
Yalom's Cure,Yalom's Cure,"Mar 11, 2016",First Run Features,Documentary
The Ghosts of Johnson Woods,The Ghosts of Johnso,"Dec 2, 2016",Driving With Our …,Horror
Misfortune,Misfortune,"Aug 5, 2016",Gunnison Galaxy,Thriller/Suspense
Officer Downe,Officer Downe,"Nov 18, 2016",Magnolia Pictures,Action
Next Time I’ll Aim for the …,Next Time I’ll Aim f,"Apr 1, 2016",Distrib Films,Drama
The Student and Mr. Henri,The Student and Mr. ,"Aug 19, 2016",Distrib Films,Romantic Comedy
Down by Love,Down by Love,"Aug 19, 2016",Distrib Films,Drama
The Pit,The Pit,"Sep 30, 2016",Kino Lorber,Horror
Dark Star: H.R. Giger's World,Dark Star: H.R. Gige,"May 13, 2015",Icarus Films,Documentary
Green is Gold,Green is Gold,"Oct 7, 2016",Samuel Goldwyn Films,Drama
Legends from the Sky,Legends from the Sky,"Jan 30, 2015",Holt Hamilton Dis…,Drama
Güeros,Güeros,"May 20, 2015",Kino Lorber,Comedy
News From Planet Mars,News From Planet Mar,"Jul 22, 2016",Kino Lorber,Comedy
The Lady in the Car With Gl…,The Lady in the Car ,"Dec 18, 2015",Magnolia Pictures,Thriller/Suspense
Satanic,Satanic,"Jul 1, 2016",Magnolia Pictures,Horror
