Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
88,The Personal History of David Copperfield,"$14,630,654","$1,876,298","$12,754,356",12.82%,The Personal History,https://www.the-numbers.com/movie/Personal-History-of-David-Copperfield-The-(UK)#tab=summary
89,Nightlife,"$14,308,747",,"$14,308,747",,Nightlife,https://www.the-numbers.com/movie/Nightlife-(Germany)#tab=summary
90,Dam bo,"$13,566,238",,"$13,566,238",,Dam bo,https://www.the-numbers.com/movie/Dam-bo-(2020-South-Korea)#tab=summary
91,#salaissda,"$13,450,193",,"$13,450,193",,#salaissda,https://www.the-numbers.com/movie/Hashtag-salaissda-(2020-South-Korea)#tab=summary
92,Gekijouban Poketto monsutâ: koko,"$13,296,722",,"$13,296,722",,Gekijouban Poketto m,https://www.the-numbers.com/movie/Gekijouban-Poketto-monsuta-koko-(2020-Japan)#tab=summary
93,Jeongsang hoidam,"$12,918,661",,"$12,918,661",,Jeongsang hoidam,https://www.the-numbers.com/movie/Jeongsang-hoidam-(2019-South-Korea)#tab=summary
94,Feng ping lang jing,"$12,770,000",,"$12,770,000",,Feng ping lang jing,https://www.the-numbers.com/movie/Feng-ping-lang-jing-(2020-China)#tab=summary
95,Samjingeurup yeongeotoikban,"$12,747,849",,"$12,747,849",,Samjingeurup yeongeo,https://www.the-numbers.com/movie/Samjingeurup-yeongeotoikban-(2020-South-Korea)#tab=summary
96,News of the World,"$12,668,325","$12,668,325",,100.00%,News of the World,https://www.the-numbers.com/movie/News-of-the-World#tab=summary
97,Come Play,"$12,624,174","$10,475,990","$2,148,184",82.98%,Come Play,https://www.the-numbers.com/movie/Come-Play-(2020)#tab=summary
98,Dogol,"$12,490,420",,"$12,490,420",,Dogol,https://www.the-numbers.com/movie/Dogol-(2020-South-Korea)#tab=summary
99,The Hunt,"$12,400,979","$5,812,500","$6,588,479",46.87%,The Hunt,https://www.the-numbers.com/movie/Hunt-The-(2020)#tab=summary
100,Agent Backkom: King’s Bear,"$12,218,878",,"$12,218,878",,Agent Backkom: King’,https://www.the-numbers.com/movie/Agent-Backkom-Kings-Bear-(2020-China)#tab=summary
101,Ducobu 3,"$12,157,793",,"$12,157,793",,Ducobu 3,https://www.the-numbers.com/movie/Ducobu-3-(France)#tab=summary
102,Kureyon Shinchan: Gekitotsu Rakugakingudamu to …,"$12,120,180",,"$12,120,180",,Kureyon Shinchan: Ge,https://www.the-numbers.com/movie/Kureyon-Shinchan-Gekitotsu-Rakugakingudamu-to-Hobo-Shi-Ri-no-Yusha-(2020-Japan)#tab=summary
103,Jungjikhan Hoobo,"$11,769,569",,"$11,769,569",,Jungjikhan Hoobo,https://www.the-numbers.com/movie/Jungjikhan-Hoobo-(S-Korea)#tab=summary
104,Wotaku ni Koi wa Muzukashii,"$11,702,371",,"$11,702,371",,Wotaku ni Koi wa Muz,https://www.the-numbers.com/movie/Wotaku-ni-Koi-wa-Muzukashii-(Japan)#tab=summary
105,Inunaki Mura,"$11,655,005",,"$11,655,005",,Inunaki Mura,https://www.the-numbers.com/movie/Inunaki-Mura-(Japan)#tab=summary
106,Almost Love,"$11,600,000",,"$11,600,000",,Almost Love,https://www.the-numbers.com/movie/Almost-Love#tab=summary
107,30 jours max,"$11,332,418",,"$11,332,418",,30 jours max,https://www.the-numbers.com/movie/30-jours-max-(2020-France)#tab=summary
108,Eltilerin Savasi,"$11,157,665",,"$11,157,665",,Eltilerin Savasi,https://www.the-numbers.com/movie/Eltilerin-Savasi-(Turkey)#tab=summary
109,Tsumi no Koe,"$10,983,063",,"$10,983,063",,Tsumi no Koe,https://www.the-numbers.com/movie/Tsumi-no-Koe-(2020-Japan)#tab=summary
110,Find Your Voice,"$10,820,598","$6,019","$10,814,579",0.06%,Find Your Voice,https://www.the-numbers.com/movie/Find-Your-Voice-(2020-Australia)#tab=summary
111,Let Him Go,"$10,773,007","$9,358,025","$1,414,982",86.87%,Let Him Go,https://www.the-numbers.com/movie/Let-Him-Go-(2020)#tab=summary
112,Ming Tian Ni Shi Fou Yi Ran Ai Wo,"$10,728,943",,"$10,728,943",,Ming Tian Ni Shi Fou,https://www.the-numbers.com/movie/Ming-Tian-Ni-Shi-Fou-Yi-Ran-Ai-Wo-(2020-China)#tab=summary
113,Break the Silence: The Movie (브레이크 더 사일런스: 더 무비…,"$10,670,308","$1,000,000","$9,670,308",9.37%,Break the Silence: T,https://www.the-numbers.com/movie/Break-the-Silence-The-Movie-(2020-South-Korea)#tab=summary
114,Impractical Jokers: The Movie,"$10,466,091","$10,466,091",,100.00%,Impractical Jokers: ,https://www.the-numbers.com/movie/Impractical-Jokers-The-Movie#tab=summary
115,Bigfoot Family,"$10,415,023",,"$10,415,023",,Bigfoot Family,https://www.the-numbers.com/movie/Bigfoot-Family-(2020-Belgium)#tab=summary
116,Me contro Te - Il film - La vendetta del Signor S,"$10,342,970",,"$10,342,970",,Me contro Te - Il fi,https://www.the-numbers.com/movie/Me-contro-Te-Il-film-La-vendetta-del-Signor-S#tab=summary
117,Asada-ke,"$10,097,254",,"$10,097,254",,Asada-ke,https://www.the-numbers.com/movie/Asada-ke-(2020-Japan)#tab=summary
118,10 jours sans maman,"$10,073,515",$856,"$10,072,659",0.01%,10 jours sans maman,https://www.the-numbers.com/movie/10-jours-sans-maman-(France)#tab=summary
