Rank,Movie,Worldwide Box Office,Domestic Box Office,International Box Office,Domestic Share,trunc,link
13,Black Widow,"$379,751,131","$183,651,655","$196,099,476",48.36%,Black Widow,https://www.the-numbers.com/movie/Black-Widow-(2021)#tab=summary
14,Free Guy,"$323,078,841","$121,626,598","$201,452,243",37.65%,Free Guy,https://www.the-numbers.com/movie/Free-Guy-(2020)#tab=summary
15,A Quiet Place: Part II,"$296,650,356","$160,215,764","$136,434,592",54.01%,A Quiet Place: Part ,https://www.the-numbers.com/movie/Quiet-Place-Part-II-A-(2020)#tab=summary
16,Encanto,"$230,815,162","$96,093,622","$134,721,540",41.63%,Encanto,https://www.the-numbers.com/movie/Encanto-(2021)#tab=summary
17,Cruella,"$225,810,063","$86,103,234","$139,706,829",38.13%,Cruella,https://www.the-numbers.com/movie/Cruella-(2021)#tab=summary
18,Nou fo,"$211,227,284","$385,305","$210,841,979",0.18%,Nou fo,https://www.the-numbers.com/movie/Nou-fo-(2021-China)#tab=summary
19,Wo He Wo De Fu Be,"$210,617,350",,"$210,617,350",,Wo He Wo De Fu Be,https://www.the-numbers.com/movie/Wo-He-Wo-De-Fu-Be-(2021-China)#tab=summary
20,Jungle Cruise,"$210,469,803","$116,987,516","$93,482,287",55.58%,Jungle Cruise,https://www.the-numbers.com/movie/Jungle-Cruise-(2021)#tab=summary
21,The Conjuring: The Devil Made Me Do It,"$206,431,050","$65,631,050","$140,800,000",31.79%,The Conjuring: The D,https://www.the-numbers.com/movie/Conjuring-The-Devil-Made-Me-Do-It-The#tab=summary
22,Ghostbusters: Afterlife,"$202,991,088","$129,360,575","$73,630,513",63.73%,Ghostbusters: Afterl,https://www.the-numbers.com/movie/Ghostbusters-Afterlife#tab=summary
23,Chinese Doctors,"$196,863,514",,"$196,863,514",,Chinese Doctors,https://www.the-numbers.com/movie/Chinese-Doctors-(2021-China)#tab=summary
24,Xuan Ya Zhi Shang (悬崖之上),"$177,454,106",,"$177,454,106",,Xuan Ya Zhi Shang (悬,https://www.the-numbers.com/movie/Xuan-Ya-Zhi-Shang-(2021-China)#tab=summary
25,Fireflies in the Sun (误杀2),"$176,420,000",,"$176,420,000",,Fireflies in the Sun,https://www.the-numbers.com/movie/Fireflies-in-the-Sun-(2021-China)#tab=summary
26,Jujutsu Kaisen 0,"$174,120,574","$33,919,605","$140,200,969",19.48%,Jujutsu Kaisen 0,https://www.the-numbers.com/movie/Jujutsu-Kaisen-0-(2022-Japan)#tab=summary
27,The Suicide Squad,"$168,717,425","$55,817,425","$112,900,000",33.08%,The Suicide Squad,https://www.the-numbers.com/movie/Suicide-Squad-The-(2021)#tab=summary
28,Space Jam: A New Legacy,"$163,692,228","$70,592,228","$93,100,000",43.12%,Space Jam: A New Leg,https://www.the-numbers.com/movie/Space-Jam-A-New-Legacy#tab=summary
29,The Matrix Resurrections,"$160,163,197","$40,463,197","$119,700,000",25.26%,The Matrix Resurrect,https://www.the-numbers.com/movie/Matrix-Resurrections-The-(2021)#tab=summary
30,Peter Rabbit 2: The Runaway,"$157,214,984","$40,501,717","$116,713,267",25.76%,Peter Rabbit 2: The ,https://www.the-numbers.com/movie/Peter-Rabbit-2-The-Runaway#tab=summary
31,PAW Patrol: The Movie,"$151,403,419","$40,127,371","$111,276,048",26.50%,PAW Patrol: The Movi,https://www.the-numbers.com/movie/Paw-Patrol-The-Movie-(2021-Canada)#tab=summary
32,House of Gucci,"$147,474,138","$53,809,574","$93,664,564",36.49%,House of Gucci,https://www.the-numbers.com/movie/House-of-Gucci-(2021)#tab=summary
33,Chuan Guo Han Dong Yong Bao Ni (穿过寒冬拥抱你)…,"$147,337,335",,"$147,337,335",,Chuan Guo Han Dong Y,https://www.the-numbers.com/movie/Chuan-Guo-Han-Dong-Yong-Bao-Ni-(2021-China)#tab=summary
34,The Boss Baby: Family Business,"$146,281,732","$57,300,280","$88,981,452",39.17%,The Boss Baby: Famil,https://www.the-numbers.com/movie/Boss-Baby-Family-Business-The-(2021)#tab=summary
35,Yang Ming Li Wan (扬名立万),"$145,775,168",,"$145,775,168",,Yang Ming Li Wan (扬名,https://www.the-numbers.com/movie/Yang-Ming-Li-Wan-(2021-China)#tab=summary
36,A Writer’s Odyssey (刺杀小说家),"$144,854,469",,"$144,854,469",,A Writer’s Odyssey (,https://www.the-numbers.com/movie/Writers-Odyssey-A-(2021-China)#tab=summary
37,Tom and Jerry,"$136,536,687","$46,536,687","$90,000,000",34.08%,Tom and Jerry,https://www.the-numbers.com/movie/Tom-and-Jerry-(2020)#tab=summary
38,Wo de jie jie,"$133,645,504",,"$133,645,504",,Wo de jie jie,https://www.the-numbers.com/movie/Wo-de-jie-jie-(2021-China)#tab=summary
39,Halloween Kills,"$130,851,162","$92,002,155","$38,849,007",70.31%,Halloween Kills,https://www.the-numbers.com/movie/Halloween-Kills-(2021)#tab=summary
40,The King’s Man,"$121,125,300","$37,176,373","$83,948,927",30.69%,The King’s Man,https://www.the-numbers.com/movie/Kings-Man-The-(2020)#tab=summary
41,The Addams Family 2,"$119,383,236","$56,489,153","$62,894,083",47.32%,The Addams Family 2,https://www.the-numbers.com/movie/Addams-Family-2-The#tab=summary
42,My Love (你的婚礼),"$117,788,257",,"$117,788,257",,My Love (你的婚礼),https://www.the-numbers.com/movie/My-Love-(2021-China)#tab=summary
43,Ren Chao Xiong Yong,"$117,734,102",,"$117,734,102",,Ren Chao Xiong Yong,https://www.the-numbers.com/movie/Ren-Chao-Xiong-Yong-(2021-China)#tab=summary
44,Raya and the Last Dragon,"$116,203,928","$54,723,032","$61,480,896",47.09%,Raya and the Last Dr,https://www.the-numbers.com/movie/Raya-and-the-Last-Dragon-(2021)#tab=summary
45,Clifford the Big Red Dog,"$113,350,187","$48,947,356","$64,402,831",43.18%,Clifford the Big Red,https://www.the-numbers.com/movie/Clifford-the-Big-Red-Dog-(2020)#tab=summary
46,Wrath of Man,"$103,913,405","$27,466,489","$76,446,916",26.43%,Wrath of Man,https://www.the-numbers.com/movie/Wrath-of-Man-(2021)#tab=summary
47,Meitantei Konan Hiiro no Dangan,"$102,541,050",,"$102,541,050",,Meitantei Konan Hiir,https://www.the-numbers.com/movie/Meitantei-Konan-Hiiro-no-Dangan-(2021-Japan)#tab=summary
48,Fan Tan Feng Bao (G風暴),"$98,941,096",,"$98,941,096",,Fan Tan Feng Bao (G風,https://www.the-numbers.com/movie/Fan-Tan-Feng-Bao-5-(2021-Hong-Kong)#tab=summary
49,Evangelion: 3.0+1.01 Thrice Upon a Time (シン・エヴァ…,"$90,454,010","$826,140","$89,627,870",0.91%,Evangelion: 3.0+1.01,https://www.the-numbers.com/movie/Evangelion-3-0-Plus-1-01-Thrice-Upon-a-Time-(2021-Japan)#tab=summary
50,Bai She 2: Qing She jie qi (白蛇2：青蛇劫起)…,"$89,990,000",,"$89,990,000",,Bai She 2: Qing She ,https://www.the-numbers.com/movie/Bai-She-2-Qing-She-jie-qi-(2021-China)#tab=summary
51,Old,"$89,836,797","$48,276,510","$41,560,287",53.74%,Old,https://www.the-numbers.com/movie/Old-(2021)#tab=summary
52,Mortal Kombat,"$84,426,031","$42,326,031","$42,100,000",50.13%,Mortal Kombat,https://www.the-numbers.com/movie/Mortal-Kombat-(2021)#tab=summary
53,Candyman,"$77,386,663","$61,186,570","$16,200,093",79.07%,Candyman,https://www.the-numbers.com/movie/Candyman-(2020)#tab=summary
54,The Forever Purge,"$76,950,525","$44,539,245","$32,411,280",57.88%,The Forever Purge,https://www.the-numbers.com/movie/Forever-Purge-The#tab=summary
55,1921,"$75,017,096",,"$75,017,096",,1921,https://www.the-numbers.com/movie/1921-(2021-China)#tab=summary
56,West Side Story,"$74,829,369","$38,530,322","$36,299,047",51.49%,West Side Story,https://www.the-numbers.com/movie/West-Side-Story-(2021)#tab=summary
57,New Gods: Nezha Reborn,"$70,070,914",,"$70,070,914",,New Gods: Nezha Rebo,https://www.the-numbers.com/movie/New-Gods-Nezha-Reborn-(2021-China)#tab=summary
58,Gu Dong Ju Zhong Ju (古董局中局),"$67,597,422","$36,501","$67,560,921",0.05%,Gu Dong Ju Zhong Ju ,https://www.the-numbers.com/movie/Gu-Dong-Ju-Zhong-Ju-(2021-China)#tab=summary
59,The Hitman’s Wife’s Bodyguard,"$67,387,455","$38,014,727","$29,372,728",56.41%,The Hitman’s Wife’s ,https://www.the-numbers.com/movie/Hitmans-Wifes-Bodyguard-The-(2021)#tab=summary
60,Wu Xian Shen Du,"$64,900,464",,"$64,900,464",,Wu Xian Shen Du,https://www.the-numbers.com/movie/Wu-Xian-Shen-Du-(2021-China)#tab=summary
61,Belle (竜とそばかすの姫),"$63,334,439","$4,018,313","$59,316,126",6.34%,Belle (竜とそばかすの姫),https://www.the-numbers.com/movie/Belle-(2021-Japan)#tab=summary
62,Sao Hei Jue Zhan,"$62,810,000",,"$62,810,000",,Sao Hei Jue Zhan,https://www.the-numbers.com/movie/Sao-Hei-Jue-Zhan-(2021-China)#tab=summary
63,Sheng xia wei lai,"$59,730,000",,"$59,730,000",,Sheng xia wei lai,https://www.the-numbers.com/movie/Sheng-xia-wei-lai-(2021-China)#tab=summary
64,Ron’s Gone Wrong,"$58,234,808","$23,009,270","$35,225,538",39.51%,Ron’s Gone Wrong,https://www.the-numbers.com/movie/Rons-Gone-Wrong-(2020)#tab=summary
65,Nobody,"$57,512,470","$27,568,035","$29,944,435",47.93%,Nobody,https://www.the-numbers.com/movie/Nobody-(2021)#tab=summary
66,Wo Yao Wo Men Zai Yi Qi,"$57,215,847",,"$57,215,847",,Wo Yao Wo Men Zai Yi,https://www.the-numbers.com/movie/Wo-Yao-Wo-Men-Zai-Yi-Qi-(2021-China)#tab=summary
67,Man in Love (當男人戀愛時),"$54,253,498",,"$54,253,498",,Man in Love (當男人戀愛時),https://www.the-numbers.com/movie/Main-in-Love-(2021-Taiwan)#tab=summary
68,Escape Room: Tournament of Champions,"$53,493,064","$25,314,753","$28,178,311",47.32%,Escape Room: Tournam,https://www.the-numbers.com/movie/Escape-Room-Tournament-of-Champions-(2021)#tab=summary
69,Luca,"$51,111,836","$1,324,302","$49,787,534",2.59%,Luca,https://www.the-numbers.com/movie/Luca-(2021)#tab=summary
70,Belfast,"$49,507,348","$9,250,870","$40,256,478",18.69%,Belfast,https://www.the-numbers.com/movie/Belfast-(2021-United-Kingdom)#tab=summary
71,I Fell in Love Like a Flower Bouquet,"$49,399,764",,"$49,399,764",,I Fell in Love Like ,https://www.the-numbers.com/movie/I-Fell-in-Love-Like-a-Flower-Bouquet-(2021-Japan)#tab=summary
72,The French Dispatch,"$47,387,163","$16,124,375","$31,262,788",34.03%,The French Dispatch,https://www.the-numbers.com/movie/French-Dispatch-The#tab=summary
73,Don’t Breathe 2,"$47,201,347","$32,638,038","$14,563,309",69.15%,Don’t Breathe 2,https://www.the-numbers.com/movie/Dont-Breathe-2-(2021)#tab=summary
74,In the Heights,"$45,175,167","$29,975,167","$15,200,000",66.35%,In the Heights,https://www.the-numbers.com/movie/In-the-Heights-(2021)#tab=summary
75,Rurôni Kenshin: Sai shûshô - The Final,"$43,384,254",,"$43,384,254",,Rurôni Kenshin: Sai ,https://www.the-numbers.com/movie/Ruroni-Kenshin-Sai-shusho-The-Final-(2021-Japan)#tab=summary
76,Spirit Untamed,"$42,235,744","$17,716,215","$24,519,529",41.95%,Spirit Untamed,https://www.the-numbers.com/movie/Spirit-Untamed-(2021)#tab=summary
77,Resident Evil: Welcome to Raccoon City,"$41,909,091","$17,000,612","$24,908,479",40.57%,Resident Evil: Welco,https://www.the-numbers.com/movie/Resident-Evil-Welcome-to-Raccoon-City-(2021)#tab=summary
78,Boku no Hero Academia: World Heroes’ Mission,"$40,856,547","$9,767,647","$31,088,900",23.91%,Boku no Hero Academi,https://www.the-numbers.com/movie/Boku-no-Hero-Academia-World-Heroes-Mission-(2021-Japan)#tab=summary
79,King Richard,"$39,538,334","$15,138,334","$24,400,000",38.29%,King Richard,https://www.the-numbers.com/movie/King-Richard-(2020)#tab=summary
80,Spiral,"$39,519,588","$23,216,862","$16,302,726",58.75%,Spiral,https://www.the-numbers.com/movie/Spiral-(2021)#tab=summary
81,Xiong Shi Shao Nian (雄狮少年),"$39,463,557",,"$39,463,557",,Xiong Shi Shao Nian ,https://www.the-numbers.com/movie/Xiong-Shi-Shao-Nian-(2021-China)#tab=summary
82,Tokyo Revengers (東京リベンジャーズ),"$39,236,514",,"$39,236,514",,Tokyo Revengers (東京リ,https://www.the-numbers.com/movie/Tokyo-Revengers-(2021-Japan)#tab=summary
83,Nomadland,"$38,728,987","$3,700,000","$35,028,987",9.55%,Nomadland,https://www.the-numbers.com/movie/Nomadland#tab=summary
84,Jin Qian Di Guo Zhui: Hu Qin Long,"$38,611,941",,"$38,611,941",,Jin Qian Di Guo Zhui,https://www.the-numbers.com/movie/Jin-Qian-Di-Guo-Zhui-Hu-Qin-Long-(2021-China)#tab=summary
85,The Door Lock (门锁),"$38,000,000",,"$38,000,000",,The Door Lock (门锁),https://www.the-numbers.com/movie/Door-Lock-The-(2021-China)#tab=summary
86,Nightmare Alley,"$37,537,773","$11,338,107","$26,199,666",30.20%,Nightmare Alley,https://www.the-numbers.com/movie/Nightmare-Alley-(2021)#tab=summary
87,Ai Qing Shen Hua (爱情神话),"$36,589,575",,"$36,589,575",,Ai Qing Shen Hua (爱情,https://www.the-numbers.com/movie/Ai-Qing-Shen-Hua-(2021-China)#tab=summary
88,Yi Nian Wei Dan Wei De Lian Ai (以年为单位的恋爱)…,"$36,480,000",,"$36,480,000",,Yi Nian Wei Dan Wei ,https://www.the-numbers.com/movie/Yi-Nian-Wei-Dan-Wei-De-Lian-Ai-(2021-China)#tab=summary
89,Da Hong Bao,"$36,010,000",,"$36,010,000",,Da Hong Bao,https://www.the-numbers.com/movie/Da-Hong-Bao-(2021-China)#tab=summary
90,Posledniy bogatyr 3,"$35,927,669",,"$35,927,669",,Posledniy bogatyr 3,https://www.the-numbers.com/movie/Posledniy-bogatyr-3-(2021-Russia)#tab=summary
91,Respect,"$35,752,851","$24,278,399","$11,474,452",67.91%,Respect,https://www.the-numbers.com/movie/Respect-(2020)#tab=summary
92,Antlers,"$35,680,402","$10,619,670","$25,060,732",29.76%,Antlers,https://www.the-numbers.com/movie/Antlers-(2020)#tab=summary
93,Malignant,"$34,891,791","$13,391,791","$21,500,000",38.38%,Malignant,https://www.the-numbers.com/movie/Malignant#tab=summary
94,Snake Eyes: G.I. Joe Origins,"$34,677,221","$28,264,325","$6,412,896",81.51%,Snake Eyes: G.I. Joe,https://www.the-numbers.com/movie/Snake-Eyes-G-I-Joe-Origins-(2021)#tab=summary
95,Mi Mi Fang Ke,"$33,881,087",,"$33,881,087",,Mi Mi Fang Ke,https://www.the-numbers.com/movie/Mi-Mi-Fang-Ke-(2021-China)#tab=summary
96,Posledniy bogatyr. Koren’ Zla,"$33,396,899",,"$33,396,899",,Posledniy bogatyr. K,https://www.the-numbers.com/movie/Posledniy-bogatyr-Koren-Zla-(2021-Russia)#tab=summary
97,Licorice Pizza,"$32,903,549","$17,318,007","$15,585,542",52.63%,Licorice Pizza,https://www.the-numbers.com/movie/Licorice-Pizza-(2021)#tab=summary
98,The Little Things,"$30,842,746","$15,342,746","$15,500,000",49.75%,The Little Things,https://www.the-numbers.com/movie/Little-Things-The#tab=summary
99,The Unholy,"$30,792,024","$15,532,137","$15,259,887",50.44%,The Unholy,https://www.the-numbers.com/movie/Unholy-The-(2021)#tab=summary
100,The Last Duel,"$30,080,003","$10,853,945","$19,226,058",36.08%,The Last Duel,https://www.the-numbers.com/movie/Last-Duel-The#tab=summary
101,Escape from Mogadishu (모가디슈),"$29,848,779","$342,598","$29,506,181",1.15%,Escape from Mogadish,https://www.the-numbers.com/movie/Escape-from-Mogadishu-(2021-South-Korea)#tab=summary
102,Chaos Walking,"$27,072,169","$13,287,908","$13,784,261",49.08%,Chaos Walking,https://www.the-numbers.com/movie/Chaos-Walking#tab=summary
103,American Underdog: The Kurt Warner Story,"$26,514,814","$26,514,814",,100.00%,American Underdog: T,https://www.the-numbers.com/movie/American-Underdog-The-Kurt-Warner-Story#tab=summary
104,Wish Dragon,"$25,860,000",,"$25,860,000",,Wish Dragon,https://www.the-numbers.com/movie/Wish-Dragon-(2020)#tab=summary
105,Ran Ye Shao Nian De Tian Kong (燃野少年的天空)…,"$24,780,000",,"$24,780,000",,Ran Ye Shao Nian De ,https://www.the-numbers.com/movie/Ye-Shao-Nian-De-Tian-Kong-Ran-(2021-China)#tab=summary
106,The Marksman,"$23,855,847","$15,566,093","$8,289,754",65.25%,The Marksman,https://www.the-numbers.com/movie/Marksman-The-(2021)#tab=summary
107,Guan Yu Wo Ma De Yi Qie,"$23,450,000",,"$23,450,000",,Guan Yu Wo Ma De Yi ,https://www.the-numbers.com/movie/Guan-Yu-Wo-Ma-De-Yi-Qie-(2021-China)#tab=summary
108,Qi Pao,"$22,930,000",,"$22,930,000",,Qi Pao,https://www.the-numbers.com/movie/Qi-Pao-(2021-China)#tab=summary
109,Last Night in Soho,"$22,567,607","$10,127,625","$12,439,982",44.88%,Last Night in Soho,https://www.the-numbers.com/movie/Last-Night-in-Soho-(2021-United-Kingdom)#tab=summary
110,Tie Dao Ying Xiong (铁道英雄),"$22,323,657",,"$22,323,657",,Tie Dao Ying Xiong (,https://www.the-numbers.com/movie/Tie-Dao-Ying-Xiong-(2021-China)#tab=summary
111,Never Stop,"$22,114,909",,"$22,114,909",,Never Stop,https://www.the-numbers.com/movie/Never-Stop-(2021-China)#tab=summary
112,Island Keeper,"$21,640,000",,"$21,640,000",,Island Keeper,https://www.the-numbers.com/movie/Island-Keeper-(2021-China)#tab=summary
113,Kaamelott Premier volet,"$21,629,120",,"$21,629,120",,Kaamelott Premier vo,https://www.the-numbers.com/movie/Kaamelott-Premier-volet-(2021-France)#tab=summary
114,Rurôni Kenshin: Sai shûshô — The Beginning,"$21,318,560",,"$21,318,560",,Rurôni Kenshin: Sai ,https://www.the-numbers.com/movie/Ruroni-Kenshin-Sai-shusho-The-Beginning-(2021-Japan)#tab=summary
115,Ge Ming Zhe,"$21,150,000",,"$21,150,000",,Ge Ming Zhe,https://www.the-numbers.com/movie/Ge-Ming-Zhe-(2021-China)#tab=summary
116,Eiga Kureyon Shin-chan: Nazo Meki! Hana no Tenk…,"$21,065,168",,"$21,065,168",,Eiga Kureyon Shin-ch,https://www.the-numbers.com/movie/Eiga-Kureyon-Shin-chan-Nazo-Meki-Hana-no-Tenkasu-Gakuen-(2021-Japan)#tab=summary
117,Ironbark,"$20,854,726","$6,613,432","$14,241,294",31.71%,Ironbark,https://www.the-numbers.com/movie/Ironbark-(UK)#tab=summary
118,Le loup et le lion,"$20,351,378","$2,072,173","$18,279,205",10.18%,Le loup et le lion,https://www.the-numbers.com/movie/loup-et-le-lion-Le-(2021-France)#tab=summary
119,The Green Knight,"$20,022,491","$17,173,321","$2,849,170",85.77%,The Green Knight,https://www.the-numbers.com/movie/Green-Knight-The#tab=summary
120,As Long As We Both Shall Live,"$19,869,429",,"$19,869,429",,As Long As We Both S,https://www.the-numbers.com/movie/As-Long-As-We-Both-Shall-Live-(2021)#tab=summary
121,After We Fell,"$19,512,726","$2,170,750","$17,341,976",11.12%,After We Fell,https://www.the-numbers.com/movie/After-We-Fell-(2021)#tab=summary
122,Verdens verste menneske,"$19,329,211","$3,034,775","$16,294,436",15.70%,Verdens verste menne,https://www.the-numbers.com/movie/Verdens-verste-menneske-(2021-Norway)#tab=summary
123,The Tomorrow War,"$19,220,000",,"$19,220,000",,The Tomorrow War,https://www.the-numbers.com/movie/Tomorrow-War-The#tab=summary
124,Those Who Wish Me Dead,"$19,107,200","$7,407,200","$11,700,000",38.77%,Those Who Wish Me De,https://www.the-numbers.com/movie/Those-Who-Wish-Me-Dead#tab=summary
125,Konyek Gorbunok,"$18,959,116",,"$18,959,116",,Konyek Gorbunok,https://www.the-numbers.com/movie/Konyek-Gorbunok-(2021-Russia)#tab=summary
126,Kidô senshi Gandamu: Senkô no Hasauei,"$18,731,308",,"$18,731,308",,Kidô senshi Gandamu:,https://www.the-numbers.com/movie/Kido-senshi-Gandamu-Senko-no-Hasauei-(2021-Japan)#tab=summary
127,Singkeuhol (싱크홀),"$18,729,449",,"$18,729,449",,Singkeuhol (싱크홀),https://www.the-numbers.com/movie/Singkeuhol-(2021-South-Korea)#tab=summary
128,Hotel Transylvania: Transformania,"$18,480,000",,"$18,480,000",,Hotel Transylvania: ,https://www.the-numbers.com/movie/Hotel-Transylvania-Transformania-(2021)#tab=summary
129,Mei Yanfang (梅艷芳),"$18,415,299","$535,596","$17,879,703",2.91%,Mei Yanfang (梅艷芳),https://www.the-numbers.com/movie/Mei-Yanfang-(2021-Hong-Kong)#tab=summary
130,Monkey King Reborn,"$17,697,587",,"$17,697,587",,Monkey King Reborn,https://www.the-numbers.com/movie/Monkey-King-Reborn-(2021-China)#tab=summary
131,Dear Evan Hansen,"$17,509,859","$15,002,646","$2,507,213",85.68%,Dear Evan Hansen,https://www.the-numbers.com/movie/Dear-Evan-Hansen#tab=summary
132,The Dry,"$17,488,723","$364,397","$17,124,326",2.08%,The Dry,https://www.the-numbers.com/movie/Dry-The-(Australia)#tab=summary
133,Ji Hun,"$17,100,000",,"$17,100,000",,Ji Hun,https://www.the-numbers.com/movie/Ji-Hun-(2021-China)#tab=summary
134,The Arctic: Our Last Great Wilderness,"$16,894,562",,"$16,894,562",,The Arctic: Our Last,https://www.the-numbers.com/movie/Arctic-Our-Last-Great-Wilderness-The-(2021-Austria)#tab=summary
135,Spencer,"$16,546,858","$7,086,632","$9,460,226",42.83%,Spencer,https://www.the-numbers.com/movie/Spencer-(2021-United-Kingdom)#tab=summary
136,Cry Macho,"$16,510,734","$10,310,734","$6,200,000",62.45%,Cry Macho,https://www.the-numbers.com/movie/Cry-Macho-(2021)#tab=summary
137,Reminiscence,"$16,400,193","$3,900,193","$12,500,000",23.78%,Reminiscence,https://www.the-numbers.com/movie/Reminiscence#tab=summary
138,Kua Guo Ya Lu Jiang (跨过鸭绿江),"$16,310,000",,"$16,310,000",,Kua Guo Ya Lu Jiang ,https://www.the-numbers.com/movie/Kua-Guo-Ya-Lu-Jiang-(2021-China)#tab=summary
139,Gintama: The Final,"$15,775,367",,"$15,775,367",,Gintama: The Final,https://www.the-numbers.com/movie/Gintama-The-Final-(2021-Japan)#tab=summary
140,Doraibu mai kâ,"$15,339,256","$2,352,240","$12,987,016",15.33%,Doraibu mai kâ,https://www.the-numbers.com/movie/Doraibu-mai-ka-(2021-Japan)#tab=summary
141,Yang Guang Jie Mei Tao,"$14,690,000",,"$14,690,000",,Yang Guang Jie Mei T,https://www.the-numbers.com/movie/Yang-Guang-Jie-Mei-Tao-(2021-China)#tab=summary
142,New Happy Dad and Son 4,"$14,470,000",,"$14,470,000",,New Happy Dad and So,https://www.the-numbers.com/movie/New-Happy-Dad-and-Son-4-(2021-China)#tab=summary
143,Pei Ni Hen Jiu Hen Jiu,"$14,260,000",,"$14,260,000",,Pei Ni Hen Jiu Hen J,https://www.the-numbers.com/movie/Pei-Ni-Hen-Jiu-Hen-Jiu-(2019-Taiwan)#tab=summary
144,BAC Nord,"$13,510,027",,"$13,510,027",,BAC Nord,https://www.the-numbers.com/movie/BAC-Nord-(2021-France)#tab=summary
145,Christmas with the Chosen: The Messengers,"$13,388,000","$13,388,000",,100.00%,Christmas with the C,https://www.the-numbers.com/movie/Christmas-with-the-Chosen-The-Messengers-(2021)#tab=summary
146,OSS 117: Alerte rouge en Afrique noire,"$13,215,361",,"$13,215,361",,OSS 117: Alerte roug,https://www.the-numbers.com/movie/OSS-117-Alerte-rouge-en-Afrique-noire-(2021-France)#tab=summary
147,Hostage: Missing Celebrity (인질),"$13,188,333",,"$13,188,333",,Hostage: Missing Cel,https://www.the-numbers.com/movie/Hostage-Missing-Celebrity-(2021-South-Korea)#tab=summary
148,The Many Saints of Newark,"$13,037,403","$8,237,403","$4,800,000",63.18%,The Many Saints of N,https://www.the-numbers.com/movie/Many-Saints-of-Newark-The-(2020)#tab=summary
149,Extinct,"$12,824,804",,"$12,824,804",,Extinct,https://www.the-numbers.com/movie/Extinct#tab=summary
150,Character,"$12,627,506",,"$12,627,506",,Character,https://www.the-numbers.com/movie/Character-(2021-Japan)#tab=summary
151,Zhu Zhu Xia Da Dian Ying Kong Long Ri Ji,"$12,386,168",,"$12,386,168",,Zhu Zhu Xia Da Dian ,https://www.the-numbers.com/movie/Zhu-Zhu-Xia-Da-Dian-Ying-Kong-Long-Ri-Ji-(2021-China)#tab=summary
152,Master,"$11,734,563",,"$11,734,563",,Master,https://www.the-numbers.com/movie/Master-(2021-India)#tab=summary
153,Di Shi Yi Hui,"$11,495,479",,"$11,495,479",,Di Shi Yi Hui,https://www.the-numbers.com/movie/Di-Shi-Yi-Hui-(2019-China)#tab=summary
154,The Fable: Chapter Two,"$11,325,545",,"$11,325,545",,The Fable: Chapter T,https://www.the-numbers.com/movie/Fable-Chapter-Two-The-(2021-Japan)#tab=summary
155,Madres paralelas,"$11,217,056","$2,297,501","$8,919,555",20.48%,Madres paralelas,https://www.the-numbers.com/movie/Madres-paralelas-(2021-Spain)#tab=summary
156,AINBO: Spirit of the Amazon,"$11,096,896",,"$11,096,896",,AINBO: Spirit of the,https://www.the-numbers.com/movie/Ainbo-Spirit-of-the-Amazon-(2021-Peru)#tab=summary
157,Realm of Terracotta,"$10,755,028",,"$10,755,028",,Realm of Terracotta,https://www.the-numbers.com/movie/Realm-of-Terracotta-(2021-China)#tab=summary
