link,MPAA Rating,Running Time,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date,Production Budget,Franchise
https://www.the-numbers.com/movie/Eiga-doraemon-Shin-Nobita-no-uchu-kaitakushi#tab=summary,,,,,,,Japan,Japanese,,,
https://www.the-numbers.com/movie/Easy-Virtue#tab=summary,"PG-13for sexual content, brief partial nudity, and smoking throughout.",96 minutes,Romantic Comedy,Live Action,Historical Fiction,"Ealing Studios,Endgame Entertainment,Odyssey Entertainment,BBC Films,Fragile Films,Joe Abrams Productions,Prescience",United Kingdom,"English,French","May 22, 2009","$14,000,000",
https://www.the-numbers.com/movie/My-Life-in-Ruins#tab=summary,PG-13for sexual content,95 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,26 Films,Kanzaman Prods",United States,English,"June 05, 2009","$17,000,000",
https://www.the-numbers.com/movie/Chilgeup-gongmuwon#tab=summary,,,,,,,Republic of Korea,"Korean,Russian",,,
https://www.the-numbers.com/movie/Nanjing-Nanjing#tab=summary,"RFor wartime violence and atrocities including sexual assault, and for some sexuality and brief nudity",135 minutes,Drama,Live Action,Dramatization,,China,"Mandarin,Japanese,English,German","May 11, 2011","$12,000,000",
https://www.the-numbers.com/movie/Amelia-(2009)#tab=summary,"PGfor some sensuality, language, thematic elements and smoking",111 minutes,Drama,Live Action,Dramatization,"Fox Searchlight Pictures,Avalon Studio Productions","United States,Canada",English,"October 23, 2009","$40,000,000",
https://www.the-numbers.com/movie/Neuilly-Sa-Mere#tab=summary,,,,,,,France,French,,"$8,200,000",
https://www.the-numbers.com/movie/Capitalism-A-Love-Story#tab=summary,"RFor some language(Rating bulletin 2087 (Cert #45626), 9/16/2009)",127 minutes,Documentary,Live Action,Factual,,United States,"English,Russian,Spanish","September 23, 2009","$20,000,000",
https://www.the-numbers.com/movie/Whip-It#tab=summary,"PG-13for sexual content including crude dialogue, language and drug material.",111 minutes,Comedy,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,Mandate Pictures,Vincent Pictures,Flower Films,Rye Road",United States,English,"October 02, 2009","$15,000,000",
https://www.the-numbers.com/movie/Fired-Up#tab=summary,"PG-13for crude and sexual content throughout, partial nudity, language and some teen partying.",91 minutes,Comedy,Live Action,Contemporary Fiction,"Screen Gems,Moving Pictures,AMG,Gross Entertainment,Charles Weinstock",United States,English,"February 20, 2009","$20,000,000",
https://www.the-numbers.com/movie/Dorian-Gray#tab=summary,"Rfor sexual content including nudity, violence and some drug use(Rating bulletin 2124, 6/9/2010)",,Drama,Live Action,Fantasy,"Ealing Studios,Alliance Films,UK Film Council,Fragile Films,Aramid Entertainment,Prescience",United Kingdom,English,,,
https://www.the-numbers.com/movie/Delhi-6#tab=summary,Not Rated,128 minutes,Drama,Live Action,Contemporary Fiction,,India,Hindi,"February 13, 2009",,
https://www.the-numbers.com/movie/Mother-(2009)#tab=summary,"Rfor language, some sexual content, violence and drug use",128 minutes,Drama,Live Action,Contemporary Fiction,"Magnolia Pictures,CJ Entertainment,Barunson E&A",Republic of Korea,Korean,"May 28, 2009",,
https://www.the-numbers.com/movie/High-Security-Vacation#tab=summary,,113 minutes,Comedy,Live Action,Contemporary Fiction,,Russian Federation,Russian,,,
https://www.the-numbers.com/movie/Adventureland-(2009)#tab=summary,"Rfor language, drug use and sexual references.",106 minutes,Black Comedy,Live Action,Historical Fiction,"Miramax Films,Sidney Kimmel Entertainment,This is That",United States,English,"April 03, 2009","$9,800,000",
https://www.the-numbers.com/movie/Sunshine-Cleaning#tab=summary,"Rfor language, disturbing images, some sexuality and drug use",91 minutes,Comedy,Live Action,Contemporary Fiction,"Overture Films,Big Beach,Backlot Pictures",United States,English,"March 13, 2009","$5,000,000",
https://www.the-numbers.com/movie/12-Rounds#tab=summary,PG-13for sequences of violence and action.,108 minutes,Action,Live Action,Contemporary Fiction,"WWE Studios,Fox Atomic,The Mark Gordon Company",United States,English,"March 27, 2009","$20,000,000",12 Rounds
https://www.the-numbers.com/movie/Bright-Star#tab=summary,"PGfor thematic elements, some sensuality, brief language and incidental smoking",119 minutes,Drama,Live Action,Dramatization,"Pathe,Screen Australia,BBC Films,UK Film Council,New South Wales Film & Television Office,Hopscotch Features,Jan Chapman Films","United Kingdom,Australia,France","English,French","September 17, 2009","$8,500,000",
https://www.the-numbers.com/movie/Pandorum#tab=summary,RFor strong horror violence and language,108 minutes,Horror,Live Action,Science Fiction,"Overture Films,Constantin Film,Impact Pictures",United States,English,"September 25, 2009","$40,000,000",
https://www.the-numbers.com/movie/I-Love-You-Beth-Cooper#tab=summary,"PG-13for crude and sexual content, language, some teen drinking and drug references, and brief violence",102 minutes,Romantic Comedy,Live Action,Contemporary Fiction,1492 Pictures,United States,English,"July 10, 2009","$18,000,000",
https://www.the-numbers.com/movie/Two-Lovers#tab=summary,"Rfor language, some sexuality and brief drug use",109 minutes,Drama,Live Action,Contemporary Fiction,,United States,English,"February 13, 2009","$12,000,000",
https://www.the-numbers.com/movie/Running-Turtle#tab=summary,,,,,,,Republic of Korea,,,,
https://www.the-numbers.com/movie/Ajab-Prem-Ki-Ghazab-Kahani#tab=summary,Not Rated,144 minutes,Romantic Comedy,Live Action,Contemporary Fiction,,India,Hindi,"November 06, 2009",,
https://www.the-numbers.com/movie/Goods-Live-Hard-Sell-Hard-The#tab=summary,"Rfor sexual content, nudity, pervasive language and some drug material.",89 minutes,Comedy,Live Action,Contemporary Fiction,"Paramount Vantage,Gary Sanchez Productions,Kevin Messick Productions",United States,English,"August 14, 2009","$10,000,000",
https://www.the-numbers.com/movie/Celda-211#tab=summary,,113 minutes,Action,Live Action,Contemporary Fiction,,"Spain,France","Spanish,Basque,English","November 06, 2009",,
https://www.the-numbers.com/movie/Obitaemyy-ostrov#tab=summary,,,Action,Live Action,Science Fiction,,Russian Federation,,,"$36,500,000",
https://www.the-numbers.com/movie/Mannersache#tab=summary,,,,,,,Germany,,,,
https://www.the-numbers.com/movie/On-His-Majestys-Secret-Service#tab=summary,,,,,,,Hong Kong,Cantonese,,,
https://www.the-numbers.com/movie/Wanted-(2009)#tab=summary,Not Rated,147 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,,India,Hindi,"September 18, 2009",,
https://www.the-numbers.com/movie/Thirst#tab=summary,"Rfor graphic bloody violence, disturbing images, strong sexual content, nudity and language.",,Horror,Live Action,Fantasy,,Republic of Korea,Korean,"April 03, 2009",,
https://www.the-numbers.com/movie/Thirst#tab=summary,"Rfor graphic bloody violence, disturbing images, strong sexual content, nudity and language.",,Horror,Live Action,Fantasy,,Republic of Korea,Korean,"April 03, 2009",,
https://www.the-numbers.com/movie/Thirst-(2009)#tab=summary,"Rfor some language and disturbing material(Rating bulletin 2109, 2/24/2010)",91 minutes,Horror,Live Action,Contemporary Fiction,Insight Film Studios,Canada,English,"April 30, 2009",,
https://www.the-numbers.com/movie/Thirst-(2009)#tab=summary,"Rfor some language and disturbing material(Rating bulletin 2109, 2/24/2010)",91 minutes,Horror,Live Action,Contemporary Fiction,Insight Film Studios,Canada,English,"April 30, 2009",,
https://www.the-numbers.com/movie/Chasseurs-de-dragons#tab=summary,PG-13for action violence.,82 minutes,Adventure,Digital Animation,Kids Fiction,,"France,Luxembourg,Germany",French,,"$17,000,000",
https://www.the-numbers.com/movie/Thirst#tab=summary,"Rfor graphic bloody violence, disturbing images, strong sexual content, nudity and language.",,Horror,Live Action,Fantasy,,Republic of Korea,Korean,"April 03, 2009",,
https://www.the-numbers.com/movie/Thirst#tab=summary,"Rfor graphic bloody violence, disturbing images, strong sexual content, nudity and language.",,Horror,Live Action,Fantasy,,Republic of Korea,Korean,"April 03, 2009",,
https://www.the-numbers.com/movie/Thirst-(2009)#tab=summary,"Rfor some language and disturbing material(Rating bulletin 2109, 2/24/2010)",91 minutes,Horror,Live Action,Contemporary Fiction,Insight Film Studios,Canada,English,"April 30, 2009",,
https://www.the-numbers.com/movie/Thirst-(2009)#tab=summary,"Rfor some language and disturbing material(Rating bulletin 2109, 2/24/2010)",91 minutes,Horror,Live Action,Contemporary Fiction,Insight Film Studios,Canada,English,"April 30, 2009",,
https://www.the-numbers.com/movie/Bandslam#tab=summary,PGfor some thematic elements and mild language.,111 minutes,Comedy,Live Action,Contemporary Fiction,Walden Media,United States,English,"August 14, 2009","$20,000,000",
https://www.the-numbers.com/movie/Abrazos-rotos-Los#tab=summary,"Rfor sexual content, language and some drug material",128 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,,Spain,"Spanish,English","November 20, 2009",,
https://www.the-numbers.com/movie/Street-Fighter-The-Legend-of-Chun-Li#tab=summary,"PG-13for sequences of violence and martial arts action, and some sensuality.",96 minutes,Action,Live Action,Contemporary Fiction,"Hyde Park Entertainment,Capcom,Adlabs Films,Ashok Amritraj",United States,English,"February 27, 2009","$50,000,000",Street Fighter
https://www.the-numbers.com/movie/Bad-Lieutenant-Port-of-Call-New-Orleans#tab=summary,"Rfor drug use and language throughout, some violence and sexuality",122 minutes,Drama,Live Action,Contemporary Fiction,,United States,English,"November 20, 2009","$25,000,000",
https://www.the-numbers.com/movie/Whiteout#tab=summary,"Rfor violence, grisly images, brief strong language and some nudity",101 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Warner Bros.,Dark Castle Entertainment","United States,France,Canada","English,Russian","September 11, 2009","$35,000,000",
https://www.the-numbers.com/movie/McDull-Kung-Fu-Kindergarten-(China)#tab=summary,,81 minutes,Adventure,Digital Animation,Kids Fiction,,"Hong Kong,Japan","Mandarin,Cantonese","July 24, 2009",,
https://www.the-numbers.com/movie/De-Dana-Dan#tab=summary,Not Rated,167 minutes,Comedy,Live Action,Contemporary Fiction,,India,Hindi,"November 25, 2009",,
https://www.the-numbers.com/movie/Rudo-y-Cursi#tab=summary,"Rfor pervasive language, sexual content and brief drug use.",103 minutes,Comedy,Live Action,Contemporary Fiction,,Mexico,Spanish,"May 08, 2009",,
https://www.the-numbers.com/movie/Katyn#tab=summary,Not Rated,,Drama,Live Action,Historical Fiction,,Poland,,"February 18, 2009",,
https://www.the-numbers.com/movie/Nae-sarang-nae-gyeotae#tab=summary,,,,Live Action,,,Republic of Korea,Korean,,,
https://www.the-numbers.com/movie/Faubourg-36#tab=summary,Not Rated,,,,,,"France,Germany,Czech Republic",French,"April 03, 2009",,
https://www.the-numbers.com/movie/Doroppu#tab=summary,,122 minutes,Comedy,Live Action,Contemporary Fiction,,Japan,Japanese,,,
https://www.the-numbers.com/movie/Hexe-Lilli-der-Drache-und-das-magische-Buch#tab=summary,,,,,,,Germany,German,,,
https://www.the-numbers.com/movie/Garfields-Pet-Force#tab=summary,G,,,,,,United States,English,,,Garfield
https://www.the-numbers.com/movie/Extract#tab=summary,"Rfor language, sexual references and some drug use.",92 minutes,Black Comedy,Live Action,Contemporary Fiction,"Miramax Films,Ternion Entertainment,F+A Productions,3 Arts Entertainment",United States,English,"September 04, 2009","$7,500,000",
https://www.the-numbers.com/movie/Not-Easily-Broken#tab=summary,PG-13for sexual references and thematic elements,100 minutes,Drama,Live Action,Contemporary Fiction,,United States,English,"January 09, 2009","$5,000,000",
https://www.the-numbers.com/movie/Moon#tab=summary,Rfor language,97 minutes,Thriller/Suspense,Live Action,Science Fiction,"Liberty Films,Limelight,Xingu Films,Stage 6 Films",United Kingdom,English,"June 12, 2009","$5,000,000",
https://www.the-numbers.com/movie/De-pere-en-flic#tab=summary,Not Rated,107 minutes,Comedy,Live Action,Contemporary Fiction,,Canada,"French,English","July 08, 2009",,
https://www.the-numbers.com/movie/Boondock-Saints-2-All-Saints-Day-The#tab=summary,"Rfor bloody violence, language and some nudity",90 minutes,Action,Live Action,Contemporary Fiction,,United States,English,"October 30, 2009","$8,000,000",Boondock Saints
https://www.the-numbers.com/movie/Collector-The#tab=summary,"Rfor pervasive sadistic bloody violence, language and some sexuality/nudity",89 minutes,Horror,Live Action,Contemporary Fiction,"LD Entertainment,Fortress Features",United States,English,"July 31, 2009","$3,000,000",The Collector
https://www.the-numbers.com/movie/Lyubov-v-bolshom-gorode#tab=summary,,,,,,,"Russian Federation,United States,Ukraine","Russian,English",,,
https://www.the-numbers.com/movie/Next-Day-Air#tab=summary,"Rfor pervasive language, drug content, some violence and brief sexuality.",84 minutes,Comedy,Live Action,Contemporary Fiction,"Summit Entertainment,A Mark Entertainment,Melee Entertainment,Next Day Air Productions,Secret Society Films",United States,English,"May 08, 2009","$3,000,000",
https://www.the-numbers.com/movie/Away-We-Go#tab=summary,Rfor language and some sexual content.,98 minutes,Comedy,Live Action,Contemporary Fiction,,United States,English,"June 05, 2009","$21,000,000",
https://www.the-numbers.com/movie/Taking-Woodstock#tab=summary,"Rfor graphic nudity, some sexual content, drug use and language",121 minutes,Comedy,Live Action,Dramatization,Focus Features,United States,English,"August 26, 2009","$29,000,000",
https://www.the-numbers.com/movie/Toy-Story-3#tab=summary,"G(Rating bulletin 2121, 5/19/2010)",102 minutes,Adventure,Digital Animation,Kids Fiction,"Walt Disney Pictures,Disney-Pixar",United States,English,"June 18, 2010","$200,000,000",Toy Story
https://www.the-numbers.com/movie/Alice-in-Wonderland-(2010)#tab=summary,"PGfor fantasy action/violence involving scary images and situations, and for a smoking caterpillar(Rating bulletin 2107, 2/10/2010)",108 minutes,Adventure,Animation/Live Action,Fantasy,"Walt Disney Pictures,Roth Films,Zancuk Company",United States,English,"March 04, 2010","$200,000,000",Alice in Wonderland
https://www.the-numbers.com/movie/Harry-Potter-and-the-Deathly-Hallows-Part-I#tab=summary,"PG-13for some sequences of intense action violence, frightening images and brief sensuality.(Rating bulletin 2141, 10/6/2010)",146 minutes,Adventure,Animation/Live Action,Fantasy,"Heyday Films,Warner Bros.","United Kingdom,United States",English,"November 17, 2010","$125,000,000",Harry Potter
https://www.the-numbers.com/movie/Inception#tab=summary,"PG-13for sequences of violence and action throughout(Rating bulletin 2118, 4/28/2010)",147 minutes,Thriller/Suspense,Animation/Live Action,Science Fiction,"Warner Bros.,Legendary Pictures,Syncopy","United States,United Kingdom","English,Japanese,French","July 16, 2010","$160,000,000",
https://www.the-numbers.com/movie/Shrek-Forever-After-(2010)#tab=summary,"PGfor mild action, some rude humor and brief language(Rating bulletin 2111, 3/10/2010)",93 minutes,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,"May 21, 2010","$165,000,000",Shrek
https://www.the-numbers.com/movie/Twilight-Saga-Eclipse-The#tab=summary,"PG-13for intense sequences of action and violence, and some sensuality.(Rating bulletin 2120, 5/12/2010)",124 minutes,Drama,Live Action,Fantasy,"Temple Hill Entertainment,Maverick Films,Imprint Entertainment,Sunswept Entertainment",United States,English,"June 30, 2010","$68,000,000",Twilight
https://www.the-numbers.com/movie/Iron-Man-2#tab=summary,"PG-13for sequences of intense sci-fi action and violence, and some language(Rating bulletin 2116, 4/14/2010)",125 minutes,Action,Live Action,Super Hero,"Paramount Pictures,Marvel Studios,Fairview Entertainment",United States,English,"April 29, 2010","$170,000,000",Iron ManMarvel Cinematic Universe
https://www.the-numbers.com/movie/Tangled#tab=summary,"PGfor brief mild violence(Rating bulletin 2142, 10/13/2010)",101 minutes,Adventure,Digital Animation,Kids Fiction,Walt Disney Animation Studios,United States,English,"November 24, 2010","$260,000,000",
https://www.the-numbers.com/movie/Despicable-Me#tab=summary,"PGfor rude humor and mild action(Rating bulletin 2117, 4/21/2010)",95 minutes,Adventure,Digital Animation,Kids Fiction,"Universal Pictures,Chris Meledandri,Illumination Entertainment","United States,France",English,"July 09, 2010","$69,000,000",Despicable Me
https://www.the-numbers.com/movie/How-to-Train-Your-Dragon#tab=summary,"PGfor sequences of intense action and some scary images, and brief mild language.(Rating bulletin 2105 (Cert #45908), 1/27/2010)",91 minutes,Adventure,Digital Animation,Fantasy,DreamWorks Animation,United States,English,"March 26, 2010","$165,000,000",How to Train Your Dragon
https://www.the-numbers.com/movie/Clash-of-the-Titans-(2010)#tab=summary,"PG-13for fantasy action violence, some frightening images and brief sensuality(Rating bulletin 2112, 3/17/2010)",106 minutes,Action,Live Action,Fantasy,"Legendary Pictures,Warner Bros.,Thunder Road Film,Zancuk Company",United States,English,"April 01, 2010","$125,000,000",Clash of the Titans
https://www.the-numbers.com/movie/Kings-Speech-The#tab=summary,"Rfor some language.(Rating bulletin 2138, 9/15/2010)PG-13for language.(Rating bulletin 2163, 3/16/2011)",118 minutes,Drama,Live Action,Dramatization,"UK Film Council,See-Saw Films,Bedlam,Momentum Pictures,Aegis Film Fund,Molinare,FilmNation Entertainment,Weinstein Company",United Kingdom,English,"November 26, 2010","$15,000,000",
https://www.the-numbers.com/movie/Chronicles-of-Narnia-The-Voyage-of-the-Dawn-Treader-The#tab=summary,"PGfor some frightening images and sequences of fantasy action.(Rating bulletin 2143, 10/20/2010)",115 minutes,Adventure,Animation/Live Action,Fantasy,"Walden Media,Fox 2000 Pictures","United Kingdom,United States",English,"December 10, 2010","$155,000,000",Chronicles of Narnia
https://www.the-numbers.com/movie/Tron-Legacy-(2010)#tab=summary,"PGfor sequences of sci-fi action violence and brief mild language.(Rating bulletin 2148, 11/24/2010)",125 minutes,Adventure,Live Action,Science Fiction,Walt Disney Pictures,United States,English,"December 16, 2010","$200,000,000",Tron
https://www.the-numbers.com/movie/Karate-Kid-The-(2010)#tab=summary,"PGfor bullying, martial arts action violence and some mild language(Rating bulletin 2112, 3/17/2010)",140 minutes,Action,Live Action,Contemporary Fiction,"Columbia Pictures,Overbrook Entertainment,Jerry Weintraub,China Film Group",United States,English,"June 11, 2010","$40,000,000",Karate Kid
https://www.the-numbers.com/movie/Prince-of-Persia-Sands-of-Time#tab=summary,PG-13for intense sequences of violence and action.,115 minutes,Action,Live Action,Fantasy,"Walt Disney Pictures,Jerry Bruckheimer",United States,English,"May 28, 2010","$200,000,000",
https://www.the-numbers.com/movie/Black-Swan#tab=summary,"Rfor strong sexual content, disturbing violent images, language and some drug use.(Rating bulletin 2133, 8/11/2010)",108 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Dune Entertainment,Cross Creek Pictures,Phoenix Pictures,Protozoa Pictures,Mad Chance",United States,English,"December 03, 2010","$13,000,000",
https://www.the-numbers.com/movie/Robin-Hood-(2010)#tab=summary,"PG-13for violence including intense sequences of warfare, and some sexual content(Rating bulletin 2111, 3/10/2010)",139 minutes,Action,Live Action,Historical Fiction,"United Artists,Fairbanks","United States,United Kingdom",English,"May 14, 2010","$210,000,000",
https://www.the-numbers.com/movie/Megamind#tab=summary,"PGfor action and some language.(Rating bulletin 2139, 9/22/2010)",95 minutes,Adventure,Digital Animation,Kids Fiction,"DreamWorks Animation,PDI",United States,English,"November 05, 2010","$130,000,000",Megamind
https://www.the-numbers.com/movie/Last-Airbender-The#tab=summary,"PGfor fantasy action violence.(Rating bulletin 2126, 6/22/2010)",103 minutes,Adventure,Live Action,Fantasy,"Paramount Pictures,Nickelodeon Films,Blinding Edge Pictures,The Kennedy/Marshall Company",United States,English,"July 01, 2010","$150,000,000",
https://www.the-numbers.com/movie/Little-Fockers#tab=summary,"PG-13for mature sexual humor throughout, language and some drug content.(Rating bulletin 2148, 11/24/2010)",98 minutes,Comedy,Live Action,Contemporary Fiction,"Everyman Pictures,Tribeca Film,Relativity Media",United States,English,"December 22, 2010","$100,000,000",Meet the Parents
https://www.the-numbers.com/movie/Shutter-Island-(2010)#tab=summary,"Rfor disturbing violent content, language and some nudity(Rating bulletin 2105, 1/27/2010)",138 minutes,Thriller/Suspense,Live Action,Historical Fiction,"Phoenix Pictures,Sikelia Productions,Appian Way",United States,English,"February 19, 2010","$80,000,000",
https://www.the-numbers.com/movie/Resident-Evil-Afterlife#tab=summary,"Rfor sequences of strong violence and language.(Rating bulletin 2133, 8/11/2010)",97 minutes,Horror,Live Action,Science Fiction,"Impact Pictures,Davis Films,Constantin Film","Germany,Canada,United States",English,"September 10, 2010","$57,500,000",Resident Evil
https://www.the-numbers.com/movie/Sex-and-the-City-2#tab=summary,"Rfor some strong sexual content and language(Rating bulletin 2117, 4/21/2010)",146 minutes,Comedy,Live Action,Contemporary Fiction,"New Line Cinema,HBO Films,Village Roadshow Productions,Darren Star",United States,English,"May 27, 2010","$95,000,000",Sex and the City
https://www.the-numbers.com/movie/Salt#tab=summary,"PG-13For intense sequences of violence and action.(Rating bulletin 2125, 6/16/2010)",100 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Columbia Pictures,Relativity Media,di Bonaventura Pictures",United States,English,"July 23, 2010","$130,000,000",Salt
https://www.the-numbers.com/movie/Tourist-The#tab=summary,"PG-13for violence and brief strong language.(Rating bulletin 2145, 11/3/2010)",102 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"StudioCanal,Birnbaum/Barber,GK Films,Spyglass Entertainment","France,United States",English,"December 10, 2010","$100,000,000",
https://www.the-numbers.com/movie/Grown-Ups#tab=summary,"PG-13for crude material including suggestive references, language and some male rear nudity(Rating bulletin 2121, 5/19/2010)",102 minutes,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures,Relativity Media,Happy Madison",United States,English,"June 25, 2010","$75,000,000",Grown Ups
https://www.the-numbers.com/movie/Expendables-The#tab=summary,"RFor strong action and bloody violence throughout, and for some language.(Rating bulletin 2126, 6/22/2010)",103 minutes,Action,Live Action,Contemporary Fiction,"Nu Image,Millennium Films",United States,"English,Spanish,Somali","August 13, 2010","$82,000,000",The Expendables
https://www.the-numbers.com/movie/Knight-and-Day#tab=summary,"PG-13for sequences of action violence throughout, and brief strong Language(Rating bulletin 2124, 6/9/2010)",109 minutes,Action,Live Action,Contemporary Fiction,"20th Century Fox,Regency Enterprises,Pink Machine,Todd Garner,Tree Line Film,New Regency",United States,English,"June 23, 2010","$117,000,000",
https://www.the-numbers.com/movie/True-Grit-(2010)#tab=summary,"PG-13for some intense sequences of western violence including disturbing images.(Rating bulletin 2147, 11/17/2010)",110 minutes,Western,Live Action,Historical Fiction,"Paramount Pictures,Scott Rudin Productions,Skydance Productions",United States,English,"December 22, 2010","$35,000,000",
https://www.the-numbers.com/movie/Gullivers-Travels-(2010)#tab=summary,"PGfor brief rude humor, mild language and action.(Rating bulletin 2148, 11/24/2010)",87 minutes,Adventure,Animation/Live Action,Fantasy,"Davis Entertainment,Dune Entertainment,Ingenious Media,Big Screen Prods,Phoenix Pictures",United States,English,"December 24, 2010","$112,000,000",
