link,Running Time,Genre,Production Method,Production Countries,Languages,Release Date,Production Budget,Production/Financing Companies
https://www.the-numbers.com/movie/Curious-Case-of-Benjamin-Button-The#tab=summary,167 minutes,Drama,Live Action,United States,English,"December 25, 2008","$160,000,000","Paramount Pictures,The Kennedy/Marshall Company"
https://www.the-numbers.com/movie/Bolt#tab=summary,96 minutes,Adventure,Digital Animation,United States,English,"November 21, 2008","$150,000,000","Walt Disney Pictures,Walt Disney Animation Studios"
https://www.the-numbers.com/movie/Horton-Hears-a-Who#tab=summary,88 minutes,Adventure,Digital Animation,United States,English,"March 14, 2008","$85,000,000","20th Century Fox Animation,Blue Sky Studios"
https://www.the-numbers.com/movie/Gran-Torino#tab=summary,116 minutes,Drama,Live Action,United States,English,"December 12, 2008","$25,000,000","Warner Bros.,Village Roadshow Productions,Double Nickel Entertainment,Malpaso Productions"
https://www.the-numbers.com/movie/High-School-Musical-3-Senior-Year#tab=summary,112 minutes,Musical,Live Action,United States,English,"October 24, 2008","$11,000,000","Walt Disney Pictures,Borden and Rosenbush Entertainment"
https://www.the-numbers.com/movie/10-000-B-C#tab=summary,109 minutes,Adventure,Live Action,United States,English,"March 07, 2008","$105,000,000","Centropolis Entertainment,Legendary Pictures,Warner Bros."
https://www.the-numbers.com/movie/Incredible-Hulk-The#tab=summary,112 minutes,Adventure,Live Action,United States,English,"June 13, 2008","$137,500,000","Universal Pictures,Marvel Studios,Valhalla Motion Pictures"
https://www.the-numbers.com/movie/Marley-and-Me#tab=summary,116 minutes,Comedy,Live Action,United States,English,"December 25, 2008","$60,000,000","Fox 2000 Pictures,Regency Enterprises,Gil Netter Productions,Sunswept Entertainment"
https://www.the-numbers.com/movie/Bienvenue-chez-les-Ch-tis#tab=summary,106 minutes,Comedy,Live Action,France,"French,Picard (Chti)","July 25, 2008","$16,000,000",
https://www.the-numbers.com/movie/Journey-to-the-Center-of-the-Earth-(2008)#tab=summary,92 minutes,Adventure,Live Action,United States,English,"July 11, 2008","$45,000,000","New Line Cinema,Walden Media,Charlotte Huggins"
https://www.the-numbers.com/movie/Day-the-Earth-Stood-Still-The#tab=summary,103 minutes,Adventure,Live Action,United States,English,"December 12, 2008","$80,000,000","20th Century Fox,Dune Entertainment,3 Arts Entertainment"
https://www.the-numbers.com/movie/Taken-(2009)#tab=summary,91 minutes,Thriller/Suspense,Live Action,France,"English,French,Albanian,Arabic","April 09, 2008","$25,000,000","EuropaCorp,M6 Films,Grive Productions,Canal Plus,TPS Star"
https://www.the-numbers.com/movie/Get-Smart#tab=summary,110 minutes,Comedy,Live Action,United States,English,"June 20, 2008","$80,000,000","Village Roadshow Productions,Mosaic Media,Mad Chance,Callahan Filmworks"
https://www.the-numbers.com/movie/Yes-Man#tab=summary,104 minutes,Romantic Comedy,Live Action,United States,English,"December 19, 2008","$50,000,000","Warner Bros.,Village Roadshow Productions,Heyday Films,Zancuk Company"
https://www.the-numbers.com/movie/Jumper#tab=summary,88 minutes,Adventure,Live Action,United States,English,"February 14, 2008","$82,500,000","Regency Enterprises,New Regency,Hypnotic"
https://www.the-numbers.com/movie/Bedtime-Stories#tab=summary,99 minutes,Adventure,Live Action,United States,English,"December 25, 2008","$80,000,000","Walt Disney Pictures,Happy Madison,Conman & Izzy"
https://www.the-numbers.com/movie/What-Happens-in-Vegas#tab=summary,98 minutes,Romantic Comedy,Live Action,United States,English,"May 03, 2008","$35,000,000","20th Century Fox,Regency Enterprises,21 Laps Entertainment,Mosaic Media"
https://www.the-numbers.com/movie/Australia-(2008)#tab=summary,165 minutes,Drama,Live Action,United States,English,"November 26, 2008","$130,000,000","Twentieth Century Fox,Bazmark Film 2 Pty Ltd"
https://www.the-numbers.com/movie/Ponyo-(2008-Japan)#tab=summary,101 minutes,Adventure,Hand Animation,Japan,Japanese,"July 19, 2008","$34,000,000","Studio Ghibli,Nippon Television Network,Dentsu Inc.,Hakuhoda,Walt Disney Japan"
https://www.the-numbers.com/movie/Valkyrie#tab=summary,120 minutes,Thriller/Suspense,Live Action,United States,English,"December 25, 2008","$90,000,000","Metro-Goldwyn-Mayer Pictures,United Artistic Group,Bad Hat Harry Productions,Achte Babelsberg Film"
https://www.the-numbers.com/movie/You-Dont-Mess-With-the-Zohan-(2008)#tab=summary,113 minutes,Comedy,Live Action,United States,English,"June 06, 2008","$90,000,000","Columbia Pictures,Relativity Media,Happy Madison"
https://www.the-numbers.com/movie/Tropic-Thunder#tab=summary,106 minutes,Comedy,Live Action,United States,English,"August 13, 2008","$90,000,000","DreamWorks Pictures,Red Hour Productions,Goldcrest Films"
https://www.the-numbers.com/movie/Eagle-Eye#tab=summary,117 minutes,Thriller/Suspense,Live Action,United States,English,"September 26, 2008","$80,000,000","DreamWorks Pictures,K/O Productions"
https://www.the-numbers.com/movie/Cloverfield#tab=summary,85 minutes,Action,Live Action,United States,English,"January 18, 2008","$25,000,000",Bad Robot
https://www.the-numbers.com/movie/Four-Christmases#tab=summary,88 minutes,Comedy,Live Action,United States,English,"November 26, 2008","$80,000,000",Spyglass Entertainment
https://www.the-numbers.com/movie/Burn-After-Reading#tab=summary,97 minutes,Black Comedy,Live Action,United States,English,"September 12, 2008","$37,000,000","Relativity Media,Working Title Films"
https://www.the-numbers.com/movie/Seven-Pounds-(2008)#tab=summary,123 minutes,Drama,Live Action,United States,English,"December 19, 2008","$54,000,000","Columbia Pictures,Relativity Media,Overbrook Entertainment,Escape Artists"
https://www.the-numbers.com/movie/Spiderwick-Chronicles-The#tab=summary,96 minutes,Adventure,Live Action,United States,English,"February 14, 2008","$92,500,000","The Kennedy/Marshall Company,Mark Canton"
https://www.the-numbers.com/movie/Happening-The#tab=summary,90 minutes,Thriller/Suspense,Live Action,"United States,France",English,"June 13, 2008","$60,000,000",Twentieth Century Fox
https://www.the-numbers.com/movie/Hellboy-2-The-Golden-Army#tab=summary,120 minutes,Action,Live Action,"Germany,United States",English,"July 11, 2008","$82,500,000","Universal Pictures,Relativity Media,Lawrence Gordon,Lloyd Levin,Dark Horse Entertainment"
https://www.the-numbers.com/movie/27-Dresses#tab=summary,111 minutes,Romantic Comedy,Live Action,United States,English,"January 13, 2008","$30,000,000","Spyglass Entertainment,Fox 2000 Pictures,Birnbaum/Barber"
https://www.the-numbers.com/movie/21-(2008)#tab=summary,122 minutes,Thriller/Suspense,Live Action,United States,English,"March 21, 2008","$35,000,000","Relativity Media,Columbia Pictures,Trigger Street Productions,Michael De Luca Productions"
https://www.the-numbers.com/movie/Beverly-Hills-Chihuahua#tab=summary,91 minutes,Adventure,Live Action,United States,"English,Spanish","October 03, 2008","$20,000,000","Walt Disney Pictures,Mandeville Films,Smart Entertainment"
https://www.the-numbers.com/movie/Vantage-Point#tab=summary,89 minutes,Thriller/Suspense,Live Action,United States,English,"February 22, 2008","$40,000,000","Columbia Pictures,Relativity Media,Original Film"
https://www.the-numbers.com/movie/Step-Up-2-the-Streets#tab=summary,98 minutes,Drama,Live Action,United States,English,"February 14, 2008","$17,500,000",Summit Entertainment
https://www.the-numbers.com/movie/Asterix-aux-Jeux-Olympiques#tab=summary,116 minutes,Adventure,Live Action,France,French,"July 04, 2008","$113,500,000",
https://www.the-numbers.com/movie/Forbidden-Kingdom-The#tab=summary,105 minutes,Action,Live Action,"United States,China","English,Mandarin,Cantonese","April 18, 2008","$55,000,000","Casey Silver,Lionsgate,Weinstein Company,Relativity Media,Huayi Brothers Corp."
https://www.the-numbers.com/movie/Step-Brothers#tab=summary,95 minutes,Comedy,Live Action,United States,English,"July 25, 2008","$65,000,000","Columbia Pictures,Relativity Media,Judd Apatow,Mosaic Media,Gary Sanchez Productions"
https://www.the-numbers.com/movie/Body-of-Lies-(2008)#tab=summary,128 minutes,Thriller/Suspense,Live Action,United States,"English,Arabic","October 10, 2008","$67,500,000",Warner Bros.
https://www.the-numbers.com/movie/Saw-V-(2008)#tab=summary,92 minutes,Horror,Live Action,United States,English,"October 24, 2008","$10,800,000","Twisted Pictures,Burg-Knoules,Hoffman"
https://www.the-numbers.com/movie/Changeling-(2008)#tab=summary,142 minutes,Thriller/Suspense,Live Action,United States,English,"October 24, 2008","$55,000,000","Universal Pictures,Imagine Entertainment"
https://www.the-numbers.com/movie/Rambo#tab=summary,91 minutes,Action,Live Action,"United States,Germany","English,Burmese,Thai","January 25, 2008","$47,500,000","Lionsgate,Weinstein Company,Millennium Entertainment,Nu Image"
https://www.the-numbers.com/movie/Reader-The#tab=summary,122 minutes,Drama,Live Action,"Germany,United States",English,"December 10, 2008","$32,500,000","Mirage Enterprises,Neunte Babelsberg Films GmbH"
https://www.the-numbers.com/movie/Transporter-3#tab=summary,103 minutes,Action,Live Action,United States,English,"November 26, 2008","$40,000,000","EuropaCorp,TF1 Film Productions,Grive Productions,Apipoulai Productions,Current Entertainment,Canal Plus"
https://www.the-numbers.com/movie/Fools-Gold-(2008)#tab=summary,112 minutes,Adventure,Live Action,"United States,Australia",English,"February 08, 2008","$72,500,000","Warner Bros.,De Line Pictures"
https://www.the-numbers.com/movie/Made-of-Honor#tab=summary,101 minutes,Romantic Comedy,Live Action,United States,English,"May 02, 2008","$40,000,000","Columbia Pictures,Relativity Media,Original Film"
https://www.the-numbers.com/movie/Forgetting-Sarah-Marshall-(2008)#tab=summary,112 minutes,Romantic Comedy,Live Action,United States,English,"April 18, 2008","$30,000,000","Universal Pictures,Judd Apatow"
https://www.the-numbers.com/movie/Vicky-Cristina-Barcelona#tab=summary,97 minutes,Comedy,Live Action,"Spain,United States","English,Spanish","August 15, 2008","$16,000,000",Weinstein Company
https://www.the-numbers.com/movie/Pineapple-Express#tab=summary,112 minutes,Comedy,Live Action,United States,English,"August 06, 2008","$26,000,000","Columbia Pictures,Relativity Media,Judd Apatow"
https://www.the-numbers.com/movie/Nims-Island#tab=summary,96 minutes,Adventure,Live Action,United States,English,"April 04, 2008","$37,000,000",Walden Media
https://www.the-numbers.com/movie/Role-Models#tab=summary,99 minutes,Comedy,Live Action,United States,English,"November 07, 2008","$28,000,000",Universal Pictures
https://www.the-numbers.com/movie/Speed-Racer#tab=summary,135 minutes,Action,Live Action,United States,English,"May 09, 2008","$120,000,000",Warner Bros.
https://www.the-numbers.com/movie/Tale-of-Despereaux-The#tab=summary,93 minutes,Adventure,Digital Animation,"United States,United Kingdom",English,"December 19, 2008","$60,000,000",Universal Pictures
https://www.the-numbers.com/movie/Max-Payne#tab=summary,103 minutes,Action,Live Action,United States,English,"October 17, 2008","$35,000,000","Twentieth Century Fox,Firm Films,Depth Entertainment"
https://www.the-numbers.com/movie/Rookies#tab=summary,137 minutes,Drama,Live Action,Japan,Japanese,,,
https://www.the-numbers.com/movie/Meet-the-Spartans#tab=summary,84 minutes,Comedy,Live Action,United States,English,"January 25, 2008","$30,000,000","Regency Enterprises,New Regency,3 In The Box Productions"
https://www.the-numbers.com/movie/Strangers-The-(2008)#tab=summary,85 minutes,Thriller/Suspense,Live Action,United States,English,"May 30, 2008","$9,000,000","Rogue Pictures,Intrepid Pictures,Vertigo Entertainment,Mandate Pictures"
https://www.the-numbers.com/movie/Revolutionary-Road#tab=summary,129 minutes,Drama,Live Action,United States,English,"December 26, 2008","$45,000,000","Evamere Entertainment,BBC Films,Neal Street"
https://www.the-numbers.com/movie/Nights-in-Rodanthe#tab=summary,97 minutes,Drama,Live Action,United States,English,"September 26, 2008",,"Carolina Pictures, LLC."
https://www.the-numbers.com/movie/Righteous-Kill#tab=summary,110 minutes,Thriller/Suspense,Live Action,United States,English,"September 12, 2008","$60,000,000",Millennium Films
https://www.the-numbers.com/movie/Other-Boleyn-Girl-The#tab=summary,115 minutes,Drama,Live Action,United Kingdom,English,"February 29, 2008","$40,000,000","Universal Pictures International,Columbia Pictures,BBC Films,Relativity Media,Ruby Films,Scott Rudin Productions"
https://www.the-numbers.com/movie/Mirrors#tab=summary,111 minutes,Horror,Live Action,United States,English,"August 15, 2008","$35,000,000","Regency Enterprises,New Regency"
https://www.the-numbers.com/movie/Superhero-Movie#tab=summary,86 minutes,Comedy,Live Action,United States,English,"March 28, 2008","$35,000,000",Dimension Films
https://www.the-numbers.com/movie/Hana-yori-dango-Fainaru-(2008-Japan)#tab=summary,131 minutes,Drama,Live Action,Japan,Japanese,,,
https://www.the-numbers.com/movie/Death-Race-(2008)#tab=summary,110 minutes,Action,Live Action,United States,English,"August 22, 2008","$65,000,000",Relativity Media
https://www.the-numbers.com/movie/House-Bunny-The#tab=summary,97 minutes,Comedy,Live Action,United States,English,"August 22, 2008","$25,000,000","Columbia Pictures,Relativity Media,Happy Madison,Alta Loma Entertainment"
https://www.the-numbers.com/movie/Hannah-Montana-and-Miley-Cyrus-Best-of-Both-Worlds-Concert-Tour-(2008)#tab=summary,75 minutes,Concert/Performance,Live Action,United States,English,"February 01, 2008","$6,500,000",
https://www.the-numbers.com/movie/Babylon-AD#tab=summary,100 minutes,Action,Live Action,France,English,"August 29, 2008","$45,000,000","Babylon A.D.,SAS,Babylon Films,StudioCanal,M6 Films,Canal Plus,Cinecinema"
https://www.the-numbers.com/movie/Star-Wars-The-Clone-Wars#tab=summary,98 minutes,Adventure,Digital Animation,United States,English,"August 15, 2008","$8,500,000",Lucasfilm
https://www.the-numbers.com/movie/X-Files-I-Want-to-Believe-The#tab=summary,110 minutes,Action,Live Action,United States,English,"July 25, 2008","$35,000,000","Twentieth Century Fox,Ten Thirteen"
https://www.the-numbers.com/movie/Dark-Knight-The#tab=summary,152 minutes,Action,Live Action,United States,"English,Mandarin","July 11, 2008","$185,000,000","Legendary Pictures,Warner Bros.,Syncopy"
https://www.the-numbers.com/movie/Dark-Knight-The#tab=summary,152 minutes,Action,Live Action,United States,"English,Mandarin","July 11, 2008","$185,000,000","Legendary Pictures,Warner Bros.,Syncopy"
https://www.the-numbers.com/movie/Dark-Knight-The-(Unkn)#tab=summary,,Thriller/Suspense,Live Action,,,"July 25, 2008",,
https://www.the-numbers.com/movie/Dark-Knight-The-(Unkn)#tab=summary,,Thriller/Suspense,Live Action,,,"July 25, 2008",,
https://www.the-numbers.com/movie/Space-Chimps#tab=summary,81 minutes,Adventure,Digital Animation,United States,English,"July 18, 2008","$37,000,000","Starz Animation,Odyssey Entertainment,Vanguard Animation"
https://www.the-numbers.com/movie/Bank-Job-The#tab=summary,110 minutes,Thriller/Suspense,Live Action,United Kingdom,English,"March 07, 2008","$20,000,000",Relativity Media
https://www.the-numbers.com/movie/Okuribito-(2008-Japan)#tab=summary,131 minutes,Drama,Live Action,Japan,Japanese,"October 30, 2008",,
https://www.the-numbers.com/movie/Street-Kings#tab=summary,107 minutes,Thriller/Suspense,Live Action,United States,English,"April 11, 2008","$20,000,000","3 Arts Entertainment,Fox Searchlight Pictures,Regency Enterprises"
https://www.the-numbers.com/movie/Baby-Mama#tab=summary,99 minutes,Comedy,Live Action,United States,English,"April 25, 2008","$30,000,000",Relativity Media
https://www.the-numbers.com/movie/Eye-The-(2008)#tab=summary,97 minutes,Horror,Live Action,United States,English,"February 01, 2008","$12,000,000","Lionsgate,Paramount Vantage,C/W Productions,Vertigo Films"
https://www.the-numbers.com/movie/Milk#tab=summary,128 minutes,Drama,Live Action,United States,English,"November 26, 2008","$20,000,000","Groundswell Productions,Jinks/Cohen Company"
https://www.the-numbers.com/movie/Prom-Night-(2008)#tab=summary,87 minutes,Horror,Live Action,United States,English,"April 11, 2008","$18,000,000","Screen Gems,Original Film,Newmarket Films,Alliance Films"
https://www.the-numbers.com/movie/Definitely-Maybe-(2008)#tab=summary,111 minutes,Romantic Comedy,Live Action,United States,English,"February 14, 2008","$7,000,000",Working Title Films
https://www.the-numbers.com/movie/Doubt#tab=summary,104 minutes,Drama,Live Action,United States,English,"December 12, 2008","$20,000,000","Miramax Films,Scott Rudin Productions"
https://www.the-numbers.com/movie/Suspect-X-(2008-Japan)#tab=summary,128 minutes,Thriller/Suspense,Live Action,Japan,,,,
https://www.the-numbers.com/movie/Untraceable#tab=summary,100 minutes,Thriller/Suspense,Live Action,United States,English,"January 25, 2008","$35,000,000","Screen Gems,Lakeshore Entertainment,Cohen Media Group,Pearl Studio"
https://www.the-numbers.com/movie/College-Road-Trip#tab=summary,82 minutes,Adventure,Live Action,United States,English,"March 07, 2008",,"Walt Disney Pictures,Gunnfilms"
https://www.the-numbers.com/movie/Meet-Dave#tab=summary,90 minutes,Comedy,Live Action,United States,English,"July 11, 2008","$60,000,000","Twentieth Century Fox,Regency Enterprises,Friendly Films,Guy Walks Into a Bar"
https://www.the-numbers.com/movie/Women-The-(2008)#tab=summary,115 minutes,Comedy,Live Action,United States,English,"September 12, 2008","$16,000,000","Picturehouse,Inferno,Double Edge Entertainment,Jagged Films,Shukovsky English Entertainment"
https://www.the-numbers.com/movie/Drillbit-Taylor#tab=summary,102 minutes,Comedy,Live Action,United States,English,"March 21, 2008","$40,000,000","Paramount Pictures,Apatow Productions,Roth Productions,Arnold Productions"
https://www.the-numbers.com/movie/Shutter#tab=summary,85 minutes,Horror,Live Action,United States,English,"March 21, 2008","$8,000,000","Regency Enterprises,New Regency,Vertigo Entertainment"
https://www.the-numbers.com/movie/CJ7-(2008-Hong-Kong)#tab=summary,88 minutes,Adventure,Animation/Live Action,"Hong Kong,China",Cantonese,"March 07, 2008","$20,000,000",
https://www.the-numbers.com/movie/Wrestler-The#tab=summary,109 minutes,Drama,Live Action,United States,English,"December 17, 2008","$6,000,000",
https://www.the-numbers.com/movie/Bangkok-Dangerous-(2008)#tab=summary,100 minutes,Action,Live Action,United States,"English,Thai","September 05, 2008","$45,000,000","IEG Virtual Studios,Saturn Films,Blue Star Entertainment"
https://www.the-numbers.com/movie/Duchess-The#tab=summary,110 minutes,Drama,Live Action,"United Kingdom,Italy,France,United States",English,"September 19, 2008","$27,000,000","Paramount Vantage,Pathe,BBC Films,Pathe Renn Productions,Bim Distribuzione,Qwerty Films,Magnolia Mae Films"
https://www.the-numbers.com/movie/Lakeview-Terrace#tab=summary,111 minutes,Thriller/Suspense,Live Action,United States,English,"September 19, 2008","$20,000,000",Overbrook Entertainment
https://www.the-numbers.com/movie/One-Missed-Call#tab=summary,87 minutes,Horror,Live Action,United States,English,"January 04, 2008","$20,000,000","Alcon Entertainment,Kadokawa Pictures,Equity Pictures Medienfonds GmbH and Co KG IV,Intermedia Films"
https://www.the-numbers.com/movie/Sisterhood-of-the-Traveling-Pants-2-The#tab=summary,119 minutes,Comedy,Live Action,United States,English,"August 06, 2008","$27,000,000","Alcon Entertainment,Di Novi Pictures,Debra Martin Chase,Alloy Entertainment"
https://www.the-numbers.com/movie/Boy-in-the-Striped-Pyjamas-The#tab=summary,91 minutes,Drama,Live Action,"United Kingdom,United States",English,"November 07, 2008","$12,500,000",Heyday Films
https://www.the-numbers.com/movie/Semi-Pro#tab=summary,91 minutes,Comedy,Live Action,United States,English,"February 29, 2008","$55,000,000",Mosaic Media
https://www.the-numbers.com/movie/Welcome-Home-Roscoe-Jenkins#tab=summary,114 minutes,Comedy,Live Action,United States,English,"February 08, 2008","$27,500,000","Universal Pictures,Spyglass Entertainment,Stuber-Parent"
https://www.the-numbers.com/movie/Fly-Me-To-the-Moon#tab=summary,84 minutes,Adventure,Digital Animation,"Belgium,United States",English,"August 15, 2008","$25,000,000",
https://www.the-numbers.com/movie/Harold-and-Kumar-Escape-from-Guantanamo-Bay#tab=summary,102 minutes,Comedy,Live Action,United States,English,"April 25, 2008","$12,000,000","New Line Cinema,Mandate Pictures,Kingsgate Films"
https://www.the-numbers.com/movie/Pokemon-2008-(2008-Japan)#tab=summary,96 minutes,Adventure,Hand Animation,Japan,,,,
https://www.the-numbers.com/movie/Meet-the-Browns#tab=summary,110 minutes,Comedy,Live Action,United States,English,"March 21, 2008","$20,000,000","Lionsgate,TPS Company,Reuben Cannon Productions"
https://www.the-numbers.com/movie/Quarantine#tab=summary,89 minutes,Horror,Live Action,United States,English,"October 10, 2008","$12,000,000","Screen Gems,Vertigo Entertainment,Andale Pictures,Filmax Entertainment"
https://www.the-numbers.com/movie/Ghajini-(2008-India)#tab=summary,184 minutes,Thriller/Suspense,Live Action,India,Hindi,"December 25, 2008",,
https://www.the-numbers.com/movie/Leatherheads-(2008)#tab=summary,114 minutes,Comedy,Live Action,United States,English,"April 04, 2008","$58,000,000",Universal Pictures
https://www.the-numbers.com/movie/Love-Guru-The#tab=summary,87 minutes,Comedy,Live Action,United States,English,"June 20, 2008","$62,000,000","Paramount Pictures,Spyglass Entertainment,Nomoneyfun Films,Michael De Luca Productions"
https://www.the-numbers.com/movie/Secret-Life-of-Bees-The#tab=summary,110 minutes,Drama,Live Action,United States,English,"October 17, 2008","$11,000,000","Overbrook Entertainment,Donners’ Company"
https://www.the-numbers.com/movie/Never-Back-Down#tab=summary,113 minutes,Action,Live Action,United States,English,"March 14, 2008","$21,000,000","Summit Entertainment,Mandalay Independent,BMP Inc"
https://www.the-numbers.com/movie/Partners-The-Movie-(2008-Japan)#tab=summary,117 minutes,Drama,Live Action,Japan,Japanese,,,
https://www.the-numbers.com/movie/Spirit-The#tab=summary,102 minutes,Action,Live Action,United States,English,"December 25, 2008","$60,000,000","Lionsgate,OddLot Entertainment"
https://www.the-numbers.com/movie/First-Sunday-(2008)#tab=summary,96 minutes,Comedy,Live Action,United States,English,"January 11, 2008",,"Screen Gems,Cube Vision,Story Company,Firm Films"
https://www.the-numbers.com/movie/Admiral-(2008-Russia)#tab=summary,124 minutes,Drama,Live Action,Russian Federation,,,"$20,000,000",
https://www.the-numbers.com/movie/Family-That-Preys-The#tab=summary,106 minutes,Comedy,Live Action,United States,English,"September 12, 2008",,"Lionsgate,Tyler Perry Studios,Reuben Cannon Productions"
https://www.the-numbers.com/movie/Zack-and-Miri-Make-a-Porno#tab=summary,101 minutes,Comedy,Live Action,United States,English,"October 31, 2008","$24,000,000","Weinstein Company,View Askew"
https://www.the-numbers.com/movie/Disaster-Movie#tab=summary,87 minutes,Comedy,Live Action,United States,English,"August 29, 2008","$20,000,000","Lionsgate,Grosvenor Park,3 In The Box Productions"
https://www.the-numbers.com/movie/Sa-Som-i-Himmelen-(2004)#tab=summary,132 minutes,Comedy,Live Action,Sweden,Swedish,"May 02, 2008",,
https://www.the-numbers.com/movie/My-Best-Friends-Girl#tab=summary,101 minutes,Romantic Comedy,Live Action,United States,English,"September 19, 2008","$20,000,000","Lionsgate,Management 360,Terra Firma Films,Superfinger Entertainment"
