link,Running Time,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date
https://www.the-numbers.com/movie/Passengers-(2015)#tab=summary,116 minutes,"Space Program,Romance,Disaster,3-D,3-D - Post-production Conversion,Romantic Drama,Set in Outer Space",Original Screenplay,Drama,Live Action,Science Fiction,"Columbia Pictures,LStar Capital,Village Roadshow Productions,Wanda Media,Original Film,Company Films,Start Motion Pictures",United States,English,"December 21, 2016"
https://www.the-numbers.com/movie/Miss-Peregrines-Home-for-Peculiar-Children#tab=summary,126 minutes,"Young Adult Book Adaptation,Boarding School,Orphanage,Mutants,Prophetic Dreams,Good vs. Evil,Monster,Motion Capture Performance,3-D,3-D - Post-production Conversion,Family Adventure",Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy,"Twentieth Century Fox,Chernin Entertainment,Big Screen Prods,TSG Entertainment",United States,English,"September 21, 2016"
https://www.the-numbers.com/movie/Alice-Through-the-Looking-Glass#tab=summary,113 minutes,"Live Action Remake,Legacy Sequel,Visual Effects,Time Travel,Posthumous Release,Motion Capture Performance,3-D,3-D - Post-production Conversion,IMAX: DMR,Family Adventure",Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy,"Walt Disney Pictures,Roth Films,Team Todd,Tim Burton",United States,English,"May 20, 2016"
https://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-Out-of-the-Shadows#tab=summary,112 minutes,"Live Action Remake,Mutants,Mad Scientist,Revenge,Alternative Dimensions / Parallel universe,Independent/Other Comics,Ninja,Unbelieving Police,Car Chase,Vigilante,Fired,Motion Capture Performance,3-D,3-D - Post-production Conversion,IMAX: DMR,Action Adventure",Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero,"Paramount Pictures,Nickelodeon Films",United States,English,"June 02, 2016"
https://www.the-numbers.com/movie/Sully#tab=summary,96 minutes,"In a Plane,Disaster,2000s,Set in New York City,Biography,IMAX: DMR,Biographical Drama",Based on Factual Book/Article,Drama,Live Action,Dramatization,"Warner Bros.,Malpaso Productions,Flashlight Films,Village Roadshow Productions,The Kennedy/Marshall Company",United States,English,"September 08, 2016"
https://www.the-numbers.com/movie/Assassins-Creed#tab=summary,116 minutes,"Time Travel,Corporate Malfeasance,Assassination,Hitmen,Magical Technology,Spanish Inquisition,Voodoo,Computer Simulation,3-D,3-D - Post-production Conversion,IMAX: DMR,Action Adventure",Based on Game,Action,Live Action,Science Fiction,"Regency Enterprises,Ubisoft Entertainment,New Regency,DMC Film,The Kennedy/Marshall Company",United States,English,"December 21, 2016"
https://www.the-numbers.com/movie/Ghostbusters-(2016)#tab=summary,117 minutes,"Set in New York City,Reboot,Haunting,Paranormal Investigation,Entrepreneur,Genderbending Casting,Inventor,Gratuitous Cameos,Development Hell,Supernatural,College Professor,Fired,Horror Comedy,3-D,3-D - Post-production Conversion,IMAX: DMR",Original Screenplay,Comedy,Animation/Live Action,Science Fiction,"Columbia Pictures,Village Roadshow Productions,Ivan Reitman Production",United States,English,"July 13, 2016"
https://www.the-numbers.com/movie/Hidden-Figures#tab=summary,126 minutes,"1960s,African Americans,Bigotry,Sexism,Women’s Rights,Mathematics,Space Program,2017 Oscars Best Picture Nominee,Civil Rights Movement,Intertitle,Epilogue,Widow/Widower,Archive Footage,Biographical Drama,Biography,Screen Actors Guild Outstanding Performance by a Cast in a Motion Picture Winner",Based on Factual Book/Article,Drama,Live Action,Dramatization,"Fox 2000 Pictures,Chernin Entertainment,Levantine Films",United States,English,"December 25, 2016"
https://www.the-numbers.com/movie/Inferno#tab=summary,121 minutes,"Legacy Sequel,Conspiracy Theory,Faulty Memory,IMAX: DMR,Action Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Image Entertainment,Columbia Pictures,LStar Capital,Brian Grazer Productions",United States,English,"October 05, 2016"
https://www.the-numbers.com/movie/Central-Intelligence#tab=summary,114 minutes,"High School Hell,Bullies,C.I.A.,High School Reunions,Action Comedy,Rogue Agent,Framed",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"New Line Cinema,Universal Pictures,RatPac Entertainment,Dune Entertainment,Perfect World Pictures,Bluegrass Films,Principato-Young Entertainment",United States,English,"June 16, 2016"
https://www.the-numbers.com/movie/Me-Before-You#tab=summary,110 minutes,"Romance,Wheelchair User,Paralysis,Assisted Suicide,Accidental Injury,Romantic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"New Line Cinema,Metro-Goldwyn-Mayer Pictures,Sunswept Entertainment",United States,English,"June 01, 2016"
https://www.the-numbers.com/movie/Bridget-Joness-Baby#tab=summary,122 minutes,"Legacy Sequel,Sequels Without Their Original Stars,Set in London,Relationships Gone Wrong,Unexpected Pregnancy,Romance,Romantic Comedy",Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,"Universal Pictures,Miramax Films,StudioCanal,Working Title Films,Perfect World Pictures","United Kingdom,United States",English,"September 06, 2016"
https://www.the-numbers.com/movie/Arrival-(2016)#tab=summary,116 minutes,"First Contact,Surprise Twist,Single Parent,Nightmare,Dream Sequence,Time Travel,2017 Oscars Best Picture Nominee,Mystery Drama,Writers Guild of America Best Adapted Screenplay Winner",Based on Fiction Book/Short Story,Drama,Live Action,Science Fiction,"Paramount Pictures,FilmNation Entertainment,Lava Bear Films,21 Laps Entertainment",United States,English,"November 09, 2016"
https://www.the-numbers.com/movie/BFG-The-(2016)#tab=summary,115 minutes,"Orphan,Orphanage,Giants,Set in London,Set in United Kingdom,Motion Capture Performance,3-D,3-D - Post-production Conversion,IMAX: DMR,Family Adventure,Posthumous Release",Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Kids Fiction,"Walden Media,Walt Disney Pictures,Amblin Entertainment,Reliance Entertainment,The Kennedy/Marshall Company",United States,English,"June 30, 2016"
https://www.the-numbers.com/movie/London-Has-Fallen#tab=summary,99 minutes,"Set in London,Set in United Kingdom,Political Assassination,Terrorism,Secret Service Agent,Political Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Nu Image,Millennium Films",United States,English,"March 02, 2016"
https://www.the-numbers.com/movie/Monkey-King-2-The-(2016-China)#tab=summary,118 minutes,"Demons,Shapeshifter,Buddhism,Witches,Monks and Nuns,Action Adventure",Based on Fiction Book/Short Story,Action,Live Action,Fantasy,"Global Star Productions,China Film Company,Fanoy Planet Entertainment,HG Entertainment,Luxun Group,Jiangsu Wenhua Dongrun Film and TV Culture,Yoo.com,IQIYI Motion Pictures,Filmko Film Co,Golden Shores Films","China,Hong Kong",Mandarin,"February 04, 2016"
https://www.the-numbers.com/movie/Storks#tab=summary,100 minutes,"Animal Lead,Talking Animals,Unexpected Families,3-D,3-D - Shot in 3-D,IMAX: DMR,Family Adventure,Fired,Adopted Family",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"RatPac Entertainment,Dune Entertainment,Warner Animation Group",United States,English,"September 22, 2016"
https://www.the-numbers.com/movie/Du-cheng-feng-yun-III-(Hong-Kong)#tab=summary,113 minutes,"Comedy Drama,Gambling,Revenge,Upcoming Wedding,Romance",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,"China,Hong Kong","Mandarin,Cantonese","February 04, 2016"
https://www.the-numbers.com/movie/Bad-Moms#tab=summary,101 minutes,"Dysfunctional Family,Girls' Night Out,Voiceover/Narration,Infidelity,Single Parent,Divorcée Romance,Relationships Gone Wrong,Soccer,Scene in End Credits,Buddy Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"STX Entertainment,Huayi Brothers Corp.,Bill Block Media,Suzanne Todd",United States,English,"July 29, 2016"
https://www.the-numbers.com/movie/Operation-Mekong#tab=summary,124 minutes,"Set in China,Narcotics,Smuggler,Organized Crime,Action Adventure",Based on Real Life Events,Action,Live Action,Dramatization,,China,Mandarin,"September 29, 2016"
https://www.the-numbers.com/movie/Girl-on-the-Train-The-(2016)#tab=summary,112 minutes,"Addiction,Relationships Gone Wrong,Missing Person,Depression,Infertility,Black Out Drunk,Gaslighting,Psychological Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Marc Platt Productions,DreamWorks Pictures,Reliance Entertainment,Entertainment One",United States,English,"October 05, 2016"
https://www.the-numbers.com/movie/Divergent-Series-Allegiant-The#tab=summary,120 minutes,"Dystopia,Young Adult Book Adaptation,3-D,3-D - Post-production Conversion,IMAX: DMR,Action Adventure,Failed Franchises",Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,"Summit Entertainment,Red Wagon Entertainment",United States,English,"March 09, 2016"
https://www.the-numbers.com/movie/Hacksaw-Ridge#tab=summary,138 minutes,"World War II,Anti-war,Conscientious Objector,Pacifism,1940s,2017 Oscars Best Picture Nominee,Faith-Based Film,War Drama,Filmed in Australia",Based on Real Life Events,Drama,Live Action,Dramatization,"Cross Creek Pictures,Pandemonium,Permut Presentations,Demarest Films,Summit Entertainment,Argent Pictures,Vendian Entertainment",United States,English,"November 03, 2016"
https://www.the-numbers.com/movie/Huntsman-Winters-War-The#tab=summary,113 minutes,"Prequel,Dwarves,Royalty,Death of a Sibling,Motion Capture Performance,3-D,3-D - Post-production Conversion,Filmed in Puzzlewood, Gloucestershire, England,Filmed in Gloucestershire, England,Filmed in England,Filmed in United Kingdom,Action Adventure,Sequels Without Their Original Stars",Based on Folk Tale/Legend/Fairytale,Action,Live Action,Fantasy,"Universal Pictures,perfect world (Beijing) Pictures Co,Roth Films",United States,English,"April 06, 2016"
https://www.the-numbers.com/movie/Magnificent-Seven-The-(2016)#tab=summary,128 minutes,"Ensemble,Mercenaries,Death of a Spouse or Fiancée / Fiancé,Robber Baron,Remake,Foreign-Language Remake,IMAX: DMR,Revisionist Western",Original Screenplay,Western,Live Action,Historical Fiction,"Metro-Goldwyn-Mayer Pictures,Columbia Pictures,LStar Capital,Village Roadshow Productions,Pin High,Escape Artists",United States,English,"September 12, 2016"
https://www.the-numbers.com/movie/Jack-Reacher-Never-Go-Back#tab=summary,118 minutes,"Falsely Accused,Government Corruption,Conspiracy Theory,Prison Break,IMAX: DMR,Action Thriller",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,"Paramount Pictures,Skydance Productions,Tom Cruise Productions",United States,English,"October 20, 2016"
https://www.the-numbers.com/movie/Dont-Breathe#tab=summary,88 minutes,"Heist,Money Troubles,Blindness,Psychological Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Screen Gems,Stage 6 Films,Ghost House Pictures",United States,English,"August 25, 2016"
https://www.the-numbers.com/movie/Accountant-The#tab=summary,128 minutes,"Accountants,Organized Crime,White Collar Crime,Child Prodigy,Mental Illness,Action Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Warner Bros.,Electric City Entertainment,Zero Gravity Management,RatPac Entertainment,Dune Entertainment",United States,English,"October 11, 2016"
https://www.the-numbers.com/movie/Lights-Out-(2016)#tab=summary,80 minutes,"Haunting,Family Secrets,Director Remaking Their Own Movie,Supernatural,Supernatural Horror",Based on Short Film,Horror,Live Action,Contemporary Fiction,"New Line Cinema,RatPac Entertainment,Dune Entertainment,Grey Matter,Atomic Monster",United States,English,"July 21, 2016"
https://www.the-numbers.com/movie/Lion-(Australia)#tab=summary,120 minutes,"Adopted Family Seeking Reunion,Reunited With Biological Family,Orphanage,Set in India,2017 Oscars Best Picture Nominee,Homeless,Life in a Small Town,Missing Person,Abandoned Child,Kidnap,Adopted Family,1980s,Intertitle,Epilogue,Non-Chronological,Biography,Biographical Drama",Based on Factual Book/Article,Drama,Live Action,Dramatization,"See-Saw Films,Sunstar Entertianment,Aquarius Films,Weinstein Company,Screen Australia",Australia,"English,Bengali,Hindi","November 25, 2016"
https://www.the-numbers.com/movie/Time-Raiders-(China)#tab=summary,123 minutes,"Treasure Hunters,Missing Person,Fountain of Youth,Grave Robbers,Underground,Martial Arts,Haunting,3-D,3-D - Post-production Conversion,IMAX: DMR,Action Adventure",Original Screenplay,Adventure,Live Action,Contemporary Fiction,"Le Vision,Shanghai Film Group,Zhejiang Nanpai Pictures",China,Mandarin,"August 04, 2016"
https://www.the-numbers.com/movie/Sausage-Party#tab=summary,85 minutes,"Food,Animated Inanimate Objects,Farcical / Slapstick Comedy",Original Screenplay,Comedy,Digital Animation,Fantasy,"Annapurna Pictures,Point Grey,Columbia Pictures",United States,English,"August 10, 2016"
https://www.the-numbers.com/movie/Gods-of-Egypt#tab=summary,127 minutes,"Gods and Goddesses,Rescue,Whitewashed Casting,3-D,3-D - Post-production Conversion,Digital Cinematography,Visual Effects,Sword and Sandal,Motion Capture Performance,IMAX: DMR,Heroic Adventure",Original Screenplay,Adventure,Live Action,Fantasy,"Summit Entertainment,Thunder Road Film,Mystery Clock Cinema",United States,English,"February 24, 2016"
https://www.the-numbers.com/movie/Petes-Dragon-(2016)#tab=summary,103 minutes,"Dragon,Remake,Orphan,Voiceover/Narration,Adopted Family,Prologue,Dream Sequence,3-D,3-D - Post-production Conversion,Family Adventure,Live Action Remake",Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Kids Fiction,"Walt Disney Pictures,Whitaker Entertainment",United States,English,"August 10, 2016"
https://www.the-numbers.com/movie/Skiptrace#tab=summary,107 minutes,"Buddy Cop,Buddy Comedy,Road Trip,Faked Death,False Identity,Gambling,3-D,3-D - Post-production Conversion,IMAX: DMR",Original Screenplay,Action,Live Action,Contemporary Fiction,"Saban Films,Dasym Media,Talent Intl Film,Shanghai New Culture Media Group,The Entertainer Production Company,Sparkle Roll Media Corporation,China Guangxi Television,China Culture Industrial Investment Fund,Beijing Tianhuajunze Capital Management,Zhejian Minong Film and Television",United States,English,"July 19, 2016"
https://www.the-numbers.com/movie/Mechanic-Resurrection#tab=summary,98 minutes,"Hitmen,Out of Retirement,Legacy Sequel,Kidnap,Action Thriller",Original Screenplay,Action,Live Action,Contemporary Fiction,"Summit Entertainment,Millennium Films,Chartoff Winkler Productions",United States,English,"August 25, 2016"
https://www.the-numbers.com/movie/Ride-Along-2#tab=summary,102 minutes,"Undercover,Set in Miami,Set in Atlanta, GA,Narcotics,Organized Crime,Crime Comedy,Crime",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Universal Pictures,Cube Vision,Will Packer Productions",United States,English,"January 14, 2016"
