link,MPAA Rating,Running Time,Franchise,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date,Production Budget
https://www.the-numbers.com/movie/28-Years-Later-(2025)#tab=summary,"Rfor strong bloody violence, grisly images, graphic nudity, language and brief sexuality.(Rating bulletin 2888 (cert #55038), 6/4/2025)",115 minutes,28 Days Later,Horror,Live Action,Science Fiction,Decibel Films,"United Kingdom,United States",English,"June 18, 2025","$60,000,000"
https://www.the-numbers.com/movie/Dog-Man-(2025)#tab=summary,"PGfor some action and rude humor.(Rating bulletin 2856 (cert #55226), 10/16/2024)",89 minutes,,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,"January 23, 2025","$40,000,000"
https://www.the-numbers.com/movie/Tron-Ares-(2025)#tab=summary,"PG-13for violence/action.(Rating bulletin 2898 (cert #55576), 8/13/2025)",119 minutes,Tron,Action,Live Action,Science Fiction,"Walt Disney Pictures,Biscayne Pictures",United States,English,"October 08, 2025","$180,000,000"
https://www.the-numbers.com/movie/Mickey-17-(2025)#tab=summary,"Rfor violent content, language throughout, sexual content and drug material.(Rating bulletin 2854 (cert #54647), 10/2/2024)",139 minutes,,Black Comedy,Live Action,Science Fiction,"Warner Bros.,Plan B Entertainment,Offscreen,Kate Street Picture Company,Domain Entertainment",United States,English,"February 28, 2025","$118,000,000"
https://www.the-numbers.com/movie/From-the-World-of-John-Wick-Ballerina-(2025)#tab=summary,"Rfor strong/bloody violence throughout, and language.(Rating bulletin 2885 (cert #54363), 5/14/2025)",125 minutes,John Wick,Action,Live Action,Contemporary Fiction,"Thunder Road Film,87Eleven Inc.,Lionsgate",United States,English,"June 04, 2025","$90,000,000"
https://www.the-numbers.com/movie/Bridget-Jones-Mad-About-The-Boy-(2025)#tab=summary,"Rfor language and some sexual references.(Rating bulletin 2869 (cert #55300), 1/21/2025)",90 minutes,Bridget Jones,Romantic Comedy,Live Action,Contemporary Fiction,"Universal Pictures,StudioCanal,Miramax Films,Working Title Films","United Kingdom,United States,France",English,"February 12, 2025","$50,000,000"
https://www.the-numbers.com/movie/Black-Phone-2-(2025)#tab=summary,"Rfor strong violent content, gore, teen drug use, and language.(Rating bulletin 2897 (cert #55619), 8/6/2025)",114 minutes,The Black Phone,Horror,Live Action,Historical Fiction,"Blumhouse,Crooked Highway Productions",United States,English,"October 15, 2025","$30,000,000"
https://www.the-numbers.com/movie/Smurfs-(2025)#tab=summary,"PGfor action, language and some rude humor.(Rating bulletin 2892 (cert #55364), 7/2/2025)",92 minutes,The Smurfs,Adventure,Animation/Live Action,Kids Fiction,"Paramount Animation,Nickelodeon Films,Marcy Media",United States,English,"July 10, 2025","$58,000,000"
https://www.the-numbers.com/movie/Karate-Kid-Legends-(2025)#tab=summary,"PG-13for martial arts violence and some language.(Rating bulletin 2885 (cert #54936), 5/14/2025)",118 minutes,Karate Kid,Drama,Live Action,Contemporary Fiction,,United States,English,"May 08, 2025","$45,000,000"
https://www.the-numbers.com/movie/Materialists-(2025)#tab=summary,"Rfor language and brief sexual material.(Rating bulletin 2876 (cert #55434), 3/12/2025)",117 minutes,,Romantic Comedy,Live Action,Contemporary Fiction,"2AM,Killer Films,A24,Access Entertainment,IPR.VC",United States,English,"June 12, 2025","$20,000,000"
https://www.the-numbers.com/movie/Boonie-Bears-Future-Reborn-(2025-China)#tab=summary,,,,Adventure,Live Action,Fantasy,,China,Mandarin,"January 29, 2025",
https://www.the-numbers.com/movie/Accountant-2-The-(2025)#tab=summary,"Rfor strong violence, and language throughout.(Rating bulletin 2860 (cert #55266), 11/13/2024)",125 minutes,The Accountant,Thriller/Suspense,Live Action,Contemporary Fiction,Amazon MGM Studios,United States,English,"April 23, 2025","$80,000,000"
https://www.the-numbers.com/movie/Downton-Abbey-The-Grand-Finale-(2025-United-Kingdom)#tab=summary,"PGfor suggestive material, smoking and some thematic elements.(Rating bulletin 2895 (cert #55420), 7/23/2025)",123 minutes,Downton Abbey,Drama,Live Action,Historical Fiction,"Focus Features,Carnival Films","United Kingdom,United States",English,"September 10, 2025",
https://www.the-numbers.com/movie/Naked-Gun-The-(2025)#tab=summary,"PG-13for crude/sexual material, violence/bloody images and brief partial nudity.(Rating bulletin 2895 (cert #55049), 7/23/2025)",85 minutes,Naked Gun,Comedy,Live Action,Contemporary Fiction,"Paramount Pictures,Domain Entertainment,Fuzzy Door",United States,English,"July 17, 2025",
https://www.the-numbers.com/movie/Working-Man-A-(2025)#tab=summary,"Rfor strong violence, language throughout, and drug content.(Rating bulletin 2861 (cert #55214), 11/20/2024)",116 minutes,,Action,Live Action,Contemporary Fiction,"Balboa Productions,Cedar Park Entertainment,Punch Palace Productions,CAT5,Black Bear,Amazon MGM Studios,Eastern Film Investments,Fifth Season","United States,United Kingdom",English,"March 26, 2025","$40,000,000"
https://www.the-numbers.com/movie/Amateur-The-(2025)#tab=summary,"PG-13for some strong violence, and language.(Rating bulletin 2854 (cert #54929), 10/2/2024)",123 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"20th Century Studios,Hutch Parker,Joel B. Michaels","United States,Canada",English,"April 09, 2025","$60,000,000"
https://www.the-numbers.com/movie/Kokuho-(2025-Japan)#tab=summary,,175 minutes,,Drama,Live Action,Historical Fiction,"Myriagon Studio,GKIDS",Japan,Japanese,"June 06, 2025",
https://www.the-numbers.com/movie/Predator-Badlands-(2025)#tab=summary,"PG-13for sequences of strong sci-fi violence.(Rating bulletin 2908 (cert #55711), 10/22/2025)",115 minutes,Predator,Action,Live Action,Science Fiction,"Davis Entertainment,20th Century Studios,Lawrence Gordon",United States,English,"November 05, 2025","$105,000,000"
https://www.the-numbers.com/movie/Legends-of-the-Condor-Heroes-The-Gallants-(2025-China)#tab=summary,"Rfor violence, bloody images and suicide.(Rating bulletin Cert #55298, 2/26/2025)",146 minutes,,Action,Live Action,Historical Fiction,,China,Mandarin,"January 29, 2025",
https://www.the-numbers.com/movie/Lychee-Road-The-(2025-China)#tab=summary,,122 minutes,,Drama,Live Action,Historical Fiction,,China,Mandarin,"July 18, 2025",
https://www.the-numbers.com/movie/Volunteers-Peace-at-Last-The-(2025-China)#tab=summary,,143 minutes,,Drama,Live Action,Historical Fiction,,China,Mandarin,"September 30, 2025",
https://www.the-numbers.com/movie/King-of-Kings-The-(2025-South-Korea)#tab=summary,"PGfor thematic material, violent content and some scary moments.(Rating bulletin 2870 (cert #55355), 1/29/2025)",101 minutes,,Drama,Digital Animation,Historical Fiction,"Mofac Animation,Angel Studios",Republic of Korea,English,"April 10, 2025","$25,000,000"
https://www.the-numbers.com/movie/Gabbys-Dollhouse-The-Movie-(2025)#tab=summary,"G(Rating bulletin 2894 (cert #55503), 7/16/2025)",85 minutes,Gabby’s Dollhouse,Musical,Animation/Live Action,Kids Fiction,"DreamWorks Pictures,Universal Pictures","United States,Canada",English,"September 18, 2025","$32,000,000"
https://www.the-numbers.com/movie/Regretting-You-(2025)#tab=summary,"PG-13for sexual content, teen drug and alcohol use, and brief strong language.(Rating bulletin 2907 (cert #55558), 10/15/2025)",116 minutes,,Drama,Live Action,Contemporary Fiction,"Constantin Film,Harbinger Pictures,Heartbones Entertainment,Frayed Pages Entertainment,Paramount Pictures","United States,Germany",English,"October 22, 2025",
https://www.the-numbers.com/movie/Legend-of-Hei-2-The-(2025-China)#tab=summary,Not Rated(Rated 9/23/2025),119 minutes,,Adventure,Digital Animation,Fantasy,,China,Mandarin,"July 18, 2025",
https://www.the-numbers.com/movie/Monkey-The-(2025)#tab=summary,"Rfor strong bloody violent content, gore, language throughout and some sexual references.(Rating bulletin 2865 (cert #55243), 12/18/2024)",98 minutes,,Black Comedy,Live Action,Contemporary Fiction,Automatik,United States,English,"February 19, 2025","$11,000,000"
https://www.the-numbers.com/movie/I-Know-What-You-Did-Last-Summer-(2025)#tab=summary,"Rfor bloody horror violence, language throughout, some sexual content and brief drug use.(Rating bulletin 2892 (cert #55193), 7/2/2025)",111 minutes,I Know What You Did Last Summer,Horror,Live Action,Contemporary Fiction,Sony Pictures,United States,English,"June 19, 2025","$18,000,000"
https://www.the-numbers.com/movie/Long-Walk-The-(2025)#tab=summary,"Rfor strong bloody violence, grisly images, suicide, pervasive language, and sexual references.(Rating bulletin 2897 (cert #55440), 8/6/2025)",108 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,Media Capital Technologies,United States,English,"September 11, 2025","$20,000,000"
https://www.the-numbers.com/movie/Den-of-Thieves-2-Pantera-(2025)#tab=summary,"Rfor pervasive language, some violence, drug use and sexual references.(Rating bulletin 2862 (cert #54923), 11/17/2024)",144 minutes,Den of Thieves,Action,Live Action,Contemporary Fiction,"Diamond Film Productions,G-Base,G Unit Films",United States,English,"January 08, 2025","$40,000,000"
https://www.the-numbers.com/movie/Dumpling-Queen-The-(2025-China)#tab=summary,,,,Drama,Live Action,Dramatization,,"China,Hong Kong",Mandarin,"April 30, 2025",
https://www.the-numbers.com/movie/Shes-Got-No-Name-(2025-China)#tab=summary,,96 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"June 21, 2025",
https://www.the-numbers.com/movie/Stage-The-(2025-China)#tab=summary,,117 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"July 25, 2025",
https://www.the-numbers.com/movie/Roses-The-(2025-United-Kingdom)#tab=summary,"Rfor language throughout, sexual content, and drug content.(Rating bulletin 2892 (cert #55546), 7/2/2025)",105 minutes,,Black Comedy,Live Action,Contemporary Fiction,"Searchlight Pictures,South of the River Pictures,Delirious Media,Sunny March","United Kingdom,United States",English,"August 27, 2025",
https://www.the-numbers.com/movie/One-of-Them-Days-(2025)#tab=summary,"Rfor language throughout, sexual material and brief drug use.(Rating bulletin 2865 (cert #55087), 12/18/2024)",97 minutes,,Comedy,Live Action,Contemporary Fiction,,United States,English,"January 17, 2025","$14,000,000"
https://www.the-numbers.com/movie/Row-to-Win-(2025-China)#tab=summary,,123 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"September 30, 2025",
https://www.the-numbers.com/movie/Until-Dawn-(2025)#tab=summary,"Rfor strong bloody horror violence, gore and language throughout.(Rating bulletin 2879 (cert #55196), 4/2/2025)",94 minutes,,Horror,Live Action,Contemporary Fiction,,United States,English,"April 23, 2025","$15,000,000"
https://www.the-numbers.com/movie/Dongji-Island-(2025-China)#tab=summary,Not Rated(Rated 9/3/2025),133 minutes,,Drama,Live Action,Historical Fiction,,China,Mandarin,"August 08, 2025",
https://www.the-numbers.com/movie/Taylor-Swift-The-Official-Release-Party-of-a-Showgirl-(2025)#tab=summary,Not Rated(Rated 10/7/2025),89 minutes,,Documentary,Live Action,Factual,,United States,,"October 03, 2025",
https://www.the-numbers.com/movie/Operation-Hadal-(2025-China)#tab=summary,,145 minutes,,Action,Live Action,Contemporary Fiction,,China,Mandarin,"January 29, 2025",
https://www.the-numbers.com/movie/Flight-Risk-(2025)#tab=summary,"Rfor violence and language.(Rating bulletin 2868 (cert #54849), 1/15/2025)",91 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Davis Entertainment,Icon Productions,Hammerstone Studios,Media Capital Technologies,Lionsgate,Blue Rider Media",United States,English,"January 22, 2025","$25,000,000"
https://www.the-numbers.com/movie/Writers-Odyssey-2-A-(2025-China)#tab=summary,,133 minutes,A Writer’s Odyssey,Drama,Live Action,Fantasy,,China,Mandarin,"October 01, 2025",
https://www.the-numbers.com/movie/Black-Bag-(2025)#tab=summary,"Rfor language including some sexual references, and some violence.(Rating bulletin 2870 (cert #55070), 1/29/2025)",93 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,Focus Features,United States,English,"March 12, 2025","$60,000,000"
https://www.the-numbers.com/movie/Phoenician-Scheme-The-(2025)#tab=summary,"PG-13for violent content, bloody images, some sexual material, nude images, and smoking throughout.(Rating bulletin 2880 (cert #55407), 4/9/2025)",101 minutes,,Black Comedy,Live Action,Historical Fiction,"American Empirical,Studio Babelsberg","United States,Germany",English,"May 23, 2025",
https://www.the-numbers.com/movie/Nobody-2-(2025)#tab=summary,"Rfor strong bloody violence, and language throughout.(Rating bulletin 2880 (cert #55461), 4/9/2025)",89 minutes,Nobody,Thriller/Suspense,Live Action,Contemporary Fiction,"87North,Eighty Two Films,Odenkirk-Provissiero",United States,English,"August 13, 2025","$25,000,000"
https://www.the-numbers.com/movie/Springsteen-Deliver-Me-From-Nowhere-(2025)#tab=summary,"PG-13for thematic material, some sexuality, strong language, and smoking.(Rating bulletin 2905 (cert #55593), 10/1/2025)",119 minutes,,Drama,Live Action,Dramatization,"20th Century Studios,Gotham Group",United States,English,"October 22, 2025",
https://www.the-numbers.com/movie/Bring-Her-Back-(2025)#tab=summary,"Rfor strong disturbing bloody violent content, some grisly images, graphic nudity, underage drinking and language.(Rating bulletin 2879 (cert #55450), 4/2/2025)",104 minutes,,Horror,Live Action,Contemporary Fiction,"Causeway Films,A24,RackaRacka","United States,Australia",English,"May 29, 2025","$17,500,000"
https://www.the-numbers.com/movie/M3GAN-2-0-(2025)#tab=summary,"PG-13for strong violent content, bloody images, some strong language, sexual material, and brief drug references.(Rating bulletin 2885 (cert #55511), 5/14/2025)",120 minutes,M3GAN,Horror,Live Action,Science Fiction,"Blumhouse,Atomic Monster,Universal Pictures",United States,English,"June 25, 2025","$25,000,000"
https://www.the-numbers.com/movie/Volshebnik-Izumrudnogo-goroda-(2025-Russia)#tab=summary,,104 minutes,,Adventure,Live Action,Fantasy,,Russian Federation,Russian,"January 01, 2025",
https://www.the-numbers.com/movie/Gilded-Game-A-(2025-China)#tab=summary,,110 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"May 01, 2025",
https://www.the-numbers.com/movie/My-Daughter-is-a-Zombie-(2025-South-Korea)#tab=summary,,113 minutes,,Comedy,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"July 23, 2025",
https://www.the-numbers.com/movie/Companion-(2025)#tab=summary,"Rfor strong violence, sexual content, and language throughout.(Rating bulletin 2831 (cert #54959), 4/24/2024)",97 minutes,,Black Comedy,Live Action,Science Fiction,"BoulderLight Pictures,New Line Cinema,Warner Bros.,Vertigo Entertainment,Subconscious",United States,English,"January 09, 2025","$10,000,000"
https://www.the-numbers.com/movie/Wolf-Man-(2025)#tab=summary,"Rfor bloody violent content, grisly images and some language.(Rating bulletin 2856 (cert #55223), 10/16/2024)",103 minutes,,Horror,Live Action,Contemporary Fiction,"Blumhouse,Motel Movies",United States,English,"January 15, 2025","$25,000,000"
https://www.the-numbers.com/movie/Novocaine-(2025)#tab=summary,"Rfor strong bloody violence, grisly images, and language throughout.(Rating bulletin 2874 (cert #55279), 2/26/2025)",110 minutes,,Action,Live Action,Contemporary Fiction,"Infra-Red Films,Circle of Confusion,Safehouse Pictures",United States,English,"March 12, 2025","$18,000,000"
https://www.the-numbers.com/movie/Warfare-(2025)#tab=summary,"Rfor intense war violence and bloody/grisly images, and language throughout.(Rating bulletin 2865 (cert #55259), 12/18/2024)",95 minutes,,Drama,Live Action,Dramatization,A24,"United States,United Kingdom",English,"April 10, 2025","$20,000,000"
https://www.the-numbers.com/movie/Heart-Eyes-(2025-New-Zealand)#tab=summary,"Rfor strong violence and gore, language and some sexual content.(Rating bulletin 2866 (cert #55191), 12/25/2024)",90 minutes,,Horror,Live Action,Contemporary Fiction,"Screen Gems,Spyglass Media Group,Sony Pictures",New Zealand,English,"February 07, 2025","$18,000,000"
https://www.the-numbers.com/movie/Together-(2025)#tab=summary,"Rfor violent/disturbing content, sexual content, graphic nudity, language and brief drug content.(Rating bulletin 2883 (cert #55463), 4/30/2025)",102 minutes,,Horror,Live Action,Science Fiction,"Neon Films,Picturestart,Tango Films,30 West,Princess Pictures",United States,English,"July 30, 2025",
https://www.the-numbers.com/movie/Sound-of-Silence-(2025-China)#tab=summary,,125 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"October 04, 2025",
https://www.the-numbers.com/movie/Malice-(2025-China)#tab=summary,,100 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"July 05, 2025",
https://www.the-numbers.com/movie/Finist-Pervyy-bogatyr-(2025-Russia)#tab=summary,,112 minutes,The Last Warrior,Adventure,Live Action,Fantasy,,Russian Federation,Russian,"January 01, 2025",
https://www.the-numbers.com/movie/Curious-Tales-of-a-Temple-(2025-China)#tab=summary,,152 minutes,,Drama,Digital Animation,Historical Fiction,,China,Mandarin,"July 12, 2025",
https://www.the-numbers.com/movie/We-Girls-(2025-China)#tab=summary,,,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"April 04, 2025",
https://www.the-numbers.com/movie/Drop-(2025)#tab=summary,"PG-13for strong violent content, suicide, some strong language and sexual references.(Rating bulletin 2855 (cert #55213), 10/9/2024)",95 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Blumhouse,Universal Pictures,Platinum Dunes",United States,English,"April 09, 2025","$11,000,000"
https://www.the-numbers.com/movie/Caught-Stealing-(2025)#tab=summary,"Rfor strong violent content, pervasive language, some sexuality/nudity and brief drug use.(Rating bulletin 2897 (cert #55192), 8/6/2025)",109 minutes,,Thriller/Suspense,Live Action,Historical Fiction,"Sony Pictures,Protozoa Pictures",United States,English,"August 27, 2025",
https://www.the-numbers.com/movie/Roofman-(2025)#tab=summary,"Rfor language, nudity and brief sexuality.(Rating bulletin 2902 (cert #55575), 9/10/2025)",126 minutes,,Black Comedy,Live Action,Dramatization,"51 Entertainment,High Frequency Entertainment,Hunting Lane Films,Limelight,Paramount Pictures,Miramax Films,FilmNation Entertainment",United States,English,"October 03, 2025",
https://www.the-numbers.com/movie/Him-(2025)#tab=summary,"Rfor strong/bloody violence, language throughout, sexual material, nudity and some drug use(Rating bulletin 2851 (cert #55165), 9/11/2024)",96 minutes,,Horror,Live Action,Contemporary Fiction,"Universal Pictures,Monkeypaw Pictures",United States,English,"September 18, 2025","$27,000,000"
https://www.the-numbers.com/movie/Endless-Journey-of-Love-(2025-China)#tab=summary,,107 minutes,,Adventure,Digital Animation,Fantasy,,China,Mandarin,"May 30, 2025",
https://www.the-numbers.com/movie/Bugonia-(2025)#tab=summary,"Rfor bloody violent content including a suicide, grisly images and language.(Rating bulletin 2902 (cert #55200), 9/10/2025)",118 minutes,,Black Comedy,Live Action,Science Fiction,"Element Pictures,Focus Features,Square Peg,CJ Entertainment,Fruit Tree,Fremantle Media","United States,Ireland,Republic of Korea",English,"October 23, 2025",
https://www.the-numbers.com/movie/KPop-Demon-Hunters-(2025)#tab=summary,"PGfor action/violence, scary images, thematic elements, some suggestive material and brief language.(Rating bulletin 2882 (cert #55324), 4/23/2025)",95 minutes,KPop Demon Hunters,Musical,Digital Animation,Fantasy,,United States,"English,Korean","June 20, 2025",
https://www.the-numbers.com/movie/Chosen-The-Last-Supper-Part-1-(2025)#tab=summary,Not Rated,,The Chosen,Drama,Live Action,Dramatization,5&2 Studios,"United States,Canada",English,"March 27, 2025",
https://www.the-numbers.com/movie/Chosen-The-Last-Supper-Part-1-(2025)#tab=summary,Not Rated,,The Chosen,Drama,Live Action,Dramatization,5&2 Studios,"United States,Canada",English,"March 27, 2025",
https://www.the-numbers.com/movie/Chosen-The-Last-Supper-Part-1-(2025)#tab=summary,Not Rated,,The Chosen,Drama,Live Action,Dramatization,5&2 Studios,"United States,Canada",English,"March 27, 2025",
https://www.the-numbers.com/movie/Last-Breath-(2025-United-Kingdom)#tab=summary,"PG-13for brief strong language.(Rating bulletin 2868 (cert #55014), 1/15/2025)",96 minutes,,Thriller/Suspense,Live Action,Dramatization,"Focus Features,Dark Castle Entertainment,Longshot Features,Metfilm,FilmNation Entertainment,Aperture Media Partners,Thing 44,Floating Harbour",United Kingdom,English,"February 27, 2025",
https://www.the-numbers.com/movie/Yadang-The-Snitch-(2025-South-Korea)#tab=summary,Not Rated(Rated 4/30/2025),122 minutes,,Action,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"April 16, 2025",
https://www.the-numbers.com/movie/Woman-in-the-Yard-The-(2025)#tab=summary,"PG-13for terror, some violent content/bloody images, suicide-related content, and brief strong language.(Rating bulletin 2854 (cert #55202), 10/2/2024)",87 minutes,,Horror,Live Action,Contemporary Fiction,Blumhouse,United States,English,"March 27, 2025","$12,000,000"
https://www.the-numbers.com/movie/Good-Fortune-(2025)#tab=summary,"Rfor language and some drug use.(Rating bulletin 2900 (cert #54978), 8/27/2025)",98 minutes,,Comedy,Live Action,Contemporary Fiction,"Media Capital Technologies,Garam Films,Oh Brudder Productions,Yang Pictures,Keep Your Head",United States,English,"October 15, 2025",
https://www.the-numbers.com/movie/Adventure-The-(2025-China)#tab=summary,,129 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"August 08, 2025",
https://www.the-numbers.com/movie/Follemente-(2025-Italy)#tab=summary,,97 minutes,,Comedy,Live Action,Contemporary Fiction,,Italy,Italian,"February 20, 2025",
https://www.the-numbers.com/movie/Attack-on-Titan-the-Movie-The-Last-Attack-(2024-Japan)#tab=summary,Not Rated,145 minutes,,Action,Digital Animation,Science Fiction,,Japan,Japanese,"November 08, 2024",
https://www.the-numbers.com/movie/Strangers-The-Chapter-2-(2025)#tab=summary,"Rfor bloody violence, and language.(Rating bulletin 2899 (cert #54906), 8/20/2025)",96 minutes,The Strangers,Horror,Live Action,Contemporary Fiction,"Lionsgate,Fifth Element Productions,Stream Media,Sherborne Media,Lipsync Productions",United States,English,"September 25, 2025","$8,500,000"
https://www.the-numbers.com/movie/Batya-2-Ded-(2025-Russia)#tab=summary,,,Dad,Comedy,Live Action,Contemporary Fiction,,Russian Federation,Russian,"April 03, 2025",
https://www.the-numbers.com/movie/Adventure-Island-(2025-China)#tab=summary,,,,Adventure,Digital Animation,Kids Fiction,,China,Mandarin,"May 31, 2025",
https://www.the-numbers.com/movie/Big-Bold-Beautiful-Journey-A-(2025)#tab=summary,"Rfor language.(Rating bulletin 2899 (cert #54982), 8/20/2025)",139 minutes,,Drama,Live Action,Contemporary Fiction,"Imperative Entertainment,30 West,Columbia Pictures",United States,English,"September 18, 2025","$45,000,000"
https://www.the-numbers.com/movie/Prorok-Istoriya-Aleksandra-Pushkina-(2024-Russia)#tab=summary,,,,Drama,Live Action,Dramatization,,Russian Federation,Russian,"February 14, 2025",
https://www.the-numbers.com/movie/Smashing-Machine-The-(2025)#tab=summary,"Rfor language and some drug abuse.(Rating bulletin 2883 (cert #55400), 4/30/2025)",123 minutes,,Drama,Live Action,Dramatization,"A24,Seven Bucks Productions",United States,English,"October 01, 2025",
https://www.the-numbers.com/movie/No-Other-Choice-(2025-South-Korea)#tab=summary,,139 minutes,,Black Comedy,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"September 24, 2025",
https://www.the-numbers.com/movie/Mumu-(2025-China)#tab=summary,Not Rated(Rated 4/30/2025),111 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"April 03, 2025",
https://www.the-numbers.com/movie/Love-Hurts-(2025)#tab=summary,"Rfor strong/bloody violence and language throughout.(Rating bulletin Cert #55260, 1/20/2025)",83 minutes,,Action,Live Action,Contemporary Fiction,87North,United States,English,"February 06, 2025","$18,000,000"
https://www.the-numbers.com/movie/Salt-Path-The-(2025-United-Kingdom)#tab=summary,,115 minutes,,Drama,Live Action,Dramatization,"Black Bear,BBC Films,Rocket Science,Lipsync Productions,Shadowplay Features,Number 9 Films",United Kingdom,English,"April 30, 2025",
https://www.the-numbers.com/movie/Open-Door-The-(2025-China)#tab=summary,,114 minutes,,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"May 01, 2025",
https://www.the-numbers.com/movie/August-(2025-Russia)#tab=summary,,,,Drama,Live Action,Dramatization,,Russian Federation,Russian,"September 25, 2025",
