link,Production Budget,MPAA Rating,Running Time,Franchise,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date
https://www.the-numbers.com/movie/Acrimony#tab=summary,"$20,000,000","Rfor language, sexual content and some violence.(Rating bulletin 2484 (Cert #51136), 7/12/2017)",120 minutes,,Thriller/Suspense,Live Action,Contemporary Fiction,"Tyler Perry Studios,Lionsgate",United States,English,"March 29, 2018"
https://www.the-numbers.com/movie/Uncle-Drew#tab=summary,"$18,000,000","PG-13for suggestive material, language and brief nudity.(Rating bulletin 2526 (Cert #51514), 5/9/2018)",103 minutes,,Comedy,Live Action,Contemporary Fiction,"Temple Hill Entertainment,Pepsi Productions,Summit Entertainment",United States,English,"June 27, 2018"
https://www.the-numbers.com/movie/Campeones-(Spain)-(2018)#tab=summary,,,124 minutes,,Comedy,Live Action,Contemporary Fiction,,Spain,Spanish,"April 06, 2018"
https://www.the-numbers.com/movie/Huang-Jin-Xiong-Di-(2018-Hong-Kong)#tab=summary,,Not Rated,90 minutes,,Action,Live Action,Contemporary Fiction,,Hong Kong,Cantonese,"September 20, 2018"
https://www.the-numbers.com/movie/Winchester#tab=summary,"$3,500,000","PG-13for violence, disturbing images, drug content, some sexual material and thematic elements.(Rating bulletin 2507 (Cert #51318), 12/20/2017)",99 minutes,,Horror,Live Action,Dramatization,"CBS Films,Eclipse Films,Screen Australia,Screen Queensland,Film Victoria,Blacklab,Imagination Design Works",United States,English,"February 02, 2018"
https://www.the-numbers.com/movie/Legend-of-Tang-Dynasty-2-(China)-(2018)#tab=summary,,,89 minutes,,Adventure,Digital Animation,Kids Fiction,,China,,"November 30, 2018"
https://www.the-numbers.com/movie/Early-Man-(UK)#tab=summary,"$50,000,000","PGfor rude humor and some action.(Rating bulletin 2510 (Cert #51372), 1/17/2018)",89 minutes,,Adventure,Stop-Motion Animation,Kids Fiction,"Aardman Animations,StudioCanal,BFI,Amazon Prime Instant Video","United Kingdom,France",English,"January 26, 2018"
https://www.the-numbers.com/movie/Annihilation#tab=summary,"$55,000,000","Rfor violence, bloody images, language and some sexuality.(Rating bulletin 2512 (Cert #51117), 1/31/2018)",115 minutes,,Thriller/Suspense,Live Action,Science Fiction,"Skydance Productions,DNA Films,Scott Rudin Productions,Paramount Pictures,Huahua Film","United States,United Kingdom",English,"February 23, 2018"
https://www.the-numbers.com/movie/Possession-of-Hannah-Grace-The-(2018)#tab=summary,"$6,000,000","Rfor gruesome images and terror throughout.(Rating bulletin 2549 (Cert #50779), 10/17/2018)",85 minutes,,Horror,Live Action,Contemporary Fiction,"Broken Road,Screen Gems",United States,English,"November 28, 2018"
https://www.the-numbers.com/movie/Di-Qiu-Zui-Hou-De-Ye-Wang-(China)-(2018)#tab=summary,,Not Rated,133 minutes,,Drama,Live Action,Contemporary Fiction,"Zhejiang Huace Films & TV Co.,Shanghai PMF Pictures Company,Shanghai Tencent Pictures Cultural Diffusion Company,China Film Investment Fund,Mandarin Vision Company,Tian Jin Mao Yan We Ying Media Company,Free Whale Pictures Company,Jiangsu Zhongman Films Company,Shanghai Ju Hong Film and TV Culture Studio,Realm Media Group,Dream Sky Pictures,Youku Information Technology Company,Dangmai Films Company,Huace Pictures","China,France",Mandarin,"December 30, 2018"
https://www.the-numbers.com/movie/Taxi-5-(France)-(2018)#tab=summary,,,102 minutes,Taxi,Comedy,Live Action,Contemporary Fiction,,France,French,"April 13, 2018"
https://www.the-numbers.com/movie/Holmes-and-Watson-(2018)#tab=summary,"$42,000,000","PG-13for crude sexual material, some violence, language and drug references.(Rating bulletin 2555 (Cert #50807), 11/28/2018)",90 minutes,,Comedy,Live Action,Historical Fiction,"Mosaic Media,Gary Sanchez Productions,Columbia Pictures,Mimran Schur Pictures",United States,English,"December 20, 2018"
https://www.the-numbers.com/movie/Ansisung-(South-Korea)-(2018)#tab=summary,,Not Rated,136 minutes,,Action,Live Action,Dramatization,,Republic of Korea,Korean,"September 19, 2018"
https://www.the-numbers.com/movie/Zhao-Dao-Ni-(China)-(2018)#tab=summary,,,102 minutes,,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"September 22, 2018"
https://www.the-numbers.com/movie/Show-Dogs-(2018)#tab=summary,"$5,500,000","PGfor suggestive and rude humor, language and some action.(Rating bulletin 2529 (Cert #51393), 5/30/2018)PGfor suggestive and rude humor, language and some action.
NOTE: EDITED VERSION. CONTENT IS DIFFERENT FROM SURRENDERED ""PG"" RATED VERSION, BULLETIN NO. 2529 (5/30/18). ONLY THIS EDITED VERSION IS RATED.(Rating bulletin 2538 (Cert #51658), 8/1/2018)",92 minutes,,Comedy,Animation/Live Action,Contemporary Fiction,"Global Road Entertainment,Riverstone Pictures,Wales Screen,Lipsync Productions,Deepak Nayar,Kintop Pictures,Alive Entertainment",United States,English,"May 11, 2018"
https://www.the-numbers.com/movie/T34-(Russia)(2018)#tab=summary,"$10,000,000",,75 minutes,,Drama,Live Action,Historical Fiction,,Russian Federation,Russian,"December 27, 2018"
https://www.the-numbers.com/movie/Intimate-Strangers-(2018-South-Korea)#tab=summary,,,115 minutes,,Comedy,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"October 31, 2018"
