link,Production Budget,MPAA Rating,Running Time,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date,Franchise
https://www.the-numbers.com/movie/Frankenweenie#tab=summary,"$39,000,000","PGfor thematic elements, scary images and action.(Rating bulletin 2232, 7/18/2012)",87 minutes,Adventure,Stop-Motion Animation,Fantasy,"Walt Disney Pictures,Tim Burton",United States,English,"October 04, 2012",
https://www.the-numbers.com/movie/Diary-of-a-Wimpy-Kid-Dog-Days#tab=summary,"$22,000,000","PGfor some rude humor.(Rating bulletin 2214, 3/14/2012)",94 minutes,Comedy,Live Action,Kids Fiction,"Fox 2000 Pictures,Color Force,Dune Entertainment",United States,English,"August 03, 2012",Diary of a Wimpy Kid
https://www.the-numbers.com/movie/Thermae-Romae-(2012-Japan)#tab=summary,,,108 minutes,Comedy,Live Action,Contemporary Fiction,"Fuji Television Network,Toho Co,Dentsu Inc.,Enterbrain",Japan,Japanese,"April 28, 2012",
https://www.the-numbers.com/movie/To-Rome-with-Love-(2012)#tab=summary,"$21,500,000","Rfor some sexual references.(Rating bulletin 2221, 5/2/2012)",112 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"Medusa Film,Gravier Productions,Perdido","United States,Italy","English,Italian","April 20, 2012",
https://www.the-numbers.com/movie/Here-Comes-the-Boom#tab=summary,"$42,000,000","PGfor bouts of MMA sports violence, some rude humor and language.(Rating bulletin 2241, 9/19/2012)",104 minutes,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures,Broken Road,Happy Madison,Hey Eddie",United States,English,"October 10, 2012",
https://www.the-numbers.com/movie/Sammys-avonturen-De-geheime-doorgang-(2010)#tab=summary,"$25,000,000","PGfor mild peril.(Rating bulletin 2209, 2/8/2012)",86 minutes,Adventure,Digital Animation,Kids Fiction,,"Belgium,France",English,,
https://www.the-numbers.com/movie/Anna-Karenina-(2012)#tab=summary,"$49,000,000","Rfor some sexuality and violence.(Rating bulletin 2233, 7/25/2012)",129 minutes,Drama,Live Action,Historical Fiction,"Focus Features,Working Title Films",United Kingdom,English,"September 07, 2012",
https://www.the-numbers.com/movie/Cabin-in-the-Woods#tab=summary,"$30,000,000","Rfor strong bloody horror violence and gore, language, drug use and some sexuality/nudity(Rating bulletin 2118, 4/28/2010)",95 minutes,Horror,Live Action,Science Fiction,"Lionsgate,Mutant Enemy",United States,"English,Japanese","April 13, 2012",
https://www.the-numbers.com/movie/One-Piece-Film-Z-(2012-Japan)#tab=summary,,,107 minutes,Adventure,Hand Animation,Fantasy,,Japan,Japanese,"December 15, 2012",One Piece
https://www.the-numbers.com/movie/Bayside-Shakedown-The-Final-The-New-Hope-(2012-Japan)#tab=summary,,,126 minutes,Action,Live Action,Contemporary Fiction,"Fuji Television Network,INP,Robot Communications",Japan,Japanese,"September 07, 2012",Bayside Shakedown
https://www.the-numbers.com/movie/Moonrise-Kingdom-(2012)#tab=summary,"$16,000,000","PG-13for sexual content and smoking.(Rating bulletin 2205, 1/11/2012)",94 minutes,Drama,Live Action,Historical Fiction,"Focus Features,Indian Paintbrush,Empirical Picture",United States,English,"May 16, 2012",
https://www.the-numbers.com/movie/Watch-The#tab=summary,"$55,000,000","Rfor some strong sexual content including references, pervasive language and violent images.(Rating bulletin 2227, 6/13/2012)",87 minutes,Comedy,Live Action,Contemporary Fiction,"20th Century Fox,Dune Entertainment,21 Laps Entertainment,Ingenious Media",United States,English,"July 27, 2012",
https://www.the-numbers.com/movie/Secret-of-the-Wings-(2012)#tab=summary,,"G(Rating bulletin 2230, 7/4/2012)",75 minutes,Adventure,Digital Animation,Kids Fiction,,United States,English,,Tinker Bell
https://www.the-numbers.com/movie/Tyler-Perrys-Madeas-Witness-Protection#tab=summary,"$20,000,000","PG-13for some crude sexual remarks and brief drug references.(Rating bulletin 2222, 5/9/2012)",114 minutes,Comedy,Live Action,Contemporary Fiction,"Lionsgate,TPS Company",United States,English,"June 29, 2012",Madea Cinematic Universe
https://www.the-numbers.com/movie/Ek-Tha-Tiger-(2012-India)#tab=summary,,Not Rated,133 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,Yash Raj Films,India,Hindi,"August 15, 2012",
https://www.the-numbers.com/movie/Five-Year-Engagement-The-(2011)#tab=summary,"$30,000,000","Rfor sexual content, and language throughout.(Rating bulletin 2210, 2/15/2012)",124 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"Universal Pictures,Relativity Media,Apatow/Stoller Global Solutions",United States,English,"April 27, 2012",
https://www.the-numbers.com/movie/Rock-of-Ages#tab=summary,"$70,000,000","PG-13for violence, sexual content and pervasive language.(Rating bulletin 2221, 5/2/2012)Rfor some sexual content.(Rating bulletin 2232, 7/18/2012)",123 minutes,Musical,Live Action,Contemporary Fiction,"New Line Cinema,Corner Store Entertainment,Material Pictures,Offspring Entertainment,Adam Shankman",United States,English,"June 13, 2012",
https://www.the-numbers.com/movie/Asterix-et-Obelix-Au-service-de-Sa-Majeste-(2012-France)#tab=summary,"$77,600,000",,110 minutes,Adventure,Live Action,Fantasy,"Fidelite,Wild Bunch,Lucky Red,Morena Films,France 2 Cinema,France 3 Cinema,France Television","France,Spain,Italy,Hungary",French,"October 17, 2012",Asterix
https://www.the-numbers.com/movie/Thats-My-Boy#tab=summary,"$57,500,000","Rfor crude sexual content throughout, nudity, pervasive language and some drug use.(Rating bulletin 2217, 4/4/2012)",115 minutes,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures,Relativity Media,Happy Madison",United States,English,"June 13, 2012",
https://www.the-numbers.com/movie/End-of-Watch#tab=summary,"$15,000,000","Rfor strong violence, some disturbing images, pervasive language including sexual references, and some drug use.(Rating bulletin 2234, 8/1/2012)",109 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Open Road Films,Exclusive Media Group,EFF-Hedge Fund Films,Le Grisbi,Crave Films",United States,"English,Spanish","September 20, 2012",
https://www.the-numbers.com/movie/Evangelion-Shin-Gekijoban-Kyu-(2012-Japan)#tab=summary,,Not Rated,96 minutes,Adventure,Digital Animation,Contemporary Fiction,Khara Corp,"Japan,United States",Japanese,"November 17, 2012",Evangelion
https://www.the-numbers.com/movie/Quartet#tab=summary,"$11,000,000","PG-13for brief strong language and suggestive humor.(Rating bulletin 2250, 11/21/2012)",99 minutes,Comedy,Live Action,Contemporary Fiction,"BBC Films,DCM Productions,Headline Pictures,Finola Dwyer Productions,Decca,HanWay Films",United Kingdom,English,"December 26, 2012",
https://www.the-numbers.com/movie/Silent-Hill-Revelation-3D#tab=summary,"$20,000,000","Rfor violence and disturbing images, some language and brief nudity.(Rating bulletin 2236, 8/15/2012)",94 minutes,Horror,Live Action,Fantasy,"Samuel Hadida,Silent Hill 2 DCP,Davis Films,Konami","Canada,France",English,"October 26, 2012",Silent Hill
https://www.the-numbers.com/movie/Yi-jiu-si-er-(2012-China)#tab=summary,,Not Rated,151 minutes,Drama,Live Action,Historical Fiction,"Huayi Brothers International,Huayi Brothers Corp.",China,"English,Mandarin","November 30, 2012",
https://www.the-numbers.com/movie/Odd-Life-of-Timothy-Green-The#tab=summary,"$40,000,000","PGfor mild thematic elements and brief language.(Rating bulletin 2185, 8/17/2011)",104 minutes,Drama,Live Action,Contemporary Fiction,"Walt Disney Pictures,Scott Sanders",United States,English,"August 15, 2012",
https://www.the-numbers.com/movie/Lawless-(2011)#tab=summary,"$26,000,000","Rfor strong bloody violence, language and some sexuality/nudity.(Rating bulletin 2229, 6/27/2012)",115 minutes,Drama,Live Action,Historical Fiction,"Weinstein Company,Yuk Films,Benaroya Pictures,Annapurna Pictures,Douglas Wick,Lucy Fisher,Blumhansonallen Films",United States,English,"August 29, 2012",
https://www.the-numbers.com/movie/Three-Stooges-The#tab=summary,"$30,000,000","PGfor slapstick action violence, some rude and suggestive humor including language.(Rating bulletin 2211, 2/22/2012)",92 minutes,Comedy,Live Action,Contemporary Fiction,"Conundrum Entertainment,Charles B. Wessler Entertainment,C3 Entertainmnet,Dune Entertainment",United States,English,"April 13, 2012",
https://www.the-numbers.com/movie/Konferenz-der-Tiere-(2010-Germany)#tab=summary,"$30,000,000","PGfor mild thematic elements, some action and peril, rude humor and brief language.(Rating bulletin 2206, 1/18/2012)",93 minutes,Adventure,Digital Animation,Kids Fiction,,Germany,German,,
https://www.the-numbers.com/movie/aventuras-de-Tadeo-Jones-Las-(2012-Spain)#tab=summary,,,90 minutes,Adventure,Digital Animation,Kids Fiction,,Spain,"English,Spanish","August 31, 2012",
https://www.the-numbers.com/movie/Red-Tails-(2012)#tab=summary,"$58,000,000","PG-13for some sequences of war violence.(Rating bulletin 2197, 11/9/2011)",120 minutes,Drama,Live Action,Historical Fiction,"20th Century Fox,Lucasfilm",United States,English,"January 20, 2012",
https://www.the-numbers.com/movie/Man-on-a-Ledge#tab=summary,"$42,000,000","PG-13for violence and brief strong language.(Rating bulletin 2168, 4/20/2011)",102 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Summit Entertainment,di Bonaventura Pictures",United States,English,"January 27, 2012",
https://www.the-numbers.com/movie/petits-mouchoirs-Les-(2010-France)#tab=summary,"$25,000,000",Not Rated,154 minutes,Comedy,Live Action,Contemporary Fiction,"EuropaCorp,Caneo Films,Les Productions du Tresor,M6 Films,Cofinova 6,Compagnie Cinematographer Europeenne,Panache Productions,Canal Plus,Cinecinema,M6,W9",France,French,"August 24, 2012",
https://www.the-numbers.com/movie/Red-Dawn-(2012)#tab=summary,"$65,000,000","PG-13for sequences of intense war violence and action, and for language.(Rating bulletin 2139, 9/22/2010)",93 minutes,Action,Live Action,Contemporary Fiction,Contrafilm,United States,English,"November 21, 2012",
https://www.the-numbers.com/movie/Trouble-with-the-Curve#tab=summary,"$60,000,000","PG-13for language, sexual references, some thematic material and smoking.(Rating bulletin 2235, 8/8/2012)",111 minutes,Drama,Live Action,Contemporary Fiction,"Warner Bros.,Malpaso Productions",United States,English,"September 21, 2012",
https://www.the-numbers.com/movie/Cold-War-(2012-Hong-Kong)#tab=summary,,"Rfor violence and brief language.(Rating bulletin 2264, 3/20/2013)",102 minutes,Action,Live Action,Contemporary Fiction,,"Hong Kong,China",Cantonese,"November 08, 2012",Cold War
https://www.the-numbers.com/movie/Neuk-dae-so-nyeon-(2012-South-Korea)#tab=summary,,Not Rated,125 minutes,Drama,Live Action,Fantasy,,Republic of Korea,Korean,"November 30, 2012",
https://www.the-numbers.com/movie/House-at-the-End-of-the-Street#tab=summary,"$6,900,000","PG-13for intense sequences of violence and terror, thematic elements, language, some teen partying and brief drug material.(Rating bulletin 2186, 8/26/2011)",101 minutes,Horror,Live Action,Contemporary Fiction,"Relativity Media,FilmNation Entertainment,A Bigger Boat Productions",United States,English,"September 21, 2012",
https://www.the-numbers.com/movie/Wolf-Children-(2012-Japan)#tab=summary,,"PGfor thematic elements, some violence, brief sensuality and language.(Rating bulletin 2290, 9/18/2013)",117 minutes,Adventure,Digital Animation,Contemporary Fiction,,Japan,Japanese,"July 21, 2012",
https://www.the-numbers.com/movie/Sur-la-piste-du-Marsupilami-(2012-France)#tab=summary,,,105 minutes,Adventure,Live Action,Contemporary Fiction,,"France,Belgium",French,"April 04, 2012",
https://www.the-numbers.com/movie/Chernobyl-Diaries#tab=summary,"$1,000,000","Rfor violence, some bloody images and pervasive language.(Rating bulletin 2218, 4/11/2012)",93 minutes,Horror,Live Action,Science Fiction,"Alcon Entertainment,FilmNation Entertainment,PWP",United States,English,"May 24, 2012",
https://www.the-numbers.com/movie/Dabangg-2-(2012-India)#tab=summary,,Not Rated,125 minutes,Comedy,Live Action,Contemporary Fiction,"Arbaaz Khan Productions,Shree Ashtavinayak Cinevision Ltd",India,Hindi,"December 21, 2012",Dabangg
https://www.the-numbers.com/movie/Meitantei-Conan-Juichi-ninme-no-Striker-(2012-Japan)#tab=summary,,,110 minutes,Action,Digital Animation,Contemporary Fiction,,Japan,Japanese,"April 12, 2012",Detective Conan
https://www.the-numbers.com/movie/Guilt-Trip-The#tab=summary,"$40,000,000","PG-13for language and some risque material.(Rating bulletin 2248, 11/7/2012)",95 minutes,Comedy,Live Action,Contemporary Fiction,"Paramount Pictures,Skydance Productions,Michaels/Goldwyn",United States,English,"December 19, 2012",
https://www.the-numbers.com/movie/Safe-(2011)#tab=summary,"$33,000,000","Rfor strong violence throughout, and for language.(Rating bulletin 2177, 6/22/2011)",95 minutes,Action,Live Action,Contemporary Fiction,"Lionsgate,IM Global,Automatik,Lawrence Bender,Trigger Street Productions,87Eleven Inc.",United States,English,"April 27, 2012",
https://www.the-numbers.com/movie/Dredd#tab=summary,"$45,000,000","Rfor strong bloody violence, language, drug use and some sexual content.(Rating bulletin 2220, 4/25/2012)",98 minutes,Action,Live Action,Science Fiction,"Lionsgate,IM Global,DNA Films,Reliance Entertainment","United States,United Kingdom,South Africa,India",English,"September 07, 2012",
https://www.the-numbers.com/movie/One-for-the-Money#tab=summary,"$42,000,000","PG-13for violence, sexual references and language, some drug material and partial nudity.(Rating bulletin 2160, 2/23/2011)",106 minutes,Comedy,Live Action,Contemporary Fiction,"Lionsgate,Lakeshore Entertainment,Sidney Kimmel Entertainment,Abishag Producitons",United States,English,"January 27, 2012",
https://www.the-numbers.com/movie/Killing-Them-Softly#tab=summary,"$15,000,000","Rfor violence, sexual references pervasive language, and some drug use.(Rating bulletin 2232, 7/18/2012)",97 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Metropolitan Films,Inferno,Annapurna Pictures,1984 Private Defense Contractors,Plan B Entertainment,Chockstone Pictures",United States,English,"September 21, 2012",
https://www.the-numbers.com/movie/Ting-Feng-Zhe-(2012-China)#tab=summary,,,120 minutes,Thriller/Suspense,Live Action,Historical Fiction,,"China,Hong Kong",Mandarin,"August 07, 2012",
https://www.the-numbers.com/movie/Verite-si-je-mens-3-la-(2012-France)#tab=summary,,,112 minutes,Comedy,Live Action,Contemporary Fiction,"la Verite Production,Vertigo Films,Les Films Manuel Munz,Telegraphe,Canal Plus,Cinecinema,France 2 Cinema,M6",France,"French,Mandarin,English,Hebrew","February 01, 2012",The Truth if I Lie!
https://www.the-numbers.com/movie/Chimpanzee#tab=summary,,"G(Rating bulletin 2212, 2/29/2012)",78 minutes,Documentary,Live Action,Factual,Disney Nature,United States,English,"April 20, 2012",
https://www.the-numbers.com/movie/Amour#tab=summary,"$9,700,000","PG-13for mature thematic material including a disturbing act, and for brief language.(Rating bulletin 2233, 7/25/2012)",127 minutes,Drama,Live Action,Contemporary Fiction,"Les Films du Losange,X Filme Creative Pool,WEGA Film",France,English,"September 20, 2012",
https://www.the-numbers.com/movie/Barfi-(2012-India)#tab=summary,"$4,600,000",Not Rated,120 minutes,Romantic Comedy,Live Action,Historical Fiction,UTV Communications,India,Hindi,"September 14, 2012",
https://www.the-numbers.com/movie/Haywire#tab=summary,"$23,000,000","Rfor some violence.(Rating bulletin 2195, 10/26/2011)",93 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Relativity Media,Bord Scannan na hEireann,Irish Film Board,Gregory Jacobs","United States,Ireland",English,"January 20, 2012",
https://www.the-numbers.com/movie/Always-3-Chome-no-yuhi-64-3-(2012-Japan)#tab=summary,,,142 minutes,Drama,Live Action,Contemporary Fiction,Robot Communications,Japan,Japanese,"January 21, 2012",Always
https://www.the-numbers.com/movie/Arbitrage#tab=summary,"$12,000,000","Rfor language, brief violent images and drug use.(Rating bulletin 2202, 12/14/2011)",100 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Green Room Films,TreeHouse Pictures,Parlay Films,LB Productions,Artina Films,Alvernia Studios,Lucky Monkey",United States,English,"September 14, 2012",
https://www.the-numbers.com/movie/Tyler-Perrys-Good-Deeds#tab=summary,"$14,000,000","PG-13for sexual content, language, some violence and thematic material.(Rating bulletin 2203, 12/21/2011)",111 minutes,Drama,Live Action,Contemporary Fiction,"Lionsgate,TPS Company",United States,English,"February 24, 2012",
https://www.the-numbers.com/movie/Alex-Cross#tab=summary,"$35,000,000","PG-13for violence including disturbing images, sexual content, language, drug references, and nudity.(Rating bulletin 2215, 3/21/2012)",102 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Block/Hanson,James Patterson Entertainment,Emmett/Furla Films,Envision Media,Summit Entertainment",United States,English,"October 17, 2012",
https://www.the-numbers.com/movie/Sammys-avonturen-2-(2012-Belgium)#tab=summary,,,92 minutes,Adventure,Digital Animation,Kids Fiction,,Belgium,English,"August 15, 2012",A Turtle\'s Tale
https://www.the-numbers.com/movie/Zambezia-(2012-South-Africa)#tab=summary,"$20,000,000","G(Rating bulletin 2244, 10/10/2012)",83 minutes,Adventure,Digital Animation,Kids Fiction,,South Africa,English,"August 23, 2012",
https://www.the-numbers.com/movie/Ta-Weo-(2012-South-Korea)#tab=summary,,Not Rated,121 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"December 25, 2012",
https://www.the-numbers.com/movie/Rowdy-Rathore-(2012-India)#tab=summary,,Not Rated,143 minutes,Comedy,Live Action,Contemporary Fiction,,India,Hindi,"May 31, 2012",
https://www.the-numbers.com/movie/Cirque-du-Soleil-Worlds-Away-(2012)#tab=summary,"$25,000,000","PGfor some dramatic images and mild sensuality.(Rating bulletin 2252, 12/12/2012)",91 minutes,Adventure,Live Action,Fantasy,"James Cameron,Cirque du Soleil,Reel FX,Strange Weather,Cameron/Pace Group",United States,English,"December 21, 2012",Cirque du Soleil
https://www.the-numbers.com/movie/Lockout#tab=summary,"$20,000,000","PG-13for intense sequences of violence and action, and language including some sexual references.(Rating bulletin 2209, 2/8/2012)",110 minutes,Thriller/Suspense,Live Action,Science Fiction,"Luc Bessan,Film District,EuropaCorp,Canal Plus",France,English,"April 13, 2012",
https://www.the-numbers.com/movie/Agneepath-(2012-India)#tab=summary,,Not Rated,168 minutes,Action,Live Action,Historical Fiction,,India,Hindi,"January 06, 2012",
https://www.the-numbers.com/movie/2016-Obamas-America-(2012)#tab=summary,"$2,500,000","PGfor thematic elements, brief language and smoking images.(Rating bulletin 2234, 8/1/2012)",87 minutes,Documentary,Live Action,Factual,"OAF LLC,Gerald R. Molen",United States,English,"July 13, 2012",
https://www.the-numbers.com/movie/Perks-of-Being-a-Wallflower-The#tab=summary,"$13,000,000","Rfor teen drug and alcohol use, and some sexual references.(Rating bulletin 2211, 2/22/2012)PG-13on appeal for mature thematic material, drug and alcohol use, sexual content including references, and a fight - all involving teens.(Rating bulletin 2214, 3/14/2012)",103 minutes,Drama,Live Action,Contemporary Fiction,"Summit Entertainment,Mr. Mudd",United States,English,"September 20, 2012",
https://www.the-numbers.com/movie/Seven-Psychopaths#tab=summary,"$13,500,000","Rfor strong violence, bloody images, pervasive language, sexuality/nudity and some drug use.(Rating bulletin 2235, 8/8/2012)",109 minutes,Comedy,Live Action,Contemporary Fiction,"CBS Films,Film4,BFI,HanWay Films,Blueprint Films","United States,United Kingdom",English,"October 12, 2012",
https://www.the-numbers.com/movie/Salmon-Fishing-in-the-Yemen#tab=summary,,"PG-13for some violence and sexual content, and brief language.(Rating bulletin 2205, 1/11/2012)",111 minutes,Drama,Live Action,Contemporary Fiction,"BBC Films,Lionsgate,UK Film Council,Kudos Films,Davis Films",United Kingdom,"English,Arabic","March 09, 2012",
https://www.the-numbers.com/movie/Katy-Perry-Part-of-Me#tab=summary,"$12,000,000","PGfor some suggestive content, language, thematic elements and brief smoking.(Rating bulletin 2228, 6/20/2012)PGfor some suggestive content, language and thematic elements.(Rating bulletin 2233, 7/25/2012)",95 minutes,Concert/Performance,Live Action,Factual,"Insurge Pictures,Imagine Entertainment,Perry Production,Direct Management Group,AEG Live,EMI Music North America",United States,English,"July 05, 2012",
https://www.the-numbers.com/movie/Bait-(2012-Australia)#tab=summary,,"Rfor bloody violence, some grisly images and language.(Rating bulletin 2229, 6/27/2012)",91 minutes,Horror,Live Action,Contemporary Fiction,"Screen Australia,Media Development Authority of Singapore,Darclight,Blackmagic Design,Pictures in Paradise,Story Bridge Films,Screen Queensland,Yunnan Film Group,Enlight Pictures","Australia,Singapore",English,"September 09, 2012",
https://www.the-numbers.com/movie/Fetih-1453-(2012-Turkey)#tab=summary,,,160 minutes,Action,Live Action,Dramatization,,Turkey,"Turkish,English,Arabic","February 16, 2012",
https://www.the-numbers.com/movie/Benvenuti-al-nord-(2012-Italy)#tab=summary,,,110 minutes,Comedy,Live Action,Contemporary Fiction,"Cattleya,Medusa Film",Italy,Italian,"January 18, 2012",Benvenuti al Sud
https://www.the-numbers.com/movie/Three-Heroes-on-Distant-Shores-(2012-Russia)#tab=summary,,,65 minutes,Adventure,Digital Animation,Kids Fiction,,Russian Federation,Russian,"December 27, 2012",
https://www.the-numbers.com/movie/Housefull-2-(2012-India)#tab=summary,,Not Rated,145 minutes,Comedy,Live Action,Contemporary Fiction,,India,Hindi,"April 05, 2012",Housefull
https://www.the-numbers.com/movie/Premium-Rush#tab=summary,"$35,000,000","PG-13for some violence, intense action sequences and language.(Rating bulletin 2226, 6/6/2012)",91 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Columbia Pictures,Pariah Productions",United States,English,"August 23, 2012",
https://www.the-numbers.com/movie/Movie-43-(2012)#tab=summary,"$10,000,000","Rfor strong pervasive crude and sexual content including dialogue, graphic
nudity, language and some violence.(Rating bulletin 2256, 1/23/2013)",97 minutes,Comedy,Multiple Production Methods,Multiple Creative Types,"Relativity Media,Greenstreet Films,Charles B. Wessler Entertainment",United States,English,"February 08, 2012",
https://www.the-numbers.com/movie/Joyful-Noise#tab=summary,"$27,500,000","PG-13for some language including a sexual reference.(Rating bulletin 2193, 10/12/2011)",118 minutes,Musical,Live Action,Contemporary Fiction,"Alcon Entertainment,Farrell Paura Productions,O.N.C. Entertainment",United States,English,"January 13, 2012",
